RNA-DMSO-1	RNA-DMSO-2	RNA-DMSO-3	RNA-TPG-1	RNA-TPG-2	RNA-TPG-3
AFF1|ENSG00000172493.23|chr4	92	69	137	98	134	68
KLHL8|ENSG00000145332.14|chr4	535	471	554	442	415	452
HSD17B13|ENSG00000170509.12|chr4	0	3	0	0	0	0
HSD17B11|ENSG00000198189.11|chr4	23	54	38	28	44	55
NUDT9|ENSG00000170502.13|chr4	70	74	71	27	93	48
SPARCL1|ENSG00000152583.13|chr4	0	0	0	0	0	0
DSPP|ENSG00000152591.15|chr4	0	0	0	0	0	0
DMP1|ENSG00000152592.15|chr4	0	0	0	0	0	0
IBSP|ENSG00000029559.7|chr4	0	0	0	0	0	0
MEPE|ENSG00000152595.17|chr4	0	0	0	0	0	0
SPP1|ENSG00000118785.15|chr4	0	0	0	0	0	0
PKD2|ENSG00000118762.8|chr4	84	63	77	91	122	126
ABCG2|ENSG00000118777.12|chr4	5	2	6	3	21	17
PPM1K|ENSG00000163644.15|chr4	220	169	193	198	222	201
HERC6|ENSG00000138642.16|chr4	9	2	9	7	29	0
HERC5|ENSG00000138646.9|chr4	110	62	102	109	102	125
PYURF|ENSG00000145337.5|chr4	425	390	377	381	480	353
PIGY|ENSG00000255072.2|chr4	369	350	309	300	377	307
HERC3|ENSG00000287542.1|chr4	1	4	6	17	8	14
HERC3|ENSG00000138641.18|chr4	6	4	6	21	8	14
NAP1L5|ENSG00000177432.8|chr4	0	0	0	0	0	0
FAM13A|ENSG00000138640.15|chr4	72	36	65	80	73	60
TIGD2|ENSG00000180346.5|chr4	74	38	52	69	94	52
GPRIN3|ENSG00000185477.5|chr4	144	103	129	117	70	79
SNCA|ENSG00000145335.17|chr4	60	63	71	78	48	26
MMRN1|ENSG00000138722.10|chr4	0	0	0	0	0	0
CCSER1|ENSG00000184305.16|chr4	0	0	0	0	0	0
GRID2|ENSG00000152208.13|chr4	0	0	0	0	0	0
ATOH1|ENSG00000172238.6|chr4	0	4	0	12	0	0
SMARCAD1|ENSG00000163104.18|chr4	238	132	109	174	162	224
HPGDS|ENSG00000163106.11|chr4	0	0	0	0	0	0
PDLIM5|ENSG00000163110.15|chr4	449	383	426	354	395	388
BMPR1B|ENSG00000138696.11|chr4	92	69	70	85	94	51
UNC5C|ENSG00000182168.15|chr4	34	7	29	13	6	21
PDHA2|ENSG00000163114.6|chr4	0	0	0	0	0	0
STPG2|ENSG00000163116.10|chr4	0	0	0	0	0	0
RAP1GDS1|ENSG00000138698.15|chr4	43	34	76	30	39	55
TSPAN5|ENSG00000168785.8|chr4	250	232	204	273	330	335
EIF4E|ENSG00000151247.13|chr4	261	217	229	236	257	220
METAP1|ENSG00000164024.12|chr4	151	135	110	151	133	191
ADH5|ENSG00000197894.12|chr4	250	149	204	222	279	147
ADH4|ENSG00000198099.10|chr4	0	0	0	0	0	0
ADH6|ENSG00000172955.17|chr4	0	0	0	0	0	0
ADH1A|ENSG00000187758.8|chr4	0	0	0	0	0	0
ADH1B|ENSG00000196616.14|chr4	0	0	0	0	0	0
ADH1C|ENSG00000248144.6|chr4	0	0	0	0	0	0
ADH7|ENSG00000196344.12|chr4	0	0	0	0	0	0
C4orf17|ENSG00000138813.10|chr4	0	0	0	0	0	0
TRMT10A|ENSG00000145331.14|chr4	55	50	46	67	64	63
MTTP|ENSG00000138823.14|chr4	0	0	0	0	0	0
DAPP1|ENSG00000070190.13|chr4	0	0	0	0	0	0
LAMTOR3|ENSG00000109270.13|chr4	109	135	199	166	155	176
DNAJB14|ENSG00000164031.17|chr4	282	243	224	302	302	290
H2AZ1|ENSG00000164032.12|chr4	2437	1897	1983	2287	2566	2153
DDIT4L|ENSG00000145358.6|chr4	5	5	22	5	3	8
PPP3CA|ENSG00000138814.17|chr4	581	469	508	531	466	441
SLC39A8|ENSG00000138821.14|chr4	104	64	87	115	68	86
NFKB1|ENSG00000109320.14|chr4	231	160	162	178	283	257
MANBA|ENSG00000109323.11|chr4	29	32	15	33	18	37
UBE2D3|ENSG00000109332.20|chr4	1059	898	1207	978	958	1088
CISD2|ENSG00000145354.12|chr4	320	256	332	475	419	358
SLC9B1|ENSG00000164037.17|chr4	0	0	0	0	0	0
SLC9B2|ENSG00000164038.16|chr4	7	7	3	14	6	18
BDH2|ENSG00000164039.15|chr4	38	8	22	43	22	18
CENPE|ENSG00000138778.14|chr4	110	35	54	65	43	56
TACR3|ENSG00000169836.5|chr4	0	0	0	0	0	0
CXXC4|ENSG00000168772.12|chr4	125	92	134	60	87	43
TET2|ENSG00000168769.14|chr4	48	74	69	76	59	75
PPA2|ENSG00000138777.20|chr4	323	274	259	411	106	339
ARHGEF38|ENSG00000236699.9|chr4	0	0	0	0	0	0
INTS12|ENSG00000138785.16|chr4	165	106	148	212	192	129
GSTCD|ENSG00000138780.15|chr4	31	48	61	35	37	34
NPNT|ENSG00000168743.13|chr4	12	19	24	20	30	10
TBCK|ENSG00000145348.17|chr4	6	16	10	4	9	12
AIMP1|ENSG00000164022.18|chr4	170	157	104	173	137	147
GIMD1|ENSG00000250298.6|chr4	0	0	0	0	0	0
DKK2|ENSG00000155011.9|chr4	2	0	0	6	0	2
PAPSS1|ENSG00000138801.9|chr4	263	208	135	228	204	201
SGMS2|ENSG00000164023.15|chr4	241	237	227	204	330	236
CYP2U1|ENSG00000155016.18|chr4	40	60	38	27	40	85
HADH|ENSG00000138796.18|chr4	143	76	197	182	155	165
RPL34|ENSG00000109475.17|chr4	2706	2084	2256	2357	2323	2294
OSTC|ENSG00000198856.13|chr4	526	471	397	965	919	791
ETNPPL|ENSG00000164089.9|chr4	0	0	6	4	0	0
COL25A1|ENSG00000188517.17|chr4	55	74	85	49	75	76
SEC24B|ENSG00000138802.11|chr4	106	144	109	156	176	131
MCUB|ENSG00000005059.16|chr4	95	88	89	90	110	82
CASP6|ENSG00000138794.10|chr4	146	68	94	94	69	68
PLA2G12A|ENSG00000123739.11|chr4	262	264	241	417	266	247
ENSG00000285330|ENSG00000285330.1|chr4	86	77	81	126	65	75
CFI|ENSG00000205403.15|chr4	0	0	0	0	0	0
GAR1|ENSG00000109534.17|chr4	395	380	363	363	364	372
RRH|ENSG00000180245.7|chr4	5	0	1	4	0	2
LRIT3|ENSG00000183423.12|chr4	5	0	5	0	5	1
EGF|ENSG00000138798.13|chr4	4	3	1	6	1	2
ELOVL6|ENSG00000170522.10|chr4	142	95	178	114	99	93
ENPEP|ENSG00000138792.10|chr4	17	13	25	26	2	13
PITX2|ENSG00000164093.18|chr4	174	148	166	141	185	159
FAM241A|ENSG00000174749.6|chr4	128	89	96	133	201	96
AP1AR|ENSG00000138660.12|chr4	199	143	221	242	304	253
TIFA|ENSG00000145365.11|chr4	103	77	70	98	153	73
ALPK1|ENSG00000073331.18|chr4	1	1	8	8	0	25
NEUROG2|ENSG00000178403.4|chr4	17	5	24	24	9	38
ZGRF1|ENSG00000138658.16|chr4	6	15	6	4	3	22
LARP7|ENSG00000174720.18|chr4	68	108	89	135	184	130
ANK2|ENSG00000145362.21|chr4	18	5	8	13	3	24
ARSJ|ENSG00000180801.14|chr4	24	15	44	28	17	30
UGT8|ENSG00000174607.11|chr4	144	139	85	154	171	151
NDST4|ENSG00000138653.10|chr4	0	0	0	0	0	0
TRAM1L1|ENSG00000174599.5|chr4	2	0	1	0	1	2
NDST3|ENSG00000164100.9|chr4	0	0	0	0	0	0
PRSS12|ENSG00000164099.3|chr4	13	23	24	12	31	23
METTL14|ENSG00000145388.15|chr4	276	125	187	177	300	218
SEC24D|ENSG00000150961.15|chr4	16	25	20	28	68	56
SYNPO2|ENSG00000172403.11|chr4	0	0	0	0	0	0
MYOZ2|ENSG00000172399.6|chr4	0	0	0	0	0	0
USP53|ENSG00000145390.12|chr4	86	64	104	110	166	165
C4orf3|ENSG00000164096.13|chr4	289	196	248	212	162	145
FABP2|ENSG00000145384.4|chr4	0	0	0	0	0	0
PDE5A|ENSG00000138735.16|chr4	24	16	24	52	19	21
MAD2L1|ENSG00000164109.14|chr4	530	501	464	514	451	436
PRDM5|ENSG00000138738.11|chr4	6	11	7	11	0	7
NDNF|ENSG00000173376.14|chr4	6	7	11	8	12	0
TNIP3|ENSG00000050730.16|chr4	0	0	0	0	0	0
QRFPR|ENSG00000186867.11|chr4	24	5	1	13	2	4
ANXA5|ENSG00000164111.15|chr4	200	114	190	180	149	145
EXOSC9|ENSG00000123737.13|chr4	238	176	141	141	156	173
CCNA2|ENSG00000145386.11|chr4	395	332	382	335	276	316
BBS7|ENSG00000138686.10|chr4	24	12	46	53	15	22
TRPC3|ENSG00000138741.11|chr4	17	6	28	18	1	3
KIAA1109|ENSG00000138688.17|chr4	16	34	30	39	57	45
ADAD1|ENSG00000164113.11|chr4	0	0	0	0	0	0
IL2|ENSG00000109471.5|chr4	0	0	0	0	0	0
IL21|ENSG00000138684.9|chr4	0	0	0	0	0	0
BBS12|ENSG00000181004.10|chr4	21	30	18	31	6	26
FGF2|ENSG00000138685.17|chr4	88	64	141	93	108	115
NUDT6|ENSG00000170917.14|chr4	30	8	13	3	6	11
SPATA5|ENSG00000145375.9|chr4	68	92	59	91	72	65
SPRY1|ENSG00000164056.11|chr4	33	58	39	77	83	78
FAT4|ENSG00000196159.14|chr4	13	17	19	14	23	17
INTU|ENSG00000164066.13|chr4	69	62	62	51	89	49
SLC25A31|ENSG00000151475.6|chr4	0	0	0	0	0	0
HSPA4L|ENSG00000164070.12|chr4	169	144	195	155	170	136
PLK4|ENSG00000142731.11|chr4	111	52	38	106	66	34
MFSD8|ENSG00000164073.11|chr4	70	82	70	58	83	79
ABHD18|ENSG00000164074.16|chr4	85	38	59	34	95	42
LARP1B|ENSG00000138709.19|chr4	25	24	45	17	31	15
PGRMC2|ENSG00000164040.18|chr4	370	321	292	357	315	292
JADE1|ENSG00000077684.16|chr4	598	465	536	614	641	647
SCLT1|ENSG00000151466.12|chr4	15	9	3	12	11	16
C4orf33|ENSG00000151470.13|chr4	44	19	51	61	85	87
PCDH10|ENSG00000138650.9|chr4	0	0	0	0	0	0
PABPC4L|ENSG00000254535.4|chr4	0	0	0	0	0	0
PCDH18|ENSG00000189184.12|chr4	29	25	25	42	24	44
SLC7A11|ENSG00000151012.13|chr4	210	157	170	806	797	762
NOCT|ENSG00000151014.6|chr4	48	64	32	49	67	78
ELF2|ENSG00000109381.21|chr4	190	236	235	294	299	245
MGARP|ENSG00000137463.5|chr4	0	4	2	14	9	4
NAA15|ENSG00000164134.14|chr4	311	226	296	338	275	259
RAB33B|ENSG00000172007.7|chr4	72	94	70	197	256	202
SETD7|ENSG00000145391.14|chr4	226	216	205	225	285	211
MGST2|ENSG00000085871.9|chr4	150	159	142	137	153	129
MAML3|ENSG00000196782.13|chr4	49	43	35	42	22	51
SCOC|ENSG00000153130.18|chr4	353	299	334	397	289	332
CLGN|ENSG00000153132.13|chr4	9	5	18	20	2	10
MGAT4D|ENSG00000205301.12|chr4	0	0	0	0	0	0
ELMOD2|ENSG00000179387.10|chr4	51	55	58	94	52	53
UCP1|ENSG00000109424.4|chr4	0	0	0	0	0	0
TBC1D9|ENSG00000109436.8|chr4	106	68	50	174	144	74
RNF150|ENSG00000170153.11|chr4	168	70	93	109	164	110
ZNF330|ENSG00000109445.11|chr4	188	113	166	166	121	173
IL15|ENSG00000164136.17|chr4	25	16	2	10	9	0
INPP4B|ENSG00000109452.13|chr4	29	28	14	8	14	10
USP38|ENSG00000170185.11|chr4	414	224	290	304	293	197
GAB1|ENSG00000109458.9|chr4	44	57	26	46	66	46
SMARCA5|ENSG00000153147.6|chr4	252	235	252	284	234	215
FREM3|ENSG00000183090.5|chr4	0	0	0	0	0	0
GYPB|ENSG00000250361.9|chr4	0	0	0	0	0	0
GYPA|ENSG00000170180.22|chr4	0	0	0	0	0	0
HHIP|ENSG00000164161.10|chr4	2	2	0	0	8	5
ANAPC10|ENSG00000164162.14|chr4	95	80	104	147	178	128
ABCE1|ENSG00000164163.11|chr4	366	303	420	433	311	360
OTUD4|ENSG00000164164.17|chr4	44	35	82	113	82	92
SMAD1|ENSG00000170365.10|chr4	338	345	306	474	332	417
MMAA|ENSG00000151611.17|chr4	4	21	13	24	25	20
C4orf51|ENSG00000237136.8|chr4	0	0	0	0	0	0
LSM6|ENSG00000164167.12|chr4	144	111	127	207	167	170
REELD1|ENSG00000250673.3|chr4	4	0	0	0	0	0
SLC10A7|ENSG00000120519.16|chr4	65	29	18	51	56	67
POU4F2|ENSG00000151615.3|chr4	0	3	2	7	0	2
TTC29|ENSG00000137473.19|chr4	0	0	0	0	0	0
EDNRA|ENSG00000151617.17|chr4	23	27	22	24	19	27
TMEM184C|ENSG00000164168.8|chr4	152	84	170	133	116	138
PRMT9|ENSG00000164169.13|chr4	25	27	29	27	15	18
ARHGAP10|ENSG00000071205.12|chr4	92	82	79	143	98	114
NR3C2|ENSG00000151623.15|chr4	77	49	56	94	64	67
IQCM|ENSG00000234828.9|chr4	0	0	0	0	0	0
DCLK2|ENSG00000170390.16|chr4	29	12	12	10	31	20
LRBA|ENSG00000198589.15|chr4	31	23	52	57	38	36
MAB21L2|ENSG00000181541.6|chr4	0	0	0	0	0	0
RPS3A|ENSG00000145425.10|chr4	401	319	348	299	418	306
SH3D19|ENSG00000109686.19|chr4	38	44	67	35	37	47
PRSS48|ENSG00000189099.12|chr4	0	0	0	0	0	0
FHIP1A|ENSG00000164142.16|chr4	65	54	27	98	41	41
GATB|ENSG00000059691.12|chr4	29	29	29	27	39	36
FBXW7|ENSG00000109670.16|chr4	314	254	311	256	216	291
TMEM154|ENSG00000170006.12|chr4	0	1	0	13	5	6
TIGD4|ENSG00000169989.3|chr4	0	0	0	0	0	0
ARFIP1|ENSG00000164144.16|chr4	173	110	182	178	142	141
FHDC1|ENSG00000137460.10|chr4	5	6	0	14	0	3
TRIM2|ENSG00000109654.16|chr4	157	141	142	162	188	219
ENSG00000288637|ENSG00000288637.1|chr4	77	72	72	54	96	75
MND1|ENSG00000121211.8|chr4	77	72	72	54	96	75
TMEM131L|ENSG00000121210.16|chr4	75	21	52	25	41	20
TLR2|ENSG00000137462.9|chr4	0	0	0	0	0	0
RNF175|ENSG00000145428.15|chr4	0	0	0	0	0	0
SFRP2|ENSG00000145423.5|chr4	0	0	1	0	0	0
DCHS2|ENSG00000197410.14|chr4	0	0	0	0	0	0
PLRG1|ENSG00000171566.12|chr4	100	127	110	219	245	183
FGB|ENSG00000171564.12|chr4	0	0	0	0	0	0
FGA|ENSG00000171560.17|chr4	0	0	0	0	0	0
FGG|ENSG00000171557.17|chr4	0	0	0	0	0	0
LRAT|ENSG00000121207.12|chr4	0	0	0	0	0	0
RBM46|ENSG00000151962.8|chr4	0	0	0	0	0	0
NPY2R|ENSG00000185149.6|chr4	0	0	0	0	0	0
MAP9|ENSG00000164114.19|chr4	76	83	113	82	71	41
GUCY1A1|ENSG00000164116.17|chr4	72	50	92	53	65	59
GUCY1B1|ENSG00000061918.14|chr4	24	40	13	16	17	24
ASIC5|ENSG00000256394.3|chr4	0	0	0	0	0	0
TDO2|ENSG00000151790.9|chr4	0	0	0	0	0	0
CTSO|ENSG00000256043.5|chr4	0	0	0	0	0	0
PDGFC|ENSG00000145431.11|chr4	99	102	77	70	89	135
GLRB|ENSG00000109738.11|chr4	19	13	27	31	20	7
GASK1B|ENSG00000164125.16|chr4	0	0	0	0	0	0
TMEM144|ENSG00000164124.11|chr4	37	18	12	17	23	11
RXFP1|ENSG00000171509.16|chr4	0	0	0	0	0	0
C4orf46|ENSG00000205208.5|chr4	117	122	116	156	149	84
ETFDH|ENSG00000171503.13|chr4	29	47	42	45	43	33
PPID|ENSG00000171497.5|chr4	112	143	77	67	87	113
FNIP2|ENSG00000052795.13|chr4	670	456	551	613	541	502
C4orf45|ENSG00000164123.7|chr4	0	0	0	0	0	0
RAPGEF2|ENSG00000109756.10|chr4	183	167	232	245	309	199
FSTL5|ENSG00000168843.14|chr4	0	0	0	0	0	0
NAF1|ENSG00000145414.9|chr4	51	48	27	44	55	26
NPY1R|ENSG00000164128.7|chr4	0	0	0	0	0	0
NPY5R|ENSG00000164129.12|chr4	0	0	0	0	0	0
TKTL2|ENSG00000151005.5|chr4	0	0	0	0	0	0
TMA16|ENSG00000198498.10|chr4	192	153	186	223	189	268
MARCHF1|ENSG00000145416.14|chr4	0	0	0	0	0	0
SMIM31|ENSG00000248771.5|chr4	0	0	0	0	0	0
TRIM60|ENSG00000176979.14|chr4	0	0	0	0	0	0
TMEM192|ENSG00000170088.14|chr4	240	212	245	238	162	183
KLHL2|ENSG00000109466.14|chr4	58	44	87	72	70	66
GK3P|ENSG00000229894.5|chr4	0	0	0	0	0	0
MSMO1|ENSG00000052802.13|chr4	391	330	404	544	378	395
CPE|ENSG00000109472.14|chr4	117	107	148	153	157	94
TLL1|ENSG00000038295.8|chr4	0	0	0	0	0	0
SPOCK3|ENSG00000196104.11|chr4	0	0	0	0	0	0
ANXA10|ENSG00000109511.12|chr4	0	0	0	0	0	0
DDX60|ENSG00000137628.18|chr4	0	0	0	1	0	0
DDX60L|ENSG00000181381.15|chr4	0	0	0	0	0	0
CBR4|ENSG00000145439.12|chr4	98	115	93	101	126	128
SH3RF1|ENSG00000154447.15|chr4	204	237	212	203	172	177
NEK1|ENSG00000137601.18|chr4	44	49	20	28	8	17
CLCN3|ENSG00000109572.15|chr4	204	185	238	214	188	169
HPF1|ENSG00000056050.7|chr4	78	77	59	68	29	47
MFAP3L|ENSG00000198948.12|chr4	19	13	46	14	7	23
AADAT|ENSG00000109576.14|chr4	55	59	55	62	58	67
GALNTL6|ENSG00000174473.16|chr4	0	0	0	0	0	0
GALNT7|ENSG00000109586.12|chr4	154	119	98	158	107	139
HMGB2|ENSG00000164104.12|chr4	968	712	762	968	864	824
SAP30|ENSG00000164105.4|chr4	138	98	101	105	76	76
SCRG1|ENSG00000164106.8|chr4	2	0	2	0	1	0
HAND2|ENSG00000164107.9|chr4	41	35	21	54	14	18
FBXO8|ENSG00000164117.14|chr4	47	44	46	74	53	75
CEP44|ENSG00000164118.13|chr4	84	61	56	87	78	96
HPGD|ENSG00000164120.14|chr4	8	2	8	7	34	8
GLRA3|ENSG00000145451.13|chr4	0	0	0	0	0	0
ADAM29|ENSG00000168594.15|chr4	0	0	0	0	0	0
GPM6A|ENSG00000150625.17|chr4	0	2	0	8	7	7
WDR17|ENSG00000150627.16|chr4	15	16	29	25	29	18
SPATA4|ENSG00000150628.7|chr4	0	0	0	0	0	0
ASB5|ENSG00000164122.9|chr4	0	0	0	0	0	0
SPCS3|ENSG00000129128.13|chr4	516	418	458	697	720	721
VEGFC|ENSG00000150630.4|chr4	11	1	12	5	0	6
NEIL3|ENSG00000109674.4|chr4	28	21	28	41	25	46
AGA|ENSG00000038002.9|chr4	81	46	50	93	58	117
TENM3|ENSG00000218336.9|chr4	105	79	125	102	82	52
DCTD|ENSG00000129187.15|chr4	180	148	106	177	152	114
WWC2|ENSG00000151718.16|chr4	257	226	216	234	231	150
CLDN22|ENSG00000177300.7|chr4	0	0	0	0	0	0
CDKN2AIP|ENSG00000168564.6|chr4	252	190	148	371	401	297
ING2|ENSG00000168556.7|chr4	101	103	109	148	128	136
RWDD4|ENSG00000182552.15|chr4	25	21	39	36	4	54
TRAPPC11|ENSG00000168538.16|chr4	43	20	44	26	57	19
STOX2|ENSG00000173320.12|chr4	250	140	190	321	260	245
ENPP6|ENSG00000164303.11|chr4	0	0	0	0	0	0
IRF2|ENSG00000168310.12|chr4	10	29	10	14	3	3
CASP3|ENSG00000164305.20|chr4	312	240	394	397	360	411
PRIMPOL|ENSG00000164306.11|chr4	47	26	12	31	49	38
CENPU|ENSG00000151725.12|chr4	314	244	287	349	334	335
ACSL1|ENSG00000151726.15|chr4	70	61	99	43	54	64
HELT|ENSG00000187821.9|chr4	0	0	0	0	0	0
SLC25A4|ENSG00000151729.11|chr4	198	153	136	177	156	132
CFAP97|ENSG00000164323.15|chr4	168	224	199	174	148	174
SNX25|ENSG00000109762.17|chr4	53	25	12	45	40	15
LRP2BP|ENSG00000109771.16|chr4	0	1	0	0	0	0
ANKRD37|ENSG00000186352.9|chr4	6	8	9	33	37	27
UFSP2|ENSG00000109775.11|chr4	55	44	51	93	50	58
C4orf47|ENSG00000205129.9|chr4	6	0	0	8	0	0
CCDC110|ENSG00000168491.10|chr4	0	0	0	0	0	1
PDLIM3|ENSG00000154553.16|chr4	51	47	35	46	37	52
SORBS2|ENSG00000154556.20|chr4	35	38	35	9	15	14
TLR3|ENSG00000164342.14|chr4	0	7	9	2	0	8
CYP4V2|ENSG00000145476.16|chr4	38	41	23	27	13	10
KLKB1|ENSG00000164344.16|chr4	0	0	0	0	0	0
F11|ENSG00000088926.14|chr4	0	0	0	0	0	1
ENSG00000272297|ENSG00000272297.2|chr4	0	0	0	0	0	0
MTNR1A|ENSG00000168412.7|chr4	0	0	0	0	0	0
FAT1|ENSG00000083857.15|chr4	149	82	90	135	206	100
ZFP42|ENSG00000179059.10|chr4	0	0	0	0	0	0
TRIML2|ENSG00000179046.9|chr4	0	0	0	0	0	0
TRIML1|ENSG00000184108.8|chr4	0	0	0	0	0	0
FRG1|ENSG00000109536.12|chr4	0	0	0	0	0	0
FRG2|ENSG00000205097.7|chr4	0	0	0	0	0	0
PLEKHG4B|ENSG00000153404.15|chr5	4	0	0	13	0	0
LRRC14B|ENSG00000185028.4|chr5	0	0	0	0	0	0
CCDC127|ENSG00000164366.4|chr5	204	163	237	155	145	177
SDHA|ENSG00000073578.18|chr5	122	142	137	82	91	176
PDCD6|ENSG00000249915.9|chr5	314	207	228	233	277	268
AHRR|ENSG00000063438.20|chr5	19	4	17	17	9	3
EXOC3|ENSG00000180104.16|chr5	32	55	20	30	37	43
SLC9A3|ENSG00000066230.12|chr5	332	246	239	248	220	297
CEP72|ENSG00000112877.8|chr5	60	61	66	95	60	70
TPPP|ENSG00000171368.12|chr5	32	41	66	42	21	18
BRD9|ENSG00000028310.18|chr5	38	44	49	145	92	71
TRIP13|ENSG00000071539.14|chr5	457	411	463	457	363	450
NKD2|ENSG00000145506.14|chr5	0	0	0	0	0	0
SLC12A7|ENSG00000113504.21|chr5	0	0	0	0	0	0
SLC6A19|ENSG00000174358.16|chr5	0	0	0	0	0	0
SLC6A18|ENSG00000164363.10|chr5	0	0	0	0	0	0
TERT|ENSG00000164362.21|chr5	5	0	3	0	0	0
CLPTM1L|ENSG00000049656.14|chr5	548	349	401	475	466	460
SLC6A3|ENSG00000142319.18|chr5	0	0	0	0	0	0
LPCAT1|ENSG00000153395.10|chr5	0	0	0	0	0	0
MRPL36|ENSG00000171421.13|chr5	1248	997	874	758	751	927
NDUFS6|ENSG00000145494.12|chr5	458	335	384	470	487	523
IRX4|ENSG00000113430.10|chr5	8	14	3	4	0	1
IRX2|ENSG00000170561.13|chr5	0	0	0	0	0	0
IRX1|ENSG00000170549.4|chr5	0	0	0	0	0	0
ADAMTS16|ENSG00000145536.15|chr5	0	0	0	1	0	0
ICE1|ENSG00000164151.12|chr5	320	248	245	287	323	252
MED10|ENSG00000133398.4|chr5	785	577	592	874	806	878
UBE2QL1|ENSG00000215218.4|chr5	97	56	20	83	73	62
NSUN2|ENSG00000037474.15|chr5	808	674	853	862	664	668
SRD5A1|ENSG00000145545.12|chr5	108	112	81	140	130	105
TENT4A|ENSG00000112941.14|chr5	642	531	550	511	535	638
ADCY2|ENSG00000078295.17|chr5	0	0	0	0	0	0
C5orf49|ENSG00000215217.7|chr5	6	0	0	1	0	15
MTRR|ENSG00000124275.15|chr5	288	228	216	332	331	274
FASTKD3|ENSG00000124279.12|chr5	255	212	230	252	332	299
SEMA5A|ENSG00000112902.12|chr5	0	0	0	0	0	0
TAS2R1|ENSG00000169777.7|chr5	0	0	0	0	0	0
ATPSCKMT|ENSG00000150756.14|chr5	52	66	44	94	69	54
CCT5|ENSG00000150753.12|chr5	1712	1658	1578	1436	1482	1318
CMBL|ENSG00000164237.9|chr5	144	207	205	105	133	123
MARCHF6|ENSG00000145495.16|chr5	1185	971	1285	1360	1141	1185
ROPN1L|ENSG00000145491.12|chr5	2	0	1	0	5	1
ANKRD33B|ENSG00000164236.12|chr5	149	123	110	99	134	69
DAP|ENSG00000112977.16|chr5	226	198	186	212	251	320
CTNND2|ENSG00000169862.20|chr5	0	0	0	0	0	0
DNAH5|ENSG00000039139.11|chr5	0	0	0	0	0	0
TRIO|ENSG00000038382.22|chr5	237	183	233	212	231	219
OTULINL|ENSG00000145569.6|chr5	137	128	86	109	81	169
OTULIN|ENSG00000154124.6|chr5	241	193	220	196	237	242
ANKH|ENSG00000154122.14|chr5	104	123	138	142	80	121
FBXL7|ENSG00000183580.10|chr5	0	0	0	0	0	0
MARCHF11|ENSG00000183654.9|chr5	0	0	0	0	0	0
ZNF622|ENSG00000173545.5|chr5	367	255	318	373	324	436
RETREG1|ENSG00000154153.15|chr5	102	70	90	68	120	104
MYO10|ENSG00000145555.15|chr5	409	289	363	320	272	272
BASP1|ENSG00000176788.9|chr5	1846	1361	1261	1417	1180	1247
H3Y2|ENSG00000268799.4|chr5	0	0	5	0	0	0
H3Y1|ENSG00000269466.4|chr5	0	0	0	0	0	0
CDH18|ENSG00000145526.12|chr5	0	0	0	0	0	0
CDH12|ENSG00000154162.15|chr5	0	0	0	0	0	0
PRDM9|ENSG00000164256.11|chr5	0	0	0	0	0	0
CDH10|ENSG00000040731.10|chr5	0	0	0	0	0	0
CDH9|ENSG00000113100.10|chr5	0	0	0	0	0	0
CDH6|ENSG00000113361.13|chr5	0	0	0	0	0	0
DROSHA|ENSG00000113360.17|chr5	280	249	293	254	302	237
C5orf22|ENSG00000082213.18|chr5	271	269	251	294	315	306
PDZD2|ENSG00000133401.16|chr5	16	6	3	3	0	0
GOLPH3|ENSG00000113384.14|chr5	561	362	508	500	562	570
MTMR12|ENSG00000150712.11|chr5	99	66	81	108	86	87
ZFR|ENSG00000056097.16|chr5	511	397	379	552	566	565
SUB1|ENSG00000113387.12|chr5	1028	860	833	950	938	842
NPR3|ENSG00000113389.16|chr5	0	0	0	0	1	0
TARS1|ENSG00000113407.14|chr5	898	670	800	1503	1315	1361
ADAMTS12|ENSG00000151388.11|chr5	0	0	0	0	0	0
RXFP3|ENSG00000182631.7|chr5	0	0	0	0	0	0
SLC45A2|ENSG00000164175.15|chr5	0	0	0	0	0	0
AMACR|ENSG00000242110.9|chr5	83	59	73	115	119	106
ENSG00000289791|ENSG00000289791.1|chr5	0	0	0	0	0	0
C1QTNF3|ENSG00000082196.21|chr5	0	4	0	0	15	0
RAI14|ENSG00000039560.14|chr5	221	193	218	275	267	295
RAD1|ENSG00000113456.20|chr5	639	440	446	606	687	537
BRIX1|ENSG00000113460.13|chr5	1481	1193	1520	1652	1708	1760
DNAJC21|ENSG00000168724.18|chr5	257	142	228	155	194	163
AGXT2|ENSG00000113492.14|chr5	0	0	0	0	0	0
PRLR|ENSG00000113494.17|chr5	0	0	0	0	0	0
SPEF2|ENSG00000152582.14|chr5	0	0	0	0	0	0
IL7R|ENSG00000168685.15|chr5	0	0	0	0	0	0
CAPSL|ENSG00000152611.12|chr5	0	0	0	0	0	0
UGT3A1|ENSG00000145626.12|chr5	0	0	0	0	0	0
UGT3A2|ENSG00000168671.10|chr5	9	0	1	1	0	3
LMBRD2|ENSG00000164187.7|chr5	73	79	63	84	62	101
SKP2|ENSG00000145604.17|chr5	721	565	692	530	361	532
NADK2|ENSG00000152620.13|chr5	113	148	69	118	100	127
RANBP3L|ENSG00000164188.9|chr5	0	0	0	1	0	0
SLC1A3|ENSG00000079215.15|chr5	82	62	99	63	55	25
NIPBL|ENSG00000164190.19|chr5	240	216	247	222	157	176
