rownames(nonTcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
TMEM214|ENSG00000119777.20|chr2	62	63	92	142	143	73	0.560299151058133	0.778409571864689	9389	-0.196512558753896	0.33742015020649	198.647644208081	-0.582397223857664
AGBL5|ENSG00000084693.16|chr2	4	2	17	0	5	6	0.781822057422973	0.905228211519906	11605	-0.165432180643233	0.597345906371217	45.6922707152974	-0.27694536595757
EMILIN1|ENSG00000138080.14|chr2	0	0	11	0	0	0	0.67042265233686	1	10527.5	1.69577865166441	3.98474180150866	0.705085820087493	0.425568013220422
KHK|ENSG00000138030.13|chr2	53	39	69	9	17	19	0.839718848218761	0.933060079249789	12282	0.0880780030846647	0.43548402895866	75.3961173838165	0.202253118892279
CGREF1|ENSG00000138028.17|chr2	6	12	9	1	0	14	0.637202887976351	0.825333265316852	10205	-0.186600168622131	0.395663565482133	88.1424965505282	-0.471613221183887
ABHD1|ENSG00000143994.14|chr2	0	0	0	0	0	0	0.860746698997436	1	12477	0.712108099611412	4.05936024671798	0.42515710553767	0.175423725989127
PREB|ENSG00000138073.14|chr2	261	342	225	232	302	264	0.998043288839245	0.999080461836622	13702	-0.000526743208539912	0.214788907407604	701.687765459286	-0.00245237621857405
PRR30|ENSG00000186143.11|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TCF23|ENSG00000163792.6|chr2	0	0	6	0	0	0	1	1	16610.5	NA	NA	0	NA
SLC5A6|ENSG00000138074.15|chr2	147	43	132	76	88	69	0.014731626664318	0.0874979350533149	1839	-0.523310198594928	0.214567222967368	475.777455930632	-2.43891024620528
ATRAID|ENSG00000138085.18|chr2	255	93	190	103	157	113	0.179831479024475	0.426189745413406	5003	-0.212971949622779	0.158783317499877	964.582653433448	-1.34127408959662
CAD|ENSG00000084774.14|chr2	127	46	151	90	67	60	0.0010805185237562	0.013794185876772	837	-0.807531944691857	0.247051674506287	374.61292649363	-3.26867626501883
SLC30A3|ENSG00000115194.11|chr2	43	18	23	31	43	33	0.643384653859658	0.828735259072916	10265	-0.252868471699793	0.54618559378627	109.230600806771	-0.46297169785614
UCN|ENSG00000163794.6|chr2	17	3	0	14	6	10	0.306747652895663	0.574867019823566	6535	-0.648518514733863	0.634514618957924	29.9263767066135	-1.02207024922284
MPV17|ENSG00000115204.15|chr2	27	39	43	116	70	43	0.434405001400468	0.688144121005386	8014	-0.20051489933286	0.256519191717135	518.915487691104	-0.781676014143883
GTF3C2|ENSG00000115207.15|chr2	257	136	338	154	155	176	0.114177759514452	0.324698749279425	4073	-0.343530585848105	0.217467018523224	352.691242937034	-1.57969051206456
EIF2B4|ENSG00000115211.17|chr2	43	29	32	16	69	33	0.292633028589751	0.561423061911462	6371	0.293732503468562	0.2791170899041	223.346568333134	1.05236301929589
SNX17|ENSG00000115234.11|chr2	304	128	164	108	226	158	0.172057524650269	0.414976120436458	4907	-0.370154829893398	0.27105211566676	519.492849800069	-1.36562236005004
ZNF513|ENSG00000163795.14|chr2	123	36	85	89	73	26	0.144626814384876	0.372655999220663	4546	-0.80057333090907	0.548798046307252	39.3238740002573	-1.45877583984849
PPM1G|ENSG00000115241.11|chr2	683	275	610	408	435	529	0.957489574784416	0.984145846776183	13314	-0.0120174002947324	0.225449624586921	1204.00270301204	-0.0533041486174629
NRBP1|ENSG00000115216.14|chr2	106	134	217	58	166	127	0.828046741808135	0.927384343747912	12183	0.0812938617695354	0.374268432896351	136.616506266548	0.217207369428478
IFT172|ENSG00000138002.16|chr2	78	28	57	25	52	44	0.632378611744462	0.822632850142265	10165	-0.277457263464379	0.579991477036908	35.1292259059349	-0.478381621884976
FNDC4|ENSG00000115226.10|chr2	1	10	17	0	8	10	0.758371719389809	0.893651157249835	11392	-0.29427934216599	0.956633567543627	25.27178404234	-0.307619711611855
GCKR|ENSG00000084734.9|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C2orf16|ENSG00000221843.6|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZNF512|ENSG00000243943.10|chr2	81	40	46	115	115	56	0.0777631811535665	0.253922547766777	3487	0.515841507939775	0.292457879443968	188.337701635105	1.76381470357548
CCDC121|ENSG00000176714.10|chr2	1	4	16	2	23	15	0.0764487387132313	1	3470	-4.76523269648757	2.68967852876145	2.48819348029296	-1.77167369465595
GPN1|ENSG00000198522.14|chr2	213	195	196	84	212	222	0.462828898705955	0.710214256187904	8349	0.164134344156984	0.223556380362446	393.545533624646	0.734196643776737
SUPT7L|ENSG00000119760.16|chr2	154	154	158	69	160	201	0.16894588643821	0.410302684551747	4873	0.411711473435402	0.29929619099309	177.238604505014	1.37559877414179
SLC4A1AP|ENSG00000163798.14|chr2	124	141	87	54	122	82	0.606291510803856	0.806276949204267	9915	0.140659515402224	0.272926927829824	197.14625252715	0.515374267100273
MRPL33|ENSG00000243147.8|chr2	512	305	396	301	362	286	0.0609556171748499	0.217177444379526	3168	-0.317021082505071	0.169184631806088	1371.23117432546	-1.87381725586297
RBKS|ENSG00000171174.15|chr2	0	0	0	0	6	2	0.644092465460522	1	10272	-0.594505119203299	1.28685090596388	7.35272483103903	-0.461984458687544
BABAM2|ENSG00000158019.21|chr2	70	32	32	36	16	28	0.237257762990982	0.49910328700664	5723	-0.343986516519806	0.291053047655321	197.033229628869	-1.1818688012062
FOSL2|ENSG00000075426.12|chr2	72	64	38	58	103	113	0.644876540987045	0.829077953480396	10280	0.408867264363907	0.887122839940675	17.4750957814815	0.460891373725931
PLB1|ENSG00000163803.13|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PPP1CB|ENSG00000213639.11|chr2	295	229	257	140	342	256	0.905273249327532	0.961996772742004	12858	0.020791306256819	0.17471295570166	1051.13977251394	0.119002658808671
SPDYA|ENSG00000163806.16|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TRMT61B|ENSG00000171103.11|chr2	90	47	74	90	91	59	0.0598837020546695	0.214984457239325	3142	0.674643079540451	0.358538237048984	95.4030798235019	1.88164890052795
WDR43|ENSG00000163811.12|chr2	466	354	481	437	522	447	1.54723961646578e-08	2.24582890083171e-06	73	1.59055892639049	0.281204223904927	264.877857367928	5.65624123387366
TOGARAM2|ENSG00000189350.13|chr2	0	2	0	0	19	0	0.0655042585976185	1	3251	-4.85138590211179	2.63404450829364	2.64169794278061	-1.84180103519001
PCARE|ENSG00000179270.7|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CLIP4|ENSG00000115295.21|chr2	0	0	1	7	2	2	0.37146976720975	1	7318	-1.23089665531688	1.37726762887813	6.96793320773748	-0.893723652184817
ALK|ENSG00000171094.18|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
YPEL5|ENSG00000119801.13|chr2	75	76	48	145	114	97	0.0866256160753933	0.273017557386933	3633	0.743763514747338	0.434067916773064	92.2818756785437	1.71347267560479
LBH|ENSG00000213626.13|chr2	32	46	42	373	515	482	0.000259695286254974	0.00498502038615526	556	1.83401049119377	0.502124120999909	56.6470524925256	3.65250426038407
LCLAT1|ENSG00000172954.14|chr2	79	93	115	55	129	103	0.108960714755624	0.315277917408682	3996	0.492348602232771	0.307164601676188	143.4889343526	1.60288197124942
GALNT14|ENSG00000158089.15|chr2	19	1	4	17	8	12	0.303879933907072	0.571589311486132	6509	-0.495616831115407	0.482047860269407	51.153523150085	-1.02814859677713
CAPN14|ENSG00000214711.10|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EHD3|ENSG00000013016.16|chr2	70	41	41	0	26	36	0.599302484411853	0.801794081417676	9824	-0.311530411314445	0.592935162235073	42.3724271045328	-0.525403840345931
XDH|ENSG00000158125.10|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SRD5A2|ENSG00000277893.2|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MEMO1|ENSG00000162959.14|chr2	13	9	16	0	0	17	0.859463165663416	0.941609810642629	12465	0.146146325250457	0.825416960104351	20.6808750013013	0.17705757491581
DPY30|ENSG00000162961.14|chr2	405	304	311	307	335	243	0.0172628848074767	0.0971322430131028	1945	-0.387323073019543	0.162668316002907	999.909358078393	-2.38106032285121
SPAST|ENSG00000021574.13|chr2	103	80	91	0	88	67	0.12478686426562	0.341703204932833	4239	0.667111951310093	0.434604119385623	91.6245410937614	1.53498763944795
SLC30A6|ENSG00000152683.14|chr2	85	50	84	18	95	80	0.992801192108431	0.997508195674278	13643	0.00353821309773915	0.392154832319158	95.8887084509057	0.00902249011395466
NLRC4|ENSG00000091106.19|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
YIPF4|ENSG00000119820.11|chr2	341	262	327	137	353	325	0.295356985214005	0.563486246908102	6407	0.226104738040065	0.216070003303093	438.740834110649	1.04644205388795
BIRC6|ENSG00000115760.16|chr2	59	42	83	12	26	41	0.101315503905061	0.301901621100521	3859	0.621046214989665	0.379031251177484	81.6749465254632	1.63850926027959
TTC27|ENSG00000018699.13|chr2	74	53	82	52	84	74	0.186331772973054	0.435459079493269	5091	0.516754806483953	0.391033952752823	149.425017957904	1.32150879187363
LTBP1|ENSG00000049323.16|chr2	40	28	19	5	17	30	0.112889938689385	0.322073718457922	4054	-0.617201333522895	0.389318860312352	89.2147995202777	-1.58533633081046
RASGRP3|ENSG00000152689.18|chr2	0	0	0	1	0	0	0.430921804019457	1	7976	1.39382243634286	1.76967430916163	7.93821422854248	0.787615229043571
FAM98A|ENSG00000119812.20|chr2	116	103	169	42	176	165	0.166229394985047	0.407045767688157	4831	-0.317214237828065	0.229131237887021	324.618097712791	-1.38442161249299
CRIM1|ENSG00000150938.10|chr2	165	107	135	71	158	81	0.793069599665384	0.910440463494519	11710	0.0827783815496979	0.315554573820487	174.029509467538	0.262326673156665
FEZ2|ENSG00000171055.15|chr2	105	91	119	128	151	140	0.300228236749297	0.567871902284103	6467	-0.288702056109287	0.278684983910535	210.320151242876	-1.03594406866919
VIT|ENSG00000205221.13|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
STRN|ENSG00000115808.12|chr2	97	78	117	53	80	81	0.0594029867240598	0.213805970344432	3133	0.568427463218413	0.301521212154937	148.163539807372	1.88519891902771
HEATR5B|ENSG00000008869.12|chr2	24	31	24	3	18	23	0.750903968473372	0.888854027911419	11340	0.179477041437447	0.565375269848865	41.0406029983031	0.317447633472586
GPATCH11|ENSG00000152133.17|chr2	222	195	372	205	376	219	0.00878708659522437	0.0609048621107927	1564	0.825743709977458	0.315141869492666	137.676976688272	2.62022850631301
EIF2AK2|ENSG00000055332.19|chr2	357	299	320	151	307	219	0.355043226199552	0.619673533982943	7122	-0.156465597526551	0.169179181536338	822.754083831807	-0.924851368269229
SULT6B1|ENSG00000138068.12|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CEBPZ|ENSG00000115816.15|chr2	248	179	216	159	293	246	0.00106751058821508	0.0136775600879407	834	1.44917390906948	0.442887756247967	100.374356028207	3.2721019911377
NDUFAF7|ENSG00000003509.16|chr2	51	26	52	95	53	58	0.252691370795825	0.515303649913889	5937	0.37800821987722	0.330473941983537	119.644372331278	1.1438366898412
PRKD3|ENSG00000115825.11|chr2	264	169	237	117	220	198	0.115205404657128	0.326133173322717	4094	0.427910200236204	0.271650871097549	214.360779883931	1.5752211598193
QPCT|ENSG00000115828.17|chr2	117	113	113	47	115	94	0.452469612451152	0.702077999431499	8227	-0.179768142361017	0.239274779062181	379.585859056495	-0.751304182854558
CDC42EP3|ENSG00000163171.8|chr2	189	175	178	191	117	198	0.00488283871943238	0.0398256214389009	1321	1.09459721257392	0.388891017746669	82.3552642831327	2.81466313857358
RMDN2|ENSG00000115841.21|chr2	19	5	4	15	6	3	0.514316216495216	0.747660122099507	8916	0.741738045821405	1.137405292548	12.2678509316373	0.652131698947676
CYP1B1|ENSG00000138061.12|chr2	103	107	113	55	133	163	0.356777582649866	0.620829467963139	7158	-0.309702777029358	0.336077200119665	114.041674579922	-0.921522724299903
ATL2|ENSG00000119787.14|chr2	167	134	231	178	136	150	0.0177840584635679	0.0991267140873041	1965	0.943044373416831	0.3978949650555	114.323563507027	2.3700837060989
HNRNPLL|ENSG00000143889.16|chr2	113	104	62	58	101	78	0.326772073952295	0.59329624667555	6780	0.265579022263923	0.270823131099542	251.313036652773	0.980636407184545
GALM|ENSG00000143891.17|chr2	101	146	106	41	149	177	0.0592155071968478	0.213596326215219	3127	0.384404810516196	0.203756424166923	376.497381615195	1.88658989324077
SRSF7|ENSG00000115875.19|chr2	1595	1508	1799	1582	2749	2142	0.177959184422919	0.423838057573667	4975	0.198685535410133	0.147495096985136	4304.64123136923	1.34706535655321
GEMIN6|ENSG00000152147.11|chr2	553	473	521	193	329	377	0.000127601359502066	0.00292654546598245	464	-1.20119454521483	0.313542458597386	176.022928664454	-3.83104269382941
DHX57|ENSG00000163214.21|chr2	48	7	24	14	48	28	0.81667002243895	0.922246142786221	12000	-0.113573519175406	0.489899920503002	55.4456820585037	-0.23183004206001
MORN2|ENSG00000188010.16|chr2	141	63	96	38	84	53	5.18481046332381e-05	0.00150104512757866	368	-0.957186818257988	0.236509670558659	369.939718787033	-4.0471360684619
ARHGEF33|ENSG00000214694.13|chr2	2	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SOS1|ENSG00000115904.15|chr2	34	42	60	6	11	38	0.0415103107731921	0.171345248520742	2714	1.46634402334201	0.719361581208041	26.343589600144	2.03839635260969
CDKL4|ENSG00000205111.10|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MAP4K3|ENSG00000011566.15|chr2	31	13	33	27	48	12	0.15859583362049	1	4724	1.47198088179244	1.04409886807329	10.4939750934802	1.40980986265097
TMEM178A|ENSG00000152154.11|chr2	0	0	0	0	0	0	0.314148280032168	1	6625	-2.67008120779115	2.65269067647727	2.15870677625906	-1.00655580820941
THUMPD2|ENSG00000138050.15|chr2	129	115	171	156	218	249	0.0155450333882931	0.0912549439237415	1864	0.862776328470754	0.356603761777404	103.225283504985	2.41942576312279
SLC8A1|ENSG00000183023.18|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PKDCC|ENSG00000162878.13|chr2	129	123	129	88	114	81	0.637754510253657	0.82541184690946	10217	-0.463788887170951	0.985022969746549	13.9529105492153	-0.470840682314531
EML4|ENSG00000143924.19|chr2	118	85	124	59	170	180	0.33281056053334	0.598530749126274	6849	0.20939883168539	0.216216513397012	395.662472054724	0.968468265422893
COX7A2L|ENSG00000115944.15|chr2	504	299	434	324	330	293	0.963353980639607	0.986536063487697	13372	0.00696159962447948	0.151519846873944	1564.89398434775	0.0459451337109067
KCNG3|ENSG00000171126.8|chr2	41	60	40	15	26	25	0.0172958145589559	1	1949	5.23988572685716	2.20130131931713	3.40336873756484	2.38035823668276
MTA3|ENSG00000057935.14|chr2	0	0	0	0	4	0	0.603829153249065	1	9887	0.748435372294231	1.44234463839997	5.97462926287544	0.518901899288433
OXER1|ENSG00000162881.7|chr2	3	0	5	0	0	3	0.998580695292715	1	13705	-0.00353800840735197	1.98894626431225	3.50017981388892	-0.00177883559291401
HAAO|ENSG00000162882.15|chr2	0	0	0	0	0	0	0.310310075313351	1	6578	1.15262549265313	1.13607110105574	9.28727852175964	1.01457161579236
ZFP36L2|ENSG00000152518.8|chr2	897	803	978	715	1114	1027	0.356986003507943	0.621018501587616	7161	0.353627315989326	0.383908730598126	112.195490882386	0.921123402008539
THADA|ENSG00000115970.19|chr2	22	25	30	14	31	42	0.356818748574511	0.620829467963139	7159	0.357907007597695	0.388419772993842	99.3457191549917	0.921443841128471
PLEKHH2|ENSG00000152527.14|chr2	0	0	12	0	0	3	0.821429311468673	1	12130	-0.278901436244196	1.23567914704956	7.95513983781378	-0.225707002428689
C1GALT1C1L|ENSG00000223658.8|chr2	17	27	28	28	74	48	0.403752167363311	1	7678	-0.859021152860636	1.02884325522941	10.5977631185962	-0.834938799952665
DYNC2LI1|ENSG00000138036.18|chr2	51	91	94	47	94	116	0.581326550101229	0.791841640940047	9648	0.145320413229508	0.263525105804542	199.173462782358	0.551448078488934
ABCG5|ENSG00000138075.14|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ABCG8|ENSG00000143921.9|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
LRPPRC|ENSG00000138095.20|chr2	199	120	146	156	195	124	0.189524465932046	0.439206732610705	5133	0.274816450092006	0.209465807187374	613.246502058444	1.3119871628794
PPM1B|ENSG00000138032.21|chr2	76	79	87	41	61	46	0.128675099107103	0.347639303961974	4311	0.763422801741107	0.502467606102603	47.212152069931	1.51934730213278
SLC3A1|ENSG00000138079.14|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PREPL|ENSG00000138078.16|chr2	184	95	143	102	219	167	0.327765912954275	0.594237682210786	6790	0.211760047518958	0.216385556227643	355.786124880715	0.978623764038026
CAMKMT|ENSG00000143919.15|chr2	5	13	11	23	30	3	0.29944049351692	0.567090521770382	6458	0.575779589725391	0.554896623243069	35.4586171328607	1.03763397650588
SIX3|ENSG00000138083.5|chr2	0	7	11	0	8	8	0.976286751305705	1	13483	0.0695488406577054	2.33977960390733	3.01396136390199	0.029724526421874
SIX2|ENSG00000170577.8|chr2	53	16	35	18	12	21	0.685753137677593	1	10749	0.505803151110572	1.25005395253487	9.74308709131198	0.404625056450483
SRBD1|ENSG00000068784.13|chr2	28	17	22	38	52	43	0.407321547331928	0.66522489450202	7727	0.345422430094579	0.4168665516706	79.7908176962548	0.828616325081234
PRKCE|ENSG00000171132.14|chr2	14	15	14	0	15	10	0.993690756151102	1	13648	-0.0132385851815739	1.67417093012342	6.37181005847544	-0.00790754691971503
EPAS1|ENSG00000116016.14|chr2	14	10	25	0	5	9	0.257155977615697	0.520899395682646	5983	-1.31145272182623	1.15736284329543	14.1633122113938	-1.1331387813454
ATP6V1E2|ENSG00000250565.7|chr2	0	4	8	5	4	3	0.105492636935798	0.309211612993558	3938	-1.33240668483209	0.823088468940233	15.3329030725297	-1.61878915221304
RHOQ|ENSG00000119729.12|chr2	377	292	348	253	400	339	0.0216400004758863	0.113177416111792	2097	-0.407675945307952	0.177510657779788	915.351484500677	-2.29662799071871
PIGF|ENSG00000151665.13|chr2	39	45	54	9	23	20	0.037581333534908	0.161219058691356	2608	-0.568361709185332	0.273330715993858	246.939178744199	-2.07939201826883
CRIPT|ENSG00000119878.6|chr2	135	173	201	96	171	140	0.00128431601168545	0.0156606325395394	874	-0.715616860364825	0.222278433274081	476.635521812062	-3.21946150971125
SOCS5|ENSG00000171150.9|chr2	49	69	41	12	61	77	0.558541448499281	0.777088391320691	9372	0.724369050521329	1.23821796157183	13.8907667987085	0.585009322269718
MCFD2|ENSG00000180398.13|chr2	305	241	307	291	435	441	0.705581316967071	0.863318664501512	10924	0.0698369674217084	0.184853098726182	689.082749241551	0.377797115130627
TTC7A|ENSG00000068724.18|chr2	25	15	29	13	3	13	0.725967857923586	0.874421760467289	11114	-0.308247775829628	0.879466177423354	12.8477605763886	-0.350494179017467
STPG4|ENSG00000239605.11|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CALM2|ENSG00000143933.20|chr2	2451	1613	2124	1302	1643	1500	0.000661770436182971	0.00967188902316519	730	-0.502506436742443	0.147581306420135	3802.03942644229	-3.40494639146171
EPCAM|ENSG00000119888.11|chr2	212	247	248	148	240	165	0.812491074037987	0.919683305256544	11971	-0.0364173751682936	0.153521437129197	1082.72911431837	-0.237213615565924
MSH2|ENSG00000095002.15|chr2	143	91	109	180	218	137	0.332619477368412	0.598376227877028	6848	0.214139922537556	0.221024591376854	483.151454833204	0.96885111834656
KCNK12|ENSG00000184261.5|chr2	0	0	0	0	3	0	0.869765586511061	1	12555	-0.643189837532932	3.92293581128504	0.962386856326327	-0.163956248196231
MSH6|ENSG00000116062.19|chr2	758	720	740	472	1193	832	1.0068507706845e-05	0.000448260116225753	238	0.793226965749744	0.179638000859938	883.955296700767	4.41569691241563
FBXO11|ENSG00000138081.22|chr2	118	72	139	67	130	112	0.0119371543549712	0.0754690259816673	1718	1.10967998817431	0.441400730014331	64.4168958447976	2.51399672161458
FOXN2|ENSG00000170802.17|chr2	105	72	95	35	120	73	0.134147270870166	0.355870535013269	4395	1.65036183570782	1.10174985819101	12.9339542950328	1.49794603869303
PPP1R21|ENSG00000162869.16|chr2	19	1	4	11	8	13	0.873372322893091	0.94943377504871	12573	0.111766463605827	0.701273564408572	27.0147808400597	0.159376410688013
STON1|ENSG00000243244.7|chr2	14	5	3	17	25	14	0.562712817554278	1	9406	-0.680134071817729	1.17504210779781	10.5177313490168	-0.578816765207159
STON1-GTF2A1L|ENSG00000068781.21|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GTF2A1L|ENSG00000242441.8|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
LHCGR|ENSG00000138039.15|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FSHR|ENSG00000170820.12|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NRXN1|ENSG00000179915.25|chr2	0	0	0	0	0	0	0.243771386400556	1	5801.5	-4.12501583847766	3.53892729575347	1.59751230086632	-1.16561191958577
ASB3|ENSG00000115239.24|chr2	174	181	231	164	383	303	0.0851629006542538	0.270175477644453	3599	0.531653415035971	0.308834232225267	218.051293405679	1.72148473051451
CHAC2|ENSG00000143942.5|chr2	123	149	129	98	194	79	0.0407367730916724	0.168809873945781	2704	0.743803256531739	0.36350480718904	115.206820380485	2.04619922989058
ERLEC1|ENSG00000068912.15|chr2	144	101	140	30	113	122	0.143655240128716	0.37135021944738	4522	-0.433750006529906	0.296618966582647	171.318226563469	-1.46231379445202
GPR75|ENSG00000119737.6|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ACYP2|ENSG00000170634.13|chr2	34	14	20	30	15	7	0.186394119574954	0.435508730102804	5092	-0.568155574787569	0.429990344033793	85.6162193600448	-1.32132170564025
TSPYL6|ENSG00000178021.11|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
C2orf73|ENSG00000177994.16|chr2	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SPTBN1|ENSG00000115306.16|chr2	49	36	24	30	77	66	0.0314805059349737	0.143520039850902	2450	0.842422995040209	0.391652422806672	111.661144291852	2.1509454454621
EML6|ENSG00000214595.13|chr2	0	0	0	0	11	0	0.70864725546739	1	10950	-0.644105989177153	1.72371339491296	4.17760046781151	-0.37367348369981
RTN4|ENSG00000115310.19|chr2	973	942	837	637	1233	1047	0.739839240707254	0.881655441901142	11242	-0.0516644921131252	0.15558489751836	1926.04581623829	-0.332066241243168
CLHC1|ENSG00000162994.16|chr2	11	3	13	0	4	5	0.0106429761461397	0.0694842731019694	1665	2.33840724543666	0.915511798049672	14.9150879206162	2.55420765785673
RPS27A|ENSG00000143947.15|chr2	1733	1818	1950	1042	1559	1552	0.682317498526302	0.850560998381325	10711	-0.050473206466949	0.123315092837062	18299.9764030646	-0.409302748801721
MTIF2|ENSG00000085760.15|chr2	133	113	114	27	126	76	0.00791326845286948	0.0565401163362137	1517	0.708539306477464	0.26679461374811	276.858687156359	2.65574816718908
CFAP36|ENSG00000163001.12|chr2	79	62	27	73	97	15	0.960822984453751	0.985469010093113	13349	0.0112069814792002	0.228151194215528	408.307113899196	0.0491208539045089
