rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SP9|ENSG00000217236.2|chr2	44	109	31	58	4	1	0.442218159398978	0.704912755015769	8103	2.68986757849644	3.50036750373781	12.3506283764859	0.768452905480383
CIR1|ENSG00000138433.16|chr2	53	83	69	80	111	112	0.610718235547582	0.821042858512554	9728	-0.278396472883312	0.546895783143758	60.3790938944412	-0.509048490524076
SCRN3|ENSG00000144306.15|chr2	81	60	64	74	49	61	0.0662677047602387	0.244350007542726	3205	0.738689597269439	0.402203070848122	152.392672612302	1.83660854630416
GPR155|ENSG00000163328.14|chr2	23	39	25	16	8	0	0.601081241385668	0.815552220615539	9645	0.35455641955288	0.678127479585915	48.7869826786415	0.522846264494963
WIPF1|ENSG00000115935.19|chr2	0	10	10	0	0	0	0.73625216206265	0.887473427922246	10963	-0.307554715493703	0.913111426662228	18.3523190407627	-0.336820574700213
CHRNA1|ENSG00000138435.16|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CHN1|ENSG00000128656.15|chr2	73	86	55	18	33	0	0.0268071544972168	0.135098979594039	2276	-0.868663874610239	0.392294721339615	144.334892507827	-2.21431446144345
ATF2|ENSG00000115966.18|chr2	105	140	82	79	115	202	0.0058376001003912	0.0489743468362938	1348	2.07460098029231	0.752548645391024	48.4942942821659	2.75676661302653
ATP5MC3|ENSG00000154518.10|chr2	1623	2206	1400	1613	1542	1334	0.00811883155182197	0.0608708589544092	1508	-0.165725305818068	0.0626066568351514	7858.59346107806	-2.64708761329384
LNPK|ENSG00000144320.14|chr2	86	102	83	74	31	1	0.52068709761389	0.762061652247377	8889	-0.192151307539638	0.29916753732823	234.979371802789	-0.642286623928788
EVX2|ENSG00000174279.5|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HOXD13|ENSG00000128714.6|chr2	226	314	297	269	203	172	0.154026036769856	0.401309382618442	4648	0.576080152553716	0.404138044944115	106.355800196641	1.42545390061799
HOXD12|ENSG00000170178.7|chr2	2	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HOXD11|ENSG00000128713.14|chr2	634	790	698	967	846	634	0.134603978593039	0.37282302079566	4346	0.446943592274231	0.298721015403263	220.328507768114	1.49619065692741
HOXD10|ENSG00000128710.6|chr2	218	256	140	217	254	79	0.55792309639656	0.787087097608723	9257	0.158877265676574	0.271154376208223	259.881332217978	0.585929196121732
HOXD9|ENSG00000128709.13|chr2	40	40	22	59	0	1	0.761937940621215	0.899734381380946	11186	0.355485347476624	1.17346329721057	23.2558832633024	0.302936911892894
HOXD8|ENSG00000175879.9|chr2	167	164	128	172	68	31	0.77132292593747	0.903254637848976	11306	0.237001523688853	0.815433313215825	27.5032626795371	0.290644887629364
HOXD3|ENSG00000128652.12|chr2	5	14	24	5	3	0	0.161935486066392	0.411534474589849	4769	2.42441133213052	1.73346624442259	10.8716206648778	1.39859160219072
HOXD4|ENSG00000170166.6|chr2	0	3	0	0	0	0	0.0433558759189134	1	2710	4.90980859577243	2.43027912802439	5.04465899065869	2.02026530169137
HOXD1|ENSG00000128645.15|chr2	4	2	0	4	2	0	0.0671861194823972	1	3221	5.6287660760617	3.07511099944511	4.14079506618631	1.83042695924712
MTX2|ENSG00000128654.14|chr2	288	235	125	215	152	216	0.764724868718203	0.901143434441404	11208	0.0617684056589989	0.20638862540085	492.544105420026	0.299282024573941
NFE2L2|ENSG00000116044.17|chr2	236	411	274	544	335	280	0.491883327030363	0.740115559524531	8644	0.469713944940638	0.683402727330002	38.6009223722888	0.68731646239659
AGPS|ENSG00000018510.18|chr2	35	108	66	20	29	1	0.644008125434314	0.839549036373102	10074	0.193804262507681	0.419397087481181	113.516759172038	0.462102070549971
TTC30B|ENSG00000196659.10|chr2	68	104	19	60	18	2	0.380802480795321	0.656477935261324	7440	1.03719092777477	1.18344232236918	18.2855934880077	0.876418654437148
TTC30A|ENSG00000197557.7|chr2	40	84	31	49	43	86	0.030028060323435	0.144936975756606	2376	2.16417132133221	0.997442652986544	26.7446350064616	2.16972004841807
PDE11A|ENSG00000128655.19|chr2	10	1	0	0	8	0	0.465598987761918	0.72189862473301	8350	1.1800717261378	1.61729331608365	13.7892797887824	0.729658445009463
OSBPL6|ENSG00000079156.17|chr2	220	197	183	139	117	85	0.00995676939824772	0.0698518021865902	1614	0.777670928393404	0.301735446553732	183.462639291818	2.57732705015458
PRKRA|ENSG00000180228.14|chr2	68	123	59	12	95	81	0.513388891228058	0.755999277101042	8833	-0.201939642110648	0.308979372929436	261.505167080736	-0.653569978461855
PJVK|ENSG00000204311.15|chr2	0	0	0	2	0	0	0.23782264891323	1	5708	-2.27081843721973	1.92369438315527	6.05871104438418	-1.18044657046568
FKBP7|ENSG00000079150.19|chr2	25	24	20	8	1	0	0.780626904685024	0.909331603803015	11363	-0.224180635756171	0.804951147072798	47.25707267387	-0.278502163232394
PLEKHA3|ENSG00000116095.11|chr2	133	203	79	112	77	59	0.0860888587417414	0.286533205136548	3567	1.04691136233897	0.609946032131107	64.5658125333812	1.71639998817787
TTN|ENSG00000155657.29|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CCDC141|ENSG00000163492.16|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SESTD1|ENSG00000187231.14|chr2	90	94	59	47	24	45	0.918059120181053	0.969767475259436	12630	-0.0354279552527446	0.34436576274549	158.397714093976	-0.102878854652366
ZNF385B|ENSG00000144331.20|chr2	0	7	0	0	0	3	0.566215579148968	1	9334	-2.28915184982342	3.99061478678521	0.48152720031224	-0.573633881527196
CWC22|ENSG00000163510.14|chr2	79	154	113	151	160	67	0.151103664117691	0.397217884125282	4603	1.19750484441322	0.834123803691715	29.5411543654411	1.43564401245143
UBE2E3|ENSG00000170035.16|chr2	384	524	273	406	155	150	0.00556132967397137	0.0475023242318295	1324	-0.324377553743064	0.116994704044438	1415.55230176899	-2.7725832241078
ITGA4|ENSG00000115232.14|chr2	0	0	4	0	0	0	0.469146194721212	0.725003322779747	8390	0.500138657489734	0.690924314802132	44.8929920232363	0.723868948848565
CERKL|ENSG00000188452.15|chr2	0	1	0	0	0	0	0.0535208327409973	0.212382483963896	2953	2.51624505714746	1.30328487699411	14.038656414983	1.93069458685879
NEUROD1|ENSG00000162992.5|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PPP1R1C|ENSG00000150722.11|chr2	0	7	0	0	0	0	0.626766951929711	1	9916	1.1317160819912	2.3272815726493	5.432560571278	0.486282405743834
DNAJC10|ENSG00000077232.19|chr2	42	54	68	70	44	40	0.0343195813295606	0.159130850863469	2479	-0.502537269983198	0.2374606879213	362.826792848356	-2.11629669897087
FRZB|ENSG00000162998.5|chr2	0	0	0	0	0	0	0.0163264703445819	1	1909	-5.586327545539	2.32614921476595	4.71803824428283	-2.401534480281
NCKAP1|ENSG00000061676.15|chr2	153	237	130	124	53	142	0.4942306376158	0.741857217989633	8664	-0.125274477240526	0.183258199198153	570.0751855356	-0.683595483250761
DUSP19|ENSG00000162999.13|chr2	19	42	65	9	2	1	0.291541369940318	0.571212985560474	6397	-0.552231990730253	0.523568549489738	64.220977641578	-1.0547463006868
NUP35|ENSG00000163002.13|chr2	155	204	178	217	152	155	0.793528686888666	0.913803561737955	11490	-0.117385038451151	0.448494637813729	96.6975977060872	-0.261731197107208
ZNF804A|ENSG00000170396.9|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FSIP2|ENSG00000188738.16|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZC3H15|ENSG00000065548.18|chr2	335	376	244	347	183	271	0.851101813536834	0.9416073575903	11951	-0.0359243677099404	0.191379448105822	489.420968865975	-0.187712777236542
ITGAV|ENSG00000138448.13|chr2	24	19	32	27	8	21	0.695904757470271	0.866838808575979	10564	-0.193594287260514	0.495310318870556	78.1481021630112	-0.390854540850194
FAM171B|ENSG00000144369.14|chr2	63	58	55	63	26	2	0.706266530372219	0.872533121256219	10656	-0.449239512160004	1.19201209759748	18.0781196534979	-0.376874960468483
ZSWIM2|ENSG00000163012.4|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CALCRL|ENSG00000064989.13|chr2	0	8	0	0	0	0	0.303556274321983	1	6534	4.05454468158653	3.94090090159692	1.38442199247468	1.02883700525013
TFPI|ENSG00000003436.16|chr2	0	13	13	0	2	0	0.0509971899400882	0.206490233094328	2896	-2.03652506010374	1.0435672521475	27.5868581621854	-1.95150341859894
GULP1|ENSG00000144366.17|chr2	83	130	97	71	87	82	0.736853419859065	0.888008879495542	10966	0.17788471663028	0.529382347776744	100.762987600292	0.336023135976001
COL3A1|ENSG00000168542.16|chr2	0	0	0	0	0	0	0.317036671945757	1	6707	-3.93597945973163	3.9337529346377	1.50532492979875	-1.00056600532136
COL5A2|ENSG00000204262.14|chr2	0	0	0	0	0	0	0.0813959243300568	1	3487	-4.86649619929081	2.79259440212321	2.86581100758313	-1.74264339840788
WDR75|ENSG00000115368.10|chr2	103	95	118	157	122	225	4.10411260715546e-06	0.000154197373668841	301	1.81814349468901	0.394730365221063	164.89910435757	4.60603909625951
SLC40A1|ENSG00000138449.11|chr2	70	3	5	8	19	1	0.692524186515179	0.86510063242021	10536	0.79873228690463	2.01989857322253	8.96135943613099	0.395431878359288
ASNSD1|ENSG00000138381.10|chr2	221	295	219	221	193	192	0.00231798021891127	0.0253020493546971	1036	1.38872196230554	0.455895285748391	126.967998360862	3.04614240532413
ASDURF|ENSG00000286053.2|chr2	18	5	23	50	5	8	0.438741846602993	0.702496324965771	8070	-0.624729720351554	0.80681124743673	37.4307430384265	-0.774319547894683
ANKAR|ENSG00000151687.15|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ORMDL1|ENSG00000128699.14|chr2	366	362	254	202	301	159	0.791583256950856	0.913175739994728	11468	-0.0678911807857341	0.256915184667186	296.784767774398	-0.264255228330244
PMS1|ENSG00000064933.19|chr2	39	19	19	1	66	41	0.0267397957599344	0.134819594404413	2273	1.40352310252357	0.633560249339643	51.5314964057453	2.2152953945366
C2orf88|ENSG00000187699.10|chr2	54	9	3	28	12	2	0.794456405344066	0.914081543192191	11499	-0.221565472429716	0.850447345685591	30.353939783864	-0.260528148572326
MSTN|ENSG00000138379.5|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HIBCH|ENSG00000198130.16|chr2	71	62	49	72	106	36	0.470052401491585	0.725459798116558	8400	0.17171873169945	0.237707927692902	379.602362054163	0.72239379378754
INPP1|ENSG00000151689.13|chr2	131	81	108	145	114	55	0.00903210328967763	0.065219998172581	1567	1.07882928261633	0.413212100175861	105.859687782783	2.61083661915318
MFSD6|ENSG00000151690.15|chr2	4	34	18	6	18	56	0.893490687521634	0.956773618519284	12462	0.103168795501488	0.770557145620955	27.0025266854575	0.133888571519701
NEMP2|ENSG00000189362.12|chr2	0	1	10	0	0	0	0.410720657786383	0.678673278624518	7802	0.739976969028654	0.899530149490114	26.935543012046	0.822626089240143
NAB1|ENSG00000138386.17|chr2	167	171	55	123	46	94	0.00670187073188904	0.054274102509133	1396	1.37634963532144	0.507633420413179	75.7762285804818	2.71130619059948
GLS|ENSG00000115419.13|chr2	0	1	0	0	0	0	0.0275100289954995	0.136992918498504	2303	-1.78057529463868	0.80780890558587	31.4763686546161	-2.20420359608106
STAT1|ENSG00000115415.21|chr2	73	80	45	54	148	60	0.251842949107796	0.528795379030834	5874	0.363219793976056	0.316977668148562	169.267028385431	1.14588449116176
STAT4|ENSG00000138378.19|chr2	0	6	0	0	5	0	0.75046509847784	1	11077	-0.818148234147853	2.57258161143278	3.81631717605191	-0.318026153383018
MYO1B|ENSG00000128641.19|chr2	63	95	79	102	29	52	0.196221903985777	0.457945063054719	5212	0.334764328871765	0.259027204393096	280.729507321353	1.29239061841447
NABP1|ENSG00000173559.15|chr2	14	69	58	10	0	0	0.704753778696474	0.871642911127624	10644	-0.467438342340572	1.23363546785054	13.3627584874472	-0.378911237981044
CAVIN2|ENSG00000168497.5|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEFF2|ENSG00000144339.12|chr2	41	26	17	1	13	8	0.277221906665339	0.55545172819812	6220	1.41734599053061	1.30440863528734	16.1927337696054	1.08658126923423
SLC39A10|ENSG00000196950.14|chr2	58	34	24	10	13	7	0.414590013335581	0.681977957936304	7849	-0.397995876373955	0.487833985398915	75.235054433328	-0.815842865167548
DNAH7|ENSG00000118997.14|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
STK17B|ENSG00000081320.11|chr2	54	113	64	54	48	117	0.12533017481956	0.356837599958309	4221	1.09729481727818	0.715885594517038	39.7379320956488	1.53277957495213
HECW2|ENSG00000138411.13|chr2	17	0	0	8	7	6	0.855453907514783	1	11990	0.449413205617567	2.46707823235113	3.24710090734391	0.182164148556114
CCDC150|ENSG00000144395.18|chr2	0	26	14	7	0	0	0.311514428024773	0.591689060552932	6638	1.99129682570219	1.96758853905295	7.31926777569657	1.01204941286182
GTF3C3|ENSG00000119041.11|chr2	50	75	74	47	67	66	0.871593642751944	0.950516152929771	12248	-0.0540524345660485	0.334411376163324	167.047664693913	-0.161634556773121
PGAP1|ENSG00000197121.15|chr2	35	34	29	0	0	1	0.545779770551649	0.780075941570004	9128	-0.376757477480331	0.623671456591663	44.646303259109	-0.604096072536803
ANKRD44|ENSG00000065413.20|chr2	4	0	0	0	0	0	0.296616306903146	0.576561329454741	6457	1.77523536845089	1.7008779570416	9.71644558780519	1.04371707629078
SF3B1|ENSG00000115524.17|chr2	371	511	268	206	230	217	0.0887461164410563	0.29209487512682	3610	0.257802609144112	0.151466000828894	950.633108593281	1.70204935585077
COQ10B|ENSG00000115520.9|chr2	148	221	148	200	166	128	0.860534349116738	0.946809005063507	12144	0.152052281313871	0.865438097628891	52.1057584576249	0.175694000218457
HSPD1|ENSG00000144381.18|chr2	610	755	656	723	616	668	9.19511890385814e-06	0.000293750281592462	354	0.516679500896345	0.116493003829218	2339.39176248906	4.43528352701602
HSPE1|ENSG00000115541.11|chr2	622	494	511	534	312	201	4.13225834133578e-05	0.00105489186415725	443	-0.472422249643708	0.115226130472178	1962.25452970624	-4.09995760256634
HSPE1-MOB4|ENSG00000270757.1|chr2	2	13	17	9	35	15	0.298494360851127	0.578698353496373	6484	1.19667762224744	1.15101944920465	12.3613833526396	1.03966759473468
MOB4|ENSG00000115540.15|chr2	300	448	160	204	285	147	0.100920878408956	0.314845300393623	3828	0.398598527520242	0.242987799480154	329.307804527599	1.6404055198368
RFTN2|ENSG00000162944.11|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MARS2|ENSG00000247626.5|chr2	63	134	116	176	119	143	0.10139770656756	0.31546263096906	3839	1.97163802856233	1.20360171847615	12.7045311834899	1.63811499958522
BOLL|ENSG00000152430.19|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PLCL1|ENSG00000115896.16|chr2	27	9	3	0	0	0	0.546909450573776	1	9142	-2.37795688428952	3.94748675706789	1.15062536026724	-0.602397685066793
SATB2|ENSG00000119042.18|chr2	82	172	63	102	15	19	0.0341915604950664	0.158802444649046	2474	2.1064315082448	0.994629445175552	24.934642832785	2.11780529770362
FTCDNL1|ENSG00000226124.9|chr2	6	0	4	0	0	0	0.0994947200200924	1	3811	-4.98132512559251	3.02391818641027	3.10366633874377	-1.64730816725763
C2orf69|ENSG00000178074.6|chr2	260	318	184	82	131	132	0.384268072121566	0.659110962258323	7474	-0.760324935174826	0.873877278595862	28.9637586204747	-0.87005916482519
TYW5|ENSG00000162971.11|chr2	10	49	33	26	6	0	9.9617035701477e-05	0.00210180794169404	536	2.28587046559712	0.587397426931534	73.3274188542211	3.89152277622005
MAIP1|ENSG00000162972.11|chr2	158	269	262	157	173	202	0.373249397408212	0.650324599686815	7348	0.292012017836544	0.327954797483518	259.055645704388	0.890403250927348
SPATS2L|ENSG00000196141.14|chr2	116	125	75	26	10	1	0.681018879468664	0.859181463724673	10433	-0.135210153544578	0.328919914892313	232.070515855263	-0.411073174419509
KCTD18|ENSG00000155729.13|chr2	21	26	36	6	28	0	0.65238682102791	0.844650683791069	10135	0.599762306225704	1.33147702108775	14.177568829211	0.450448859970357
SGO2|ENSG00000163535.18|chr2	114	82	80	84	18	52	0.00398361823119909	0.0372936577621113	1208	1.31777808665858	0.457648273091933	94.397492491541	2.87945604548115
AOX1|ENSG00000138356.14|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
BZW1|ENSG00000082153.18|chr2	131	138	90	79	56	50	0.921339835445709	0.970855905832736	12661	0.0310644851766476	0.314589369997632	217.150754635294	0.0987461374708288
CLK1|ENSG00000013441.17|chr2	56	76	34	51	78	73	0.746301751795172	1	11039	-1.01958670899038	3.15154521895022	1.72972511578823	-0.323519619156854
PPIL3|ENSG00000240344.9|chr2	77	124	147	72	64	90	0.881175628096962	0.952558971425472	12346	-0.0665521746825794	0.445227397100696	175.013271728434	-0.149479064217442
NIF3L1|ENSG00000196290.17|chr2	274	328	208	281	213	149	0.339250966578289	0.619804391120173	6949	0.328602885311989	0.343854090013382	193.283577535439	0.95564628967828
ORC2|ENSG00000115942.9|chr2	103	89	87	11	54	10	0.0152947206868039	0.0932442028286069	1866	0.86130436194724	0.355129576459825	142.937793695894	2.42532421696135
FAM126B|ENSG00000155744.10|chr2	109	92	76	30	4	64	0.863210648237824	0.947273668460473	12170	0.156220522995539	0.906737447024299	27.8889593319805	0.17228859744154
NDUFB3|ENSG00000119013.10|chr2	391	432	476	368	277	230	5.02399997867716e-08	3.4226756481241e-06	166	-0.694643439431122	0.127446779493868	1763.34579164248	-5.45045894599907
CFLAR|ENSG00000003402.21|chr2	40	72	56	25	49	28	0.0384221604750551	0.172564024151072	2574	1.07253879417555	0.518053989358962	92.0767678473681	2.07032243010561
CASP10|ENSG00000003400.16|chr2	0	15	2	0	0	0	0.759287035131432	1	11161	0.746512303687396	2.4362613163958	4.70880070279669	0.306417172354805
CASP8|ENSG00000064012.24|chr2	142	166	138	98	106	141	0.687637551157583	0.862521413713521	10495	0.156786402799118	0.389954668928635	121.933971698658	0.402063150647418
FLACC1|ENSG00000155749.13|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TRAK2|ENSG00000115993.13|chr2	33	63	49	30	22	1	0.0230130929763606	0.122070857631173	2155	-1.13562030521868	0.499565239208875	75.4355069193988	-2.27321722187292
STRADB|ENSG00000082146.13|chr2	15	14	13	0	1	2	0.0860237250592018	0.286467110334074	3566	-0.8106864667687	0.472219912236681	115.026793553537	-1.71675620989565
C2CD6|ENSG00000155754.15|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM237|ENSG00000155755.20|chr2	40	66	66	64	62	42	0.000643634040205991	0.00978341043103434	744	-1.06753459638468	0.312828118915614	236.098522032963	-3.4125276208711
MPP4|ENSG00000082126.18|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ALS2|ENSG00000003393.16|chr2	22	19	12	0	44	0	0.554282259858521	0.784331591183685	9217	0.503700359565139	0.85177253273403	23.0205145372203	0.591355485423269
FZD7|ENSG00000155760.3|chr2	192	301	205	344	328	181	0.552673294138502	0.78412274317275	9193	-0.690045404523891	1.16216405657808	17.5952756957699	-0.593759031367472
SUMO1|ENSG00000116030.17|chr2	220	286	231	246	130	140	0.198978136594925	0.461777908219167	5242	-0.252372138656802	0.196479844640481	698.026266897669	-1.28446833372956
NOP58|ENSG00000055044.11|chr2	306	450	292	565	470	169	0.0105210760942391	0.0721983310374694	1651	0.372793091040121	0.145723860400467	1118.89514424292	2.55821586125731
BMPR2|ENSG00000204217.16|chr2	100	131	84	54	26	39	0.529693048634592	0.769269126365559	8958	-0.331080463619548	0.526800029340213	85.3382091381014	-0.628474649164708
FAM117B|ENSG00000138439.12|chr2	166	71	69	95	59	73	0.288480912198677	0.567675419532772	6362	0.901901035925654	0.849679738396343	33.6587434780866	1.06145997741204
ICA1L|ENSG00000163596.17|chr2	34	65	79	54	78	79	0.492900380206044	0.740745897802496	8655	-0.278895871513441	0.406729807714623	114.494384355022	-0.685703054518012
WDR12|ENSG00000138442.11|chr2	189	219	190	186	155	163	0.119738679112421	0.348014577764681	4125	0.318271980200997	0.204561883030598	392.828673700335	1.55587138466745
CARF|ENSG00000138380.18|chr2	8	0	3	0	0	0	0.72844677448496	1	10896	0.761118174848594	2.1922085810318	4.38481551412924	0.347192407435226
NBEAL1|ENSG00000144426.19|chr2	7	3	5	0	0	0	0.707027116562164	0.873091249312242	10664	-0.453169648583777	1.20571383476096	16.8234223068768	-0.375851744849241
CYP20A1|ENSG00000119004.17|chr2	95	62	88	66	103	16	0.650385341685366	0.843845997384481	10117	-0.118392293329152	0.261220781791417	240.47530585948	-0.453226931323127
ABI2|ENSG00000138443.17|chr2	205	295	156	207	240	43	0.227915027696902	0.501334810232755	5572	-0.312404149153784	0.259095921130102	483.74565807148	-1.20574707541194
RAPH1|ENSG00000173166.18|chr2	45	57	41	19	9	42	0.102622803852695	0.317874907907459	3858	1.43026199410869	0.876241527776239	46.1833089549151	1.63226912759826
CD28|ENSG00000178562.18|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CTLA4|ENSG00000163599.18|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ICOS|ENSG00000163600.13|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PARD3B|ENSG00000116117.19|chr2	9	0	17	4	0	0	0.657586035874923	0.846516196939131	10193	0.59450495421228	1.34124541294646	15.4900256528086	0.443248452873562
NRP2|ENSG00000118257.17|chr2	32	42	30	18	19	0	0.764046390995626	0.900719340745286	11204	0.223338470047578	0.744036382196426	37.071559494394	0.300171437031444
INO80D|ENSG00000114933.16|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NDUFS1|ENSG00000023228.14|chr2	0	0	0	0	0	0	0.133929010634726	1	4337	-4.77135140260985	3.18347622592097	2.67719204407226	-1.49878656663425
EEF1B2|ENSG00000114942.14|chr2	9	0	0	1	0	0	0.859885523330467	1	12138	0.414009798796952	2.34540026404135	3.79602168388175	0.176519890930503
CMKLR2|ENSG00000183671.13|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZDBF2|ENSG00000204186.10|chr2	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ADAM23|ENSG00000114948.13|chr2	26	42	17	2	15	1	0.0793966210327028	0.272898621242904	3451	-1.3571038669631	0.773632181784039	60.6654429563193	-1.75419779440088
FAM237A|ENSG00000235118.9|chr2	0	0	0	0	0	0	0.673079680304789	1	10346.5	-1.70123790788549	4.03208498857058	0.321018133541493	-0.421925111377328
