rownames(readCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ZKSCAN3|ENSG00000189298.14|chr6	87	64	78	40	89	53	0.419804251671133	0.687698249309654	7847	-0.334855987880343	0.41506224348525	66.3481356420433	-0.806760897036983
ZSCAN12|ENSG00000158691.15|chr6	50	49	34	71	76	94	0.0517504585958584	0.214985718083674	2683	0.874675327135319	0.449657430119102	62.6429259692823	1.9452037674628
ZSCAN23|ENSG00000187987.10|chr6	0	0	5	0	0	1	0.60418338267751	1	10051.5	-2.05554816198068	3.96522348442784	0.91331580108186	-0.518394024965602
GPX6|ENSG00000198704.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GPX5|ENSG00000224586.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZBED9|ENSG00000232040.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM27|ENSG00000204713.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZNF311|ENSG00000197935.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2B3|ENSG00000204703.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2J1|ENSG00000204702.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2J3|ENSG00000204701.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2J2|ENSG00000204700.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR14J1|ENSG00000204695.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR5V1|ENSG00000243729.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR12D3|ENSG00000112462.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR12D2|ENSG00000280236.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR12D1|ENSG00000251608.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR11A1|ENSG00000204694.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR10C1|ENSG00000206474.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2H1|ENSG00000204688.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MAS1L|ENSG00000204687.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2I1P|ENSG00000237988.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
UBD|ENSG00000213886.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GABBR1|ENSG00000204681.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
OR2H2|ENSG00000204657.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MOG|ENSG00000204655.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZFP57|ENSG00000204644.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-F|ENSG00000204642.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-A|ENSG00000206503.13|chr6	1640	1133	1698	1220	1686	1335	0.794341198846426	0.916599614566629	11928	-0.0360949181045031	0.138465784506266	1417.8766542101	-0.260677525738278
POLR1H|ENSG00000066379.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PPP1R11|ENSG00000204619.8|chr6	0	0	0	0	1	0	0.807578028220576	1	12096.5	0.99380616155426	4.0804728567969	0.139964357274911	0.243551714821203
RNF39|ENSG00000204618.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM31|ENSG00000204616.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM40|ENSG00000204614.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM10|ENSG00000204613.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM15|ENSG00000204610.14|chr6	3	1	0	0	0	0	0.482163503417943	1	8593	-2.79368580028776	3.97492609640712	0.637166716119974	-0.70282710483924
TRIM26|ENSG00000234127.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM39|ENSG00000204599.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM39-RPP21|ENSG00000248167.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RPP21|ENSG00000241370.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GNL1|ENSG00000204590.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PRR3|ENSG00000204576.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ABCF1|ENSG00000204574.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PPP1R10|ENSG00000204569.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MRPS18B|ENSG00000204568.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ATAT1|ENSG00000137343.18|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C6orf136|ENSG00000204564.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DHX16|ENSG00000204560.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PPP1R18|ENSG00000146112.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NRM|ENSG00000137404.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MDC1|ENSG00000137337.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TUBB|ENSG00000196230.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FLOT1|ENSG00000137312.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
IER3|ENSG00000137331.12|chr6	0	0	0	0	1	0	0.807578028220576	1	12096.5	0.99380616155426	4.0804728567969	0.139964357274911	0.243551714821203
DDR1|ENSG00000204580.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GTF2H4|ENSG00000213780.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VARS2|ENSG00000137411.19|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SFTA2|ENSG00000196260.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MUCL3|ENSG00000168631.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MUC21|ENSG00000204544.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MUC22|ENSG00000261272.1|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C6orf15|ENSG00000204542.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PSORS1C1|ENSG00000204540.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CDSN|ENSG00000204539.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PSORS1C2|ENSG00000204538.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CCHCR1|ENSG00000204536.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TCF19|ENSG00000137310.12|chr6	5	10	1	12	6	3	0.793899048991705	1	11923	0.351471156854488	1.34533964600786	6.53771154681925	0.261250872891048
POU5F1|ENSG00000204531.21|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-C|ENSG00000204525.18|chr6	7	8	6	37	0	1	0.459444491799433	1	8328	1.03601843621523	1.40047555985095	10.7470098736723	0.73976188226054
MICB|ENSG00000204516.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MCCD1|ENSG00000204511.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DDX39B|ENSG00000198563.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ATP6V1G2|ENSG00000213760.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NFKBIL1|ENSG00000204498.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LTA|ENSG00000226979.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TNF|ENSG00000232810.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LTB|ENSG00000227507.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LST1|ENSG00000204482.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NCR3|ENSG00000204475.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
AIF1|ENSG00000204472.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PRRC2A|ENSG00000204469.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BAG6|ENSG00000204463.14|chr6	1	0	5	19	0	0	0.345014189319711	1	6901	2.00095367034236	2.11897134613245	4.50916007598866	0.944304260647276
APOM|ENSG00000204444.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C6orf47|ENSG00000204439.4|chr6	0	0	0	1	0	0	0.807578028220576	1	12096.5	0.99380616155426	4.0804728567969	0.190736646187468	0.243551714821203
GPANK1|ENSG00000204438.11|chr6	0	0	0	0	1	0	0.807578028220576	1	12096.5	0.99380616155426	4.0804728567969	0.139964357274911	0.243551714821203
CSNK2B|ENSG00000204435.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ENSG00000263020|ENSG00000263020.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G5B|ENSG00000240053.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G5C|ENSG00000204428.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ABHD16A|ENSG00000204427.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G6F|ENSG00000204424.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G6F-LY6G6D|ENSG00000250641.1|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G6D|ENSG00000244355.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MPIG6B|ENSG00000204420.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY6G6C|ENSG00000204421.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DDAH2|ENSG00000213722.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CLIC1|ENSG00000213719.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MSH5|ENSG00000204410.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SAPCD1|ENSG00000228727.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VWA7|ENSG00000204396.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VARS1|ENSG00000204394.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LSM2|ENSG00000204392.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSPA1L|ENSG00000204390.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSPA1A|ENSG00000204389.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSPA1B|ENSG00000204388.7|chr6	2	0	4	0	1	0	0.501666491130007	1	8835	-2.31145710816762	3.44033410323603	1.02236946520174	-0.671869951814686
NEU1|ENSG00000204386.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SLC44A4|ENSG00000204385.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
EHMT2|ENSG00000204371.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C2|ENSG00000166278.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZBTB12|ENSG00000204366.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ENSG00000244255|ENSG00000244255.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CFB|ENSG00000243649.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NELFE|ENSG00000204356.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SKIV2L|ENSG00000204351.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DXO|ENSG00000204348.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
STK19|ENSG00000204344.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C4A|ENSG00000244731.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C4B|ENSG00000224389.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CYP21A2|ENSG00000231852.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TNXB|ENSG00000168477.19|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ATF6B|ENSG00000213676.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FKBPL|ENSG00000204315.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PRRT1|ENSG00000204314.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PPT2|ENSG00000221988.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
EGFL8|ENSG00000241404.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
AGPAT1|ENSG00000204310.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RNF5|ENSG00000204308.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
AGER|ENSG00000204305.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PBX2|ENSG00000204304.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GPSM3|ENSG00000213654.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NOTCH4|ENSG00000204301.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TSBP1|ENSG00000204296.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-DRB5|ENSG00000198502.6|chr6	280	123	287	178	104	126	0.0722439917741476	0.262004204640785	3105	-0.624656313941545	0.347498967569022	178.271817448803	-1.797577467097
HLA-DRB1|ENSG00000196126.12|chr6	436	218	318	159	256	224	0.026194448601174	0.140054063148458	2050	-0.556282813353509	0.250204030745925	259.297657174123	-2.22331675351145
HLA-DQB1|ENSG00000179344.17|chr6	362	268	360	152	245	254	0.0177239497175147	0.11002582895864	1746	-0.57399707706706	0.242056492760231	267.166938177282	-2.37133518098038
HLA-DQB2|ENSG00000232629.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-DOB|ENSG00000241106.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TAP2|ENSG00000204267.18|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PSMB8|ENSG00000204264.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PSMB9|ENSG00000240065.8|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TAP1|ENSG00000168394.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-DMB|ENSG00000242574.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-DMA|ENSG00000204257.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BRD2|ENSG00000204256.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HLA-DOA|ENSG00000204252.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
COL11A2|ENSG00000204248.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RXRB|ENSG00000204231.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SLC39A7|ENSG00000112473.19|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSD17B8|ENSG00000204228.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RING1|ENSG00000204227.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
VPS52|ENSG00000223501.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RPS18|ENSG00000231500.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
B3GALT4|ENSG00000235863.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
WDR46|ENSG00000227057.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PFDN6|ENSG00000204220.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RGL2|ENSG00000237441.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TAPBP|ENSG00000231925.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZBTB22|ENSG00000236104.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DAXX|ENSG00000204209.13|chr6	353	326	322	316	494	356	0.314020633029026	0.593981885296396	6529	0.219212165972538	0.217726974150569	355.739038152707	1.00682134966401
KIFC1|ENSG00000237649.8|chr6	3	1	1	0	1	15	0.359928244780644	1	7106	1.79260820676788	1.9580607680367	3.52582405952683	0.915501825086508
PHF1|ENSG00000112511.18|chr6	0	0	9	0	0	0	0.300994881087525	1	6358.5	-3.86208780328335	3.73400306278766	1.33188373339005	-1.03430225908815
CUTA|ENSG00000112514.18|chr6	1	0	0	0	0	0	0.819760673018696	1	12325.5	-0.929747190088228	4.0804728567969	0.145228390987848	-0.227852805965744
SYNGAP1|ENSG00000197283.18|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZBTB9|ENSG00000213588.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BAK1|ENSG00000030110.14|chr6	16	16	37	17	23	22	0.883838317526674	1	13047	-0.103615943106349	0.709187089860351	21.2989528240111	-0.146105230323288
ITPR3|ENSG00000096433.11|chr6	270	136	184	145	127	155	0.214345506555541	0.488254918943304	5258	-0.381114514084174	0.306928443002011	166.149026515498	-1.24170477768877
UQCC2|ENSG00000137288.10|chr6	1473	1194	1562	775	1013	840	7.92854072870296e-06	0.000405956908049944	203	-0.655459053795917	0.14673018156294	1120.89052911264	-4.4671044962536
IP6K3|ENSG00000161896.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LEMD2|ENSG00000161904.12|chr6	449	252	415	448	536	415	0.057604704088974	0.229689129405857	2806	0.387111910905409	0.203883240184135	409.819311599554	1.89869412785374
MLN|ENSG00000096395.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GRM4|ENSG00000124493.14|chr6	4	3	4	1	3	2	0.621083133553936	1	10217	-0.881225837049602	1.78271815146627	2.73469702466991	-0.494315849269164
HMGA1|ENSG00000137309.20|chr6	10279	4520	10743	7001	5157	5319	0.0534313641450301	0.219877798636133	2714	-0.42298223278705	0.219000860004239	6972.67818666641	-1.93141813588706
SMIM29|ENSG00000186577.14|chr6	185	70	164	180	93	140	0.745832033800323	0.892491153502252	11485	0.126560188803425	0.390449136747516	136.863378368022	0.324140014388775
NUDT3|ENSG00000272325.2|chr6	2645	1983	2738	1687	2093	1811	0.00647260548234048	0.0573051630182682	1211	-0.356532554498527	0.130942079569501	2117.56563813763	-2.72282642578078
RPS10-NUDT3|ENSG00000270800.3|chr6	1183	890	1191	767	971	836	0.0419939950212804	0.190771671438456	2440	-0.304326191789462	0.149650490114136	954.522781625025	-2.03357965321301
RPS10|ENSG00000124614.16|chr6	371	27	591	1208	1558	236	0.125932584667868	0.36320731762778	4006	1.73684529540097	1.13494077212944	636.172210009503	1.53034003011646
PACSIN1|ENSG00000124507.11|chr6	8	13	28	49	19	20	0.217956691334921	1	5294	0.959052035285812	0.778464194996582	23.3977517948624	1.23197963560806
SPDEF|ENSG00000124664.11|chr6	2	0	0	9	0	0	0.40090761940046	1	7612	2.51098491536193	2.98926288751907	2.00708659766291	0.840001368178733
ILRUN|ENSG00000196821.10|chr6	733	591	750	690	1060	743	0.0871199143577164	0.29128399702551	3387	0.282071991080317	0.164878223607561	745.310450772847	1.71078984785582
SNRPC|ENSG00000124562.10|chr6	4611	4063	4737	3271	3947	3366	0.0202159771886231	0.11938912891963	1846	-0.314786768024881	0.135548691636336	3949.21971854261	-2.32231506054978
UHRF1BP1|ENSG00000065060.18|chr6	330	232	275	262	445	330	0.139073651273748	0.38573056268039	4192	0.326046059103856	0.220413165491158	304.838204638046	1.47924947394731
TAF11|ENSG00000064995.19|chr6	1518	1434	1593	1010	1331	1158	0.0218462842827175	0.12491424443362	1906	-0.361326316665827	0.157575929788043	1324.83571923669	-2.29302988820597
ANKS1A|ENSG00000064999.16|chr6	144	115	174	122	215	197	0.261800030200943	0.545211283091285	5837	0.326918341700573	0.291332954995753	157.351163140751	1.12214679491147
TCP11|ENSG00000124678.20|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SCUBE3|ENSG00000146197.9|chr6	3	27	40	0	44	6	0.545625906019951	1	9376	-0.695105102293142	1.15021253672916	18.9938841796523	-0.604327530866427
ZNF76|ENSG00000065029.15|chr6	184	135	188	150	177	140	0.782912087707226	0.911836302623043	11812	-0.0751172780747456	0.272632182642988	159.401046863377	-0.275526085535954
DEF6|ENSG00000023892.12|chr6	12	3	14	16	12	24	0.282394331824003	1	6123	0.988780592661769	0.919833365058524	13.3114925358815	1.07495621513888
PPARD|ENSG00000112033.14|chr6	85	71	77	74	96	40	0.742682693805802	0.890773588670379	11455	-0.139050750102799	0.423544152939078	72.5309139346148	-0.328302844314793
FANCE|ENSG00000112039.6|chr6	321	336	367	325	494	478	0.123719862380047	0.359503564321556	3970	0.346682037953656	0.225213856929198	382.635001579737	1.53934594736169
RPL10A|ENSG00000198755.11|chr6	5562	4330	5791	5053	7094	5523	0.0909780905848704	0.300441453343015	3433	0.200064666777764	0.118363201032268	5451.44791922098	1.69026069786016
TEAD3|ENSG00000007866.22|chr6	111	67	62	112	116	116	0.120270165018186	0.353558222965865	3918	0.571695273926371	0.367971374786371	96.5053093228422	1.55364061744823
TULP1|ENSG00000112041.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
FKBP5|ENSG00000096060.15|chr6	971	721	757	863	1219	945	0.0503335631551065	0.211637158347159	2650	0.326355966829544	0.166753317558269	897.377930121722	1.95711828471122
ARMC12|ENSG00000157343.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CLPSL2|ENSG00000196748.10|chr6	17	20	19	1	22	2	0.213736459465393	1	5252	-1.33091233190667	1.0704188508542	12.9269813517113	-1.24335658966076
CLPSL1|ENSG00000204140.10|chr6	0	0	3	0	5	0	0.8550534750221	1	12744.5	0.658530665028307	3.60494154531538	1.14378303083791	0.18267443639525
CLPS|ENSG00000137392.10|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SRPK1|ENSG00000096063.16|chr6	1392	1026	1367	1284	1671	1190	0.259665341907445	0.543050616455931	5811	0.164808024596953	0.14621237416278	1296.28528707357	1.12718246687842
SLC26A8|ENSG00000112053.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MAPK14|ENSG00000112062.11|chr6	429	284	426	372	705	564	0.00756363666061849	0.0636570359922822	1274	0.551108419481301	0.206334045785406	449.98168097918	2.67095242272557
MAPK13|ENSG00000156711.17|chr6	862	391	689	616	441	369	0.201446187270778	0.473717572509608	5069	-0.334195783650489	0.261613240364139	549.124676414734	-1.27744216303931
BRPF3|ENSG00000096070.19|chr6	153	116	106	59	194	197	0.529232083987126	0.766453710598048	9202	0.24777373729191	0.393805042350358	133.840918449045	0.62917868144378
PNPLA1|ENSG00000180316.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BNIP5|ENSG00000189325.7|chr6	10	0	0	0	3	0	0.559454130247901	1	9519	-1.75930144634574	3.01429608093383	1.87217698170321	-0.583652500984808
ETV7|ENSG00000010030.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PXT1|ENSG00000179165.12|chr6	12	0	1	0	0	0	0.145362921960827	1	4291	-4.36952133600186	3.00082344523763	1.89072777334195	-1.45610743708911
KCTD20|ENSG00000112078.14|chr6	1092	739	1035	714	913	807	0.216591392215136	0.491996780438483	5278	-0.190416528364521	0.154103223341853	864.54229393089	-1.23564273501349
STK38|ENSG00000112079.9|chr6	63	55	84	88	91	64	0.433226935172844	0.697734385974402	8004	0.31313463933233	0.399568678448273	73.2797149204744	0.78368164528909
SRSF3|ENSG00000112081.17|chr6	8878	7628	8778	6003	9221	6983	0.170864269883796	0.430745384713117	4668	-0.177761292518628	0.12980658367114	7771.58818199113	-1.36943202333234
CDKN1A|ENSG00000124762.14|chr6	1242	394	1200	862	628	645	0.341285045930468	0.621246369072028	6849	-0.266785484674529	0.280346034875979	801.484846677821	-0.951629242027808
RAB44|ENSG00000255587.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CPNE5|ENSG00000124772.12|chr6	0	0	12	0	0	10	0.984646240493393	1	13998	-0.0471255251179874	2.4488079397959	3.50964891428284	-0.0192442716115643
PPIL1|ENSG00000137168.8|chr6	2190	2037	2079	2134	2924	2175	0.179750259647197	0.442835790180841	4791	0.20474736290933	0.152622916130677	2229.52336189544	1.34152437982527
C6orf89|ENSG00000198663.17|chr6	780	746	836	780	1023	755	0.460978766247827	0.720838467937403	8345	0.128210616746356	0.17390712657268	810.160895007887	0.737236128691792
MTCH1|ENSG00000137409.21|chr6	5198	3915	5057	3159	3499	3526	0.00166469404883898	0.0225885508402511	777	-0.428327920536595	0.136222455183757	3995.67970829213	-3.14432682892702
FGD2|ENSG00000146192.15|chr6	1	0	3	0	4	0	0.984765353357394	1	14001	-0.0625374124772695	3.27507456959833	1.14904706455084	-0.0190949583431743
PIM1|ENSG00000137193.14|chr6	268	138	214	236	295	310	0.0454317281242415	0.200475478478185	2513	0.505874911026589	0.25285716073673	238.44615310437	2.00063509988272
TMEM217|ENSG00000172738.13|chr6	3	3	7	0	11	3	0.996649722746471	1	14130.5	0.0069894144435136	1.66455760644009	4.13578848380017	0.00419896218459002
TMEM217B|ENSG00000286105.2|chr6	3	3	7	0	11	3	0.996649722746471	1	14130.5	0.0069894144435136	1.66455760644009	4.13578848380017	0.00419896218459002
TBC1D22B|ENSG00000065491.8|chr6	74	72	92	112	84	75	0.534893090387347	0.769447437278862	9260	0.245005270028312	0.394816979677434	84.9914234445496	0.62055403551408
RNF8|ENSG00000112130.17|chr6	663	537	761	703	900	591	0.284665809777782	0.567007278084108	6160	0.193348621634658	0.180717093605101	679.62377737234	1.06989669752635
CMTR1|ENSG00000137200.13|chr6	571	329	508	334	452	534	0.880562544388177	0.952274874022542	13012	-0.0330399337741358	0.219890756643668	443.945335868527	-0.150256128445075
CCDC167|ENSG00000198937.9|chr6	1801	705	1575	741	472	577	5.14537873544809e-05	0.0017153765265024	312	-1.05289050230271	0.26004209171437	944.119992028307	-4.04892336991044
MDGA1|ENSG00000112139.17|chr6	33	24	6	3	26	0	0.263147722470282	1	5849	-1.29598052404879	1.15817793689752	14.7272996549901	-1.11898222437255
