rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
OPN3|ENSG00000054277.14|chr1	9	9	3	10	7	8	0.95828337425449	1	13594	0.0580451489341311	1.10968268026317	7.42695986786968	0.0523078804116913
CHML|ENSG00000203668.3|chr1	585	675	522	766	527	897	0.664005265994448	0.873237817382441	10113	0.0695998700264156	0.160224387627603	642.355795205806	0.434389989295395
WDR64|ENSG00000162843.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
EXO1|ENSG00000174371.17|chr1	282	419	305	547	333	326	0.805424750746243	0.936243580973646	11782	0.054155187276181	0.219845769773848	358.364959261121	0.246332632790204
MAP1LC3C|ENSG00000197769.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PLD5|ENSG00000180287.17|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CEP170|ENSG00000143702.16|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SDCCAG8|ENSG00000054282.16|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
AKT3|ENSG00000117020.19|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZBTB18|ENSG00000179456.12|chr1	148	162	123	322	177	249	0.0271282908741237	0.183606262437238	1246	0.556664681720158	0.251922445903938	188.204372636879	2.20966686681195
C1orf100|ENSG00000173728.11|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ADSS2|ENSG00000035687.10|chr1	540	504	325	613	455	585	0.766710258459474	0.919494195313546	11293	0.0576607708115989	0.19435292548912	491.422348443788	0.296680745435071
CATSPERE|ENSG00000179397.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DESI2|ENSG00000121644.19|chr1	1124	1338	1086	1999	1269	1966	0.00763764708288034	0.09338050886119	645	0.331283949992781	0.124184190111489	1410.58544254459	2.6676821719042
ENSG00000284188|ENSG00000284188.3|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
COX20|ENSG00000203667.10|chr1	539	567	481	907	722	841	0.00538059165563773	0.076253976366995	544	0.424105991361966	0.152374208549722	657.003828340682	2.78331874795972
HNRNPU|ENSG00000153187.20|chr1	9627	11791	9387	12432	10393	12157	0.820925320354806	0.940716202377434	11945	-0.0213811668186857	0.0944585554771863	10759.3127208451	-0.226355005226071
EFCAB2|ENSG00000203666.13|chr1	26	65	45	29	38	53	0.50256018790951	1	8117	-0.35330578833508	0.526954840468539	41.9688415624139	-0.670466918988618
KIF26B|ENSG00000162849.16|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SMYD3|ENSG00000185420.19|chr1	152	160	142	170	121	105	0.165111627119697	1	3680	-0.410344705597122	0.295619616695834	140.886775565033	-1.38808347762432
TFB2M|ENSG00000162851.8|chr1	125	181	158	186	81	128	0.118625730701842	1	2973	-0.476183825228632	0.30513495526338	140.160708856491	-1.56056792909095
CNST|ENSG00000162852.14|chr1	32	19	8	50	50	23	0.189649478923883	1	4021	0.889380992899784	0.678079929701252	29.7856616266481	1.31161674891576
SCCPDH|ENSG00000143653.10|chr1	680	697	453	664	485	691	0.230874901315467	0.55185549498329	4581	-0.207967366142691	0.173579788606709	599.289285923357	-1.19810818881625
AHCTF1|ENSG00000153207.16|chr1	32	51	58	109	89	84	0.0559181167964896	1	1883	0.789833153590902	0.413163259697489	68.2842051704446	1.91167325519022
ZNF695|ENSG00000197472.15|chr1	39	30	21	28	52	32	0.780322088141582	1	11507	0.165773966203739	0.594386406000116	33.9129564175494	0.278899322949365
ZNF670|ENSG00000277462.2|chr1	10	44	36	23	21	15	0.270994810313348	1	5093	-0.773030243622249	0.702260308462267	24.7244694735633	-1.10077450527561
ZNF669|ENSG00000188295.15|chr1	6	23	6	37	37	16	0.109054956487102	1	2818	1.27310472836827	0.7944712711975	19.968628729222	1.60245533667861
ZNF124|ENSG00000196418.13|chr1	41	27	17	61	69	74	0.0357076962614926	1	1448	1.06489613606655	0.50703534671986	46.6296929117059	2.10024043285273
VN1R5|ENSG00000197617.9|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF496|ENSG00000162714.13|chr1	12	76	11	58	72	95	0.0745298126122898	1	2239	1.10528712063783	0.619782372854306	50.5792012566377	1.78334713771805
NLRP3|ENSG00000162711.18|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2B11|ENSG00000177535.10|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GCSAML|ENSG00000169224.13|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2C3|ENSG00000196242.10|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR14L1P|ENSG00000198452.8|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR13G1|ENSG00000197437.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR6F1|ENSG00000169214.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR1C1|ENSG00000221888.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR9H1P|ENSG00000228336.2|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR14A16|ENSG00000196772.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM58|ENSG00000162722.9|chr1	28	33	52	18	30	45	0.395909260844554	1	6733	-0.505637011923242	0.595603001405762	34.7291438156561	-0.84894973787879
OR2T8|ENSG00000177462.9|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2AJ1|ENSG00000177275.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2AK2|ENSG00000187080.10|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2L5|ENSG00000197454.2|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2L2|ENSG00000203663.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2L3|ENSG00000198128.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2L13|ENSG00000196071.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2M2|ENSG00000198601.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2M3|ENSG00000228198.3|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2M4|ENSG00000171180.3|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T33|ENSG00000177212.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T12|ENSG00000177201.3|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T6|ENSG00000198104.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T1|ENSG00000175143.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T7|ENSG00000227152.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T2|ENSG00000196240.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T5|ENSG00000203661.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2G6|ENSG00000188558.7|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T29|ENSG00000182783.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T10|ENSG00000184022.4|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T11|ENSG00000279301.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T35|ENSG00000177151.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR2T27|ENSG00000187701.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR14I1|ENSG00000189181.5|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
LYPD8|ENSG00000259823.6|chr1	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SH3BP5L|ENSG00000175137.11|chr1	9	26	12	22	27	58	0.146597265762505	1	3368	1.01222178286811	0.697287614100748	24.138939627093	1.45165604895121
ZNF672|ENSG00000171161.13|chr1	44	45	54	45	30	56	0.42708899226701	1	7132	-0.378158063974931	0.476159948512506	45.1816840788513	-0.79418284791964
ZNF692|ENSG00000171163.16|chr1	0	7	6	29	19	5	0.11056478330565	1	2846	1.86898747936756	1.17129450604552	10.437423578818	1.59565973350081
PGBD2|ENSG00000185220.12|chr1	15	14	0	9	1	1	0.276120370673072	1	5160	-1.64510044246967	1.51054695571847	6.49045684728787	-1.0890760040539
FAM110C|ENSG00000184731.6|chr2	0	0	2	17	7	6	0.0413177967735253	1	1573	3.59297362651638	1.76097956226231	4.86324737649495	2.04032670424665
SH3YL1|ENSG00000035115.22|chr2	24	12	13	15	20	69	0.278241138164561	1	5196	0.813241511201202	0.750029792174058	24.2956234040614	1.08427894423222
ACP1|ENSG00000143727.16|chr2	1283	1727	1424	2169	1517	2212	0.109494556695635	0.379408238720603	2824	0.190753967184868	0.119186285620472	1669.10765153472	1.60046909920736
ALKAL2|ENSG00000189292.16|chr2	0	0	4	0	1	0	0.555904282875712	1	8830.5	-2.23631566396346	3.79721411731485	0.964900124021251	-0.588935886908805
TMEM18|ENSG00000151353.15|chr2	291	504	476	614	239	602	0.793070036700011	0.93294029665353	11636	-0.0673284576349188	0.256659387050024	436.807991212933	-0.262326106240549
SNTG2|ENSG00000172554.12|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TPO|ENSG00000115705.22|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PXDN|ENSG00000130508.11|chr2	377	426	480	410	368	436	0.133018608867433	0.422378009562522	3186	-0.300063081336303	0.199735257140299	414.412024255988	-1.50230402800408
MYT1L|ENSG00000186487.21|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
EIPR1|ENSG00000032389.13|chr2	398	345	363	410	316	537	0.806572652026414	0.936262370627075	11797	-0.0514861639640541	0.210276431220582	387.771399181702	-0.244849903839411
TRAPPC12|ENSG00000171853.16|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ADI1|ENSG00000182551.14|chr2	0	6	22	18	0	4	0.617043585453285	1	9546	-0.759290959862168	1.51844609425824	8.23105248512932	-0.500044725152446
RNASEH1|ENSG00000171865.10|chr2	1014	1398	1055	1996	1447	1716	0.00319199276912676	0.0540368974597778	449	0.366077310780998	0.124152207394209	1390.59025126014	2.94861701184763
RPS7|ENSG00000171863.15|chr2	25	13	0	25	42	25	0.218498399009266	1	4407	1.14218505621763	0.928205171491203	21.3736960951576	1.23053080428614
COLEC11|ENSG00000118004.18|chr2	7	5	1	1	0	0	0.102155069769446	1	2708	-3.78459928965773	2.31545557091116	2.39956922315661	-1.63449445422459
ALLC|ENSG00000151360.10|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DCDC2C|ENSG00000214866.9|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SOX11|ENSG00000176887.7|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CMPK2|ENSG00000134326.12|chr2	0	5	0	12	7	0	0.358109689973603	1	6209	1.9102289437228	2.07865620043022	3.70431765866492	0.918973009258307
RSAD2|ENSG00000134321.13|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RNF144A|ENSG00000151692.15|chr2	21	19	36	44	44	40	0.363958753462615	1	6279	0.523082403174153	0.576178657913344	33.6382944861205	0.907847585102368
KIDINS220|ENSG00000134313.17|chr2	299	269	246	243	96	291	0.0260492366748338	0.1810375926154	1213	-0.64721021815852	0.290818656875671	236.680061599621	-2.2254769522411
MBOAT2|ENSG00000143797.12|chr2	394	452	369	553	448	495	0.592286925644585	0.83152340008475	9237	0.092273937515116	0.172305588215559	442.649024134145	0.535524926792732
ASAP2|ENSG00000151693.11|chr2	22	31	40	76	39	52	0.247822520736471	1	4785	0.59316311611074	0.513270302188697	41.5778059391893	1.15565446428785
ITGB1BP1|ENSG00000119185.13|chr2	853	1063	768	1271	934	999	0.719210804507345	0.89682266071091	10804	0.0514046746946798	0.142983896471404	958.398681265082	0.359513735205563
CPSF3|ENSG00000119203.14|chr2	695	935	592	807	848	753	0.762341104035592	0.917594132528685	11246	-0.0541474833318825	0.179054437684621	760.963853972845	-0.302407938234156
IAH1|ENSG00000134330.19|chr2	906	1081	624	986	910	920	0.667384223936904	0.873968691698319	10159	-0.0730251629475516	0.169928404157684	888.313756433632	-0.429740768234299
ADAM17|ENSG00000151694.15|chr2	340	576	399	548	449	562	0.778536552668075	0.925647388303731	11494	0.0511635158676055	0.181929816559381	466.150832937243	0.281226666608033
YWHAQ|ENSG00000134308.14|chr2	1838	1885	2136	2425	2182	2420	0.772060860739998	0.922480766437887	11355	0.0424823192450784	0.146652448842081	2123.18242600835	0.289680258192104
TAF1B|ENSG00000115750.17|chr2	48	93	54	109	63	97	0.49990562836438	1	8089	0.258307885891806	0.382883549506322	73.8799587212079	0.674638245035235
GRHL1|ENSG00000134317.18|chr2	32	19	47	64	56	53	0.285356381517965	1	5296	0.568448045098913	0.532073415981579	44.6322382679034	1.0683639287827
KLF11|ENSG00000172059.11|chr2	10	58	42	97	117	55	0.03601787365789	1	1462	1.17192559814541	0.558931317708788	61.5908719486196	2.09672559224173
CYS1|ENSG00000205795.5|chr2	0	4	8	8	10	25	0.197707391514221	1	4137	1.58592310584767	1.23120083199633	8.62894671271311	1.28811081395727
RRM2|ENSG00000171848.16|chr2	2676	3345	2665	3110	2826	3041	0.199719356988034	0.515433638064008	4165	-0.149515270469913	0.116594604743416	2905.24459273515	-1.28235153589606
HPCAL1|ENSG00000115756.13|chr2	408	474	330	429	145	390	0.0221113969779436	0.164834961634218	1126	-0.592993606190085	0.259124695862177	353.07201119345	-2.28844882660465
ODC1|ENSG00000115758.14|chr2	2756	3338	2493	3505	3372	4375	0.120611579633228	0.398810993368277	3004	0.189932586062476	0.122362553482702	3228.35768093961	1.55221169104914
NOL10|ENSG00000115761.17|chr2	306	410	229	386	260	401	0.773732528588971	0.923044417704801	11376	-0.0599110176038169	0.208389013734998	321.571233015802	-0.287496046600633
ATP6V1C2|ENSG00000143882.12|chr2	20	15	6	22	12	7	0.816700246797531	1	11897	-0.207863223368611	0.896769533356635	13.4118438998352	-0.231791129868755
PDIA6|ENSG00000143870.13|chr2	4698	6291	5097	6739	5008	6842	0.947079358258199	0.985747578287042	13470	-0.00646242609857391	0.0973625080981445	5640.83865653482	-0.0663748934246802
KCNF1|ENSG00000162975.5|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
C2orf50|ENSG00000150873.12|chr2	10	7	0	6	11	22	0.40389545227684	1	6842	1.01602437995711	1.21725580809573	8.88366218429303	0.834684355744887
SLC66A3|ENSG00000162976.13|chr2	24	52	40	41	12	53	0.510137742401954	1	8202	-0.392048226761395	0.595254174704649	35.4728874618498	-0.658623229238031
ROCK2|ENSG00000134318.16|chr2	217	238	169	389	253	264	0.164187479285411	0.466779762075434	3665	0.325018563295141	0.233637184291371	246.997617905487	1.39112515107958
E2F6|ENSG00000169016.17|chr2	126	142	49	282	231	222	0.00160604673864541	1	343	1.03950632635369	0.329499251330032	167.364064268387	3.15480633767055
GREB1|ENSG00000196208.14|chr2	0	11	6	3	5	22	0.64156048710729	1	9848	0.634909057908786	1.36387623799177	7.26817058330969	0.465518087508917
NTSR2|ENSG00000169006.7|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
LPIN1|ENSG00000134324.12|chr2	116	141	68	118	109	203	0.553450098255454	1	8809	0.202476604141858	0.341676048635722	121.252099280664	0.592598178743657
TRIB2|ENSG00000071575.12|chr2	181	316	226	389	261	296	0.414210913331038	0.720034270338049	6966	0.186087512398889	0.227907155920104	269.205472048123	0.816505790033747
LRATD1|ENSG00000162981.14|chr2	1	1	0	0	0	8	0.564978376216747	1	8936	1.7263906893102	3.00000423880325	1.46207252811517	0.575462750012275
NBAS|ENSG00000151779.14|chr2	52	60	80	63	56	30	0.233589258173547	1	4615	-0.569502192249547	0.478105661337706	57.6617526697886	-1.19116387506502
DDX1|ENSG00000079785.16|chr2	962	1112	932	1154	1013	1211	0.76734404839911	0.919752142406355	11300	-0.0393632105556229	0.133050897605441	1046.52261831029	-0.295850770374759
MYCN|ENSG00000134323.13|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CYRIA|ENSG00000197872.11|chr2	2	11	0	16	0	2	0.881646169000965	1	12728	0.271923865423504	1.82642987481566	4.52163887799866	0.148882729730288
RAD51AP2|ENSG00000214842.6|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
VSNL1|ENSG00000163032.12|chr2	0	0	0	13	1	0	0.134263983190557	1	3204	4.34032293220596	2.8983850419917	1.96967733306444	1.49749700930812
SMC6|ENSG00000163029.16|chr2	68	149	127	104	83	104	0.2050678599139	1	4250	-0.442465384270417	0.349155483433738	104.354510808378	-1.26724455225228
GEN1|ENSG00000178295.15|chr2	71	1	22	72	57	47	0.437985654738412	1	7307	0.616246166243414	0.794542002915813	44.7532994186441	0.775599230729038
MSGN1|ENSG00000151379.4|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
KCNS3|ENSG00000170745.12|chr2	34	61	14	46	44	49	0.708250633496713	1	10642	0.208880205061516	0.558194910667568	39.698576841991	0.374206573850177
RDH14|ENSG00000240857.2|chr2	411	607	300	477	360	585	0.67338094799049	0.876299456409425	10229	-0.0870283930305425	0.206466974832726	441.817922996513	-0.421512414278606
NT5C1B-RDH14|ENSG00000250741.6|chr2	1	3	5	5	2	12	0.602858562246613	1	9400	0.776957694941028	1.49330464832271	4.35899602087835	0.520294164900452
NT5C1B|ENSG00000185013.17|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OSR1|ENSG00000143867.7|chr2	0	4	1	1	7	13	0.253438430619733	1	4869	1.98574578235723	1.73877457991779	4.06288812661928	1.14203750462646
TTC32|ENSG00000183891.6|chr2	133	115	88	153	73	113	0.483217732535895	1	7915	-0.234439887739512	0.33437117245411	109.868714835246	-0.701136662047885
WDR35|ENSG00000118965.16|chr2	24	39	83	55	75	46	0.900050727286479	1	12958	0.0694219231918421	0.552734350350136	54.4956508410488	0.125597265934107
MATN3|ENSG00000132031.13|chr2	1	6	0	1	0	2	0.604258188280726	1	9416	-1.38248909561418	2.66742105401099	1.51641995164775	-0.518286789982159
LAPTM4A|ENSG00000068697.7|chr2	2138	2771	2143	2580	2606	2814	0.953660183510663	0.987371658968621	13544	-0.00751394436990477	0.129303224332237	2470.39665721257	-0.058111036354346
SDC1|ENSG00000115884.11|chr2	229	277	234	337	198	287	0.711852990394926	0.892968389129461	10720	-0.0796954460978626	0.215761284276387	253.7277292127	-0.369368612006286
PUM2|ENSG00000055917.16|chr2	204	253	239	369	224	436	0.159312800324112	0.46078771872918	3576	0.320264896278395	0.227560010859204	276.519156168792	1.40738653979301
RHOB|ENSG00000143878.10|chr2	95	173	208	272	202	232	0.25052921555839	0.570520717171098	4829	0.345376879468425	0.300572122557203	191.92274316903	1.14906491170915
HS1BP3|ENSG00000118960.13|chr2	93	95	114	101	41	95	0.0976290429960353	1	2645	-0.625784702471963	0.377784760599295	88.8268232803867	-1.65645830043344
GDF7|ENSG00000143869.7|chr2	68	111	104	77	85	109	0.46748258244883	1	7672	-0.261627846603964	0.360080699322128	91.4664680415503	-0.726581144439268
LDAH|ENSG00000118961.15|chr2	247	388	216	271	299	291	0.538966921334196	0.801070203283244	8597	-0.145982497678425	0.237611020664118	280.672548997378	-0.61437595474489
APOB|ENSG00000084674.15|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TDRD15|ENSG00000218819.6|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
KLHL29|ENSG00000119771.15|chr2	23	13	26	21	7	75	0.621448185125614	1	9586	0.388141154518978	0.786030764201547	26.0501330637937	0.493798935354971
ATAD2B|ENSG00000119778.15|chr2	12	106	120	118	49	46	0.513147540669349	1	8228	-0.393480053018403	0.601702487491472	73.469501792149	-0.65394453438084
UBXN2A|ENSG00000173960.14|chr2	391	558	408	852	468	804	0.0176442115767868	0.146442511701543	1007	0.416778543911857	0.175633523580316	553.926608043927	2.37300109578036
MFSD2B|ENSG00000205639.12|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
WDCP|ENSG00000163026.12|chr2	100	125	135	142	120	133	0.784297707913441	1	11534	-0.0826264363688532	0.301861800403792	124.393197516497	-0.273722730926292
FKBP1B|ENSG00000119782.14|chr2	165	159	93	196	244	276	0.0421377890971446	0.229991629988343	1596	0.598205528723165	0.29436977573959	183.996558785201	2.0321567566514
SF3B6|ENSG00000115128.7|chr2	2372	2779	2028	3236	2633	2996	0.364861733923186	0.681562915295539	6297	0.10151685656714	0.112032193620758	2613.51965120207	0.906140041413329
TP53I3|ENSG00000115129.14|chr2	32	29	34	29	53	51	0.586075253659815	1	9146	0.298920296921334	0.548948735784735	37.9771328056522	0.544532262186597
PFN4|ENSG00000176732.7|chr2	0	8	29	3	0	8	0.154146636228283	1	3497	-2.13426656076412	1.49769250596511	8.40189845312624	-1.42503654940091
FAM228A|ENSG00000186453.13|chr2	0	3	0	0	0	0	0.540106360104161	1	8620.5	-2.4553532029839	4.00774428907155	0.45575030472123	-0.612652161885487
ITSN2|ENSG00000198399.16|chr2	0	12	3	17	13	18	0.175457815892276	1	3809	1.5680081503242	1.15730950206524	9.67841648579855	1.35487365093439
NCOA1|ENSG00000084676.16|chr2	169	210	173	324	172	239	0.460719287697293	0.746823105580997	7572	0.179786451003754	0.243724385714325	207.107309358101	0.737662956773172
PTRHD1|ENSG00000184924.6|chr2	2000	2663	1753	2380	1792	2360	0.117387847960958	0.393657055771638	2948	-0.177987168605853	0.113669357766172	2110.10113046127	-1.56583244687622
ADCY3|ENSG00000138031.15|chr2	251	333	212	272	221	276	0.245364633427897	0.566556739414801	4756	-0.247970910420973	0.213458499404772	255.855958731252	-1.16168206519037
DNAJC27|ENSG00000115137.12|chr2	25	18	12	61	19	65	0.0749426392160125	1	2248	1.11681786119917	0.62713853591507	30.7656866145382	1.7808152381668
EFR3B|ENSG00000084710.14|chr2	84	84	78	83	65	148	0.952028600347053	1	13526	0.0225534583467511	0.374894368581789	87.8792490709062	0.0601595015472491
POMC|ENSG00000115138.11|chr2	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DNMT3A|ENSG00000119772.19|chr2	104	57	96	99	101	116	0.881526994850697	1	12727	0.0573664641879085	0.384922615506836	95.3986707202144	0.149033758674774
ASXL2|ENSG00000143970.18|chr2	110	170	154	254	202	194	0.159406447427934	0.46078771872918	3579	0.380816466197329	0.27064488398763	175.939754334933	1.40707062548699
KIF3C|ENSG00000084731.15|chr2	57	64	34	61	82	130	0.148216298912271	1	3402	0.628344117227119	0.434581389172737	68.8261732703725	1.44586062100641
RAB10|ENSG00000084733.11|chr2	1238	1463	1188	1494	1206	1503	0.404861286846999	0.7123819543613	6857	-0.0992117510659439	0.119105939717165	1324.74773244703	-0.832970641947307
