rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ZSWIM2|ENSG00000163012.4|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CALCRL|ENSG00000064989.13|chr2	13	10	0	1	6	12	0.806905150312058	1	12493	-0.304117009750794	1.24423681238633	6.98487153850554	-0.244420520855291
TFPI|ENSG00000003436.16|chr2	63	28	72	57	26	56	0.497789479490905	0.717410457306046	9015	-0.308790103238816	0.455461474526602	50.1276085032002	-0.677971948252631
GULP1|ENSG00000144366.17|chr2	533	424	381	700	607	625	0.000569885430096476	0.00607542947316006	999	0.444868642010674	0.129113738074253	537.659709939643	3.44555620994283
COL3A1|ENSG00000168542.16|chr2	2	10	6	8	4	0	0.574154749791519	1	9918	-0.745273112561649	1.32624288777586	5.03146061788814	-0.56194315493106
COL5A2|ENSG00000204262.14|chr2	23	0	12	2	22	0	0.794576579678263	1	12257	-0.607482763834584	2.33313097889119	9.55943064789492	-0.260372336285762
WDR75|ENSG00000115368.10|chr2	300	182	306	432	452	361	0.00192331817142022	0.0152335120767714	1346	0.571123733073864	0.184125083998048	333.575994955506	3.10182469804016
SLC40A1|ENSG00000138449.11|chr2	27	48	42	39	27	48	0.769065134286808	0.889554526023647	12017	-0.136345405503988	0.464394933776676	38.7041539532936	-0.29359796067361
ASNSD1|ENSG00000138381.10|chr2	324	282	299	398	540	463	0.000535734954013238	0.00576991450471836	989	0.543196743252795	0.156892520248069	379.944621272783	3.46222205108265
ASDURF|ENSG00000286053.2|chr2	45	21	29	41	25	44	0.768638486769064	0.889449738706316	12010	0.143136200354574	0.486599165095598	33.7590745103386	0.294156280203344
ANKAR|ENSG00000151687.15|chr2	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
ORMDL1|ENSG00000128699.14|chr2	609	491	584	652	710	646	0.159226587530917	0.371552100989602	5032	0.165318889594831	0.117440883803773	609.986254588694	1.4076774990135
PMS1|ENSG00000064933.19|chr2	107	132	117	133	159	154	0.343765028376179	0.586464437349947	7290	0.230829630275976	0.243812069445926	133.009332654401	0.946752270306169
C2orf88|ENSG00000187699.10|chr2	42	41	53	64	55	88	0.166865431144635	0.383544142320506	5127	0.520229276673304	0.376337911637238	56.847562348423	1.38234618566616
MSTN|ENSG00000138379.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HIBCH|ENSG00000198130.16|chr2	326	341	343	413	377	376	0.441288464400737	0.673381518104728	8355	0.112513687922582	0.14611801664642	360.366578714715	0.770019265966674
INPP1|ENSG00000151689.13|chr2	209	183	119	254	179	176	0.482864833939738	0.706187318264954	8836	0.164420982284132	0.234317289000363	184.241360036984	0.701702307096415
MFSD6|ENSG00000151690.15|chr2	77	66	89	73	83	74	0.732853176621164	0.867877719432651	11704	-0.104503718296436	0.306163856754153	76.6737534915211	-0.341332642606315
NEMP2|ENSG00000189362.12|chr2	22	28	35	56	50	64	0.0341760335270953	0.130999879417581	2890	0.903770939381607	0.426711900714396	42.0787717768241	2.11798859574463
NAB1|ENSG00000138386.17|chr2	370	270	344	379	312	394	0.73034353980125	0.866832629582493	11677	0.0574312104551574	0.166627343891654	342.368893979663	0.344668582681728
GLS|ENSG00000115419.13|chr2	118	80	66	52	66	57	0.0418978512826047	0.151338298031026	3082	-0.66978282019772	0.329207100796721	72.8017251963776	-2.03453333350576
STAT1|ENSG00000115415.21|chr2	340	228	286	335	409	295	0.260215798226069	0.502719827704269	6289	0.196160200335952	0.17422814799071	311.630424586415	1.12588122297214
STAT4|ENSG00000138378.19|chr2	0	5	2	13	0	13	0.227086646644759	1	5903	1.76980185693744	1.46519194444511	5.45717287251966	1.20789761617731
MYO1B|ENSG00000128641.19|chr2	427	474	441	489	511	323	0.443554421608798	0.675744074863575	8388	-0.123879705033692	0.161679614339392	441.411584156548	-0.766204852354784
NABP1|ENSG00000173559.15|chr2	65	57	49	69	93	86	0.164504005478148	0.380042082155172	5095	0.45285695668164	0.325777174010672	69.0908094268924	1.39008191122318
CAVIN2|ENSG00000168497.5|chr2	0	0	5	0	0	0	0.358159905575051	1	7464	-3.31470277198005	3.60734106070093	0.883573996244817	-0.918877011129074
TMEFF2|ENSG00000144339.12|chr2	19	11	16	25	37	26	0.135837189611048	1	4683	0.852573441760127	0.571631589618506	21.926284039753	1.49147362959614
SLC39A10|ENSG00000196950.14|chr2	170	193	150	157	179	153	0.449216548083949	0.680574641466051	8461	-0.163194253630958	0.215659509772448	166.430334209269	-0.756721805605287
DNAH7|ENSG00000118997.14|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
STK17B|ENSG00000081320.11|chr2	161	224	235	245	265	228	0.481770985173359	0.704977114033221	8826	0.147445357508321	0.209601090271992	225.462145129271	0.703457015977288
HECW2|ENSG00000138411.13|chr2	13	49	14	37	40	23	0.653594266729354	0.824034619928837	10851	0.268884884667666	0.599153533541436	29.2240076555061	0.448774595517044
CCDC150|ENSG00000144395.18|chr2	40	32	18	54	70	63	0.0201273828504018	0.0899108026317317	2453	0.977704357773722	0.420705328519202	45.3301373330291	2.32396475988323
GTF3C3|ENSG00000119041.11|chr2	329	258	324	329	373	395	0.264195820629823	0.506618575078416	6338	0.183565441184615	0.164407250487304	332.276978996045	1.11652886743453
PGAP1|ENSG00000197121.15|chr2	212	218	209	255	256	230	0.499041379830322	0.718529999763855	9024	0.119370309945391	0.176583601042545	228.351317913145	0.675998842704714
ANKRD44|ENSG00000065413.20|chr2	26	23	32	42	33	42	0.344198485345372	0.586989266164861	7294	0.439349020832393	0.464476172734181	32.7116513398856	0.945902172432497
SF3B1|ENSG00000115524.17|chr2	1436	1381	1704	1610	1465	1203	0.0902793845823568	0.255558247212142	4015	-0.179728062623009	0.106101496974541	1459.83140798985	-1.6939257950916
COQ10B|ENSG00000115520.9|chr2	196	201	167	324	283	209	0.0272013322691706	0.111360654502083	2693	0.434008508234794	0.196506964409625	226.728972579502	2.20861641997629
HSPD1|ENSG00000144381.18|chr2	2172	2354	2709	2258	2494	2179	0.0964779682276605	0.267315427800639	4118	-0.160228091424313	0.0963967239855325	2356.15514047875	-1.66217361752211
HSPE1|ENSG00000115541.11|chr2	1803	1735	2039	1248	1439	1263	6.64747568450996e-10	3.74344814212271e-08	188	-0.591600375471177	0.0958172366038579	1590.58773937742	-6.17425837396106
HSPE1-MOB4|ENSG00000270757.1|chr2	24	12	24	31	14	17	0.943233102847491	1	13855	-0.0440707329667883	0.618911130720074	20.0766113905193	-0.0712068837985092
MOB4|ENSG00000115540.15|chr2	601	638	695	710	751	649	0.813222165665634	0.916303008503838	12537	0.0284738936388435	0.120513558642008	670.526223253326	0.236271287311553
RFTN2|ENSG00000162944.11|chr2	0	0	0	0	0	1	0.831080014846296	1	12767	0.870432657655199	4.0804728567969	0.169429232247439	0.213316615059773
MARS2|ENSG00000247626.5|chr2	131	137	125	233	231	212	0.000627136227403787	0.00655428552766426	1019	0.688731615121719	0.201407157813324	175.790105160973	3.41959850185699
BOLL|ENSG00000152430.19|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLCL1|ENSG00000115896.16|chr2	16	15	28	14	12	6	0.158141674010176	1	5019	-0.995526083191851	0.705371911673645	15.2425572890579	-1.41134919992739
SATB2|ENSG00000119042.18|chr2	130	147	101	184	172	146	0.181541427781376	0.403607537992739	5316	0.313585022303611	0.234715111022607	145.090492736139	1.3360240034712
FTCDNL1|ENSG00000226124.9|chr2	19	12	11	3	23	19	0.961127368984956	1	14044	0.0386543050785691	0.793089280043058	14.4217277480085	0.0487389075243464
C2orf69|ENSG00000178074.6|chr2	429	525	479	353	436	315	0.00294156284499824	0.0210563393103424	1495	-0.477170995775733	0.160459435895283	423.316851393699	-2.97377959179127
TYW5|ENSG00000162971.11|chr2	149	96	118	255	198	193	0.000841405246328148	0.00815797381780009	1097	0.745173286531113	0.223185829501775	165.052156070901	3.33880196692858
MAIP1|ENSG00000162972.11|chr2	382	354	330	443	517	443	0.027227122461987	0.11138081356455	2695	0.306590430008224	0.138838886724254	407.406929451751	2.20824609907121
SPATS2L|ENSG00000196141.14|chr2	280	274	272	319	192	265	0.350310379933828	0.593113064506547	7353	-0.182842085885513	0.195765040404972	265.969386430272	-0.933987424451652
KCTD18|ENSG00000155729.13|chr2	35	48	54	65	135	39	0.117355090107735	0.304892843919163	4432	0.686958197635034	0.438678369436644	61.6680021561842	1.56597235126326
SGO2|ENSG00000163535.18|chr2	191	160	146	171	157	163	0.619491845614062	0.80220394859083	10369	-0.103498640186968	0.208426812053761	163.543779259962	-0.496570662704722
AOX1|ENSG00000138356.14|chr2	0	0	0	0	0	7	0.259916618636635	1	6281.5	3.64639873020367	3.23667391487778	1.18600462573207	1.12658822794676
BZW1|ENSG00000082153.18|chr2	462	415	584	422	438	401	0.0450557270183098	0.159426798777689	3148	-0.307461614908688	0.153413714799271	453.022633577965	-2.00413382409112
CLK1|ENSG00000013441.17|chr2	189	82	144	256	251	242	0.00132521494317637	0.0114889248793844	1228	0.776196932950909	0.241771053023708	190.335079788956	3.21046263911004
PPIL3|ENSG00000240344.9|chr2	241	230	224	269	244	197	0.716303871869537	0.860060886708773	11532	-0.0652300402819542	0.179497810633795	232.420759165043	-0.363402985538548
NIF3L1|ENSG00000196290.17|chr2	441	409	367	506	384	423	0.895850093479367	0.958036988230979	13409	0.0188782631739024	0.14421295203404	418.437443487871	0.13090546242647
ORC2|ENSG00000115942.9|chr2	222	243	292	368	334	310	0.0701251563923602	0.214694919238264	3679	0.318869845827666	0.176064048807605	292.418849291876	1.81110140308152
FAM126B|ENSG00000155744.10|chr2	312	330	305	353	272	389	0.955465708299637	0.981231492265812	13985	0.00991407461627621	0.177530105045304	325.791154972182	0.0558444699491741
NDUFB3|ENSG00000119013.10|chr2	1496	1480	1249	928	1121	828	1.24893697471711e-09	6.8157194594485e-08	194	-0.647607033584805	0.106622487349267	1183.30096553449	-6.07383160611718
CFLAR|ENSG00000003402.21|chr2	196	163	194	217	233	208	0.396707495253981	0.636223798350457	7860	0.160684293110104	0.189594375504354	200.107067688961	0.847516139034486
CASP10|ENSG00000003400.16|chr2	23	12	27	16	34	27	0.69370081135523	1	11323	0.232057162206639	0.589220169864996	22.9878379884051	0.393837777582883
CASP8|ENSG00000064012.24|chr2	349	340	349	317	322	351	0.303080561721731	0.546722424083825	6809	-0.157715828870474	0.153144509802218	337.131116645565	-1.0298497091026
FLACC1|ENSG00000155749.13|chr2	0	3	0	0	0	0	0.516402097553284	1	9198.5	-2.58999478384208	3.99135324474711	0.5355067965697	-0.648901418898638
TRAK2|ENSG00000115993.13|chr2	262	282	328	296	187	249	0.0825025861681859	0.240687484089993	3878	-0.350269868786276	0.20172809352283	267.381217716329	-1.73634649824634
STRADB|ENSG00000082146.13|chr2	211	191	197	165	143	185	0.0765371635260392	0.228704191433863	3783	-0.367027663524681	0.20722661062043	181.850160213013	-1.77114156538975
C2CD6|ENSG00000155754.15|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TMEM237|ENSG00000155755.20|chr2	366	320	353	304	284	393	0.342290073908801	0.585128107818237	7268	-0.1655699335609	0.174348356281691	336.06334789859	-0.949650097609137
MPP4|ENSG00000082126.18|chr2	0	0	0	1	0	0	0.831080014846296	1	12767	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
ALS2|ENSG00000003393.16|chr2	72	65	52	87	70	31	0.774144049948344	0.892944725160198	12066	-0.111758951218782	0.389460244176614	61.9848947770436	-0.28695856095674
FZD7|ENSG00000155760.3|chr2	331	366	336	423	407	300	0.85819060281873	0.940058345788091	13057	0.0286053213133231	0.160094321497407	357.798941626285	0.178677925898742
SUMO1|ENSG00000116030.17|chr2	739	709	680	767	731	551	0.202182270890658	0.428084648122915	5627	-0.151472683018664	0.11876868052256	691.491108041419	-1.27535880968124
NOP58|ENSG00000055044.11|chr2	1633	1529	1666	1990	1864	1693	0.167171359196115	0.383808059221036	5132	0.105984137306658	0.0767250401619009	1715.64062337319	1.38135004013053
BMPR2|ENSG00000204217.16|chr2	413	421	486	463	500	350	0.481014301855124	0.704356627073333	8819	-0.108585123750518	0.154093116199507	436.498724899742	-0.704672125716061
FAM117B|ENSG00000138439.12|chr2	112	100	98	136	118	170	0.152281090785554	0.361804288183722	4923	0.369687924153554	0.258248428477631	121.423123487864	1.43152051818033
ICA1L|ENSG00000163596.17|chr2	170	157	203	249	153	255	0.352705841760199	0.595070176610925	7386	0.220332845508222	0.23708181092945	196.754865768234	0.929353646508916
WDR12|ENSG00000138442.11|chr2	718	719	722	744	700	756	0.560772345914629	0.764235861585138	9740	-0.0641725064744958	0.110319910248062	723.641538017259	-0.5816946943684
CARF|ENSG00000138380.18|chr2	16	15	31	17	35	10	0.862335352202405	1	13091	-0.11348037647582	0.654434737923957	20.5516054643458	-0.17340212843195
NBEAL1|ENSG00000144426.19|chr2	96	63	119	127	82	107	0.760596681497975	0.885326306844812	11932	0.0943081126877925	0.309514073992541	98.2318231540834	0.304697332406491
CYP20A1|ENSG00000119004.17|chr2	672	569	555	600	582	483	0.0889471298296436	0.253787749265471	3983	-0.200139738739222	0.117661572286998	572.887554825532	-1.70097793909336
ABI2|ENSG00000138443.17|chr2	1346	1093	1212	1166	1215	1181	0.160054776610526	0.373113366090608	5041	-0.122550903923259	0.0872318362632509	1195.32482283486	-1.40488735733387
RAPH1|ENSG00000173166.18|chr2	151	147	164	196	244	172	0.146270968505111	0.353474262397537	4815	0.309120499398307	0.212771284821266	177.203173141867	1.45282997025645
CD28|ENSG00000178562.18|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CTLA4|ENSG00000163599.18|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ICOS|ENSG00000163600.13|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PARD3B|ENSG00000116117.19|chr2	41	39	34	33	34	29	0.438747072882025	0.671123869315671	8329	-0.339458418209315	0.438400779808414	34.8667451095912	-0.7743107080185
NRP2|ENSG00000118257.17|chr2	84	75	116	104	124	113	0.44624266835909	0.677426316305949	8418	0.216374171080822	0.284069687298729	102.044657545861	0.761693981284536
INO80D|ENSG00000114933.16|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
NDUFS1|ENSG00000023228.14|chr2	6	0	0	1	0	7	0.828323362359407	1	12678	0.470184502026324	2.16822349779684	2.29277805204056	0.216852415124218
EEF1B2|ENSG00000114942.14|chr2	1	0	8	0	0	0	0.123393725116655	1	4500	-4.14709477274288	2.69172322778337	1.57242868392532	-1.54068394920306
CMKLR2|ENSG00000183671.13|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ZDBF2|ENSG00000204186.10|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ADAM23|ENSG00000114948.13|chr2	103	101	88	59	79	82	0.0979364025053116	0.269943424452938	4144	-0.493347974774622	0.298106023597159	85.4307206743028	-1.65494131524595
FAM237A|ENSG00000235118.9|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
DYTN|ENSG00000232125.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MDH1B|ENSG00000138400.13|chr2	4	11	5	6	0	13	0.897204259818617	1	13422	-0.155806708621769	1.20599165254716	6.61159021619254	-0.129193853284715
FASTKD2|ENSG00000118246.14|chr2	360	301	325	373	322	330	0.821756623364608	0.920530882611481	12619	-0.0334114960877909	0.148306882331499	332.76882687584	-0.225286214385579
CPO|ENSG00000144410.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KLF7|ENSG00000118263.15|chr2	45	79	73	147	115	101	0.0153016298652535	0.0736691020388536	2260	0.769479753324181	0.317290268521768	92.1576517135719	2.42516027014988
CREB1|ENSG00000118260.15|chr2	457	430	474	679	563	561	0.0143724725821785	0.0704630606048325	2216	0.311290156309527	0.12717053025533	522.05601551326	2.44781676764677
METTL21A|ENSG00000144401.14|chr2	101	94	88	127	181	90	0.167389736414965	0.383838140623357	5137	0.394132704414183	0.285471055883327	111.85820767764	1.38063981020642
CCNYL1|ENSG00000163249.13|chr2	280	271	276	295	297	302	0.891924789718243	0.956524285732075	13372	0.0216871707539974	0.159618162187684	285.308011150943	0.135869066882858
FZD5|ENSG00000163251.4|chr2	171	97	133	162	203	138	0.32484943606483	0.568741686723723	7054	0.243290688481591	0.247110699021494	148.475605933403	0.984541298474612
PLEKHM3|ENSG00000178385.15|chr2	75	114	118	139	147	69	0.775818053432895	0.893432279871115	12086	0.0912105929253594	0.320292270002616	109.521957494645	0.284773007243086
CRYGD|ENSG00000118231.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CRYGC|ENSG00000163254.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CRYGB|ENSG00000182187.4|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CRYGA|ENSG00000168582.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C2orf80|ENSG00000188674.11|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
IDH1|ENSG00000138413.14|chr2	434	425	546	339	366	328	0.000508574240156266	0.0055366573807458	978	-0.539876340599025	0.155306499393018	407.068370107343	-3.47619927504009
PIKFYVE|ENSG00000115020.17|chr2	96	106	81	183	147	128	0.0186096914314157	0.0853595908275418	2383	0.596584529392559	0.2535142345087	121.683246804553	2.35325850853588
PTH2R|ENSG00000144407.10|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MAP2|ENSG00000078018.21|chr2	24	35	23	33	28	45	0.569658701020259	0.770928885044291	9870	0.280768058839444	0.493828116210511	31.2727134023871	0.568554218811949
UNC80|ENSG00000144406.19|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RPE|ENSG00000197713.15|chr2	337	305	443	474	313	448	0.624508935290601	0.806105352099682	10486	0.0935679755875156	0.191161789652005	384.859746382736	0.48947007536312
KANSL1L|ENSG00000144445.17|chr2	8	0	2	0	0	5	0.644849526262382	1	10682	-0.959610166344728	2.08190439802959	2.47025807920399	-0.460929025969179
ACADL|ENSG00000115361.8|chr2	14	42	2	18	37	28	0.586510848047625	1	10048	0.411629437953534	0.756812011011868	23.4495722893667	0.543899187597696
LANCL1|ENSG00000115365.12|chr2	523	475	463	629	507	435	0.945277464505656	0.977978355977854	13880	0.00930591332517418	0.135578851339103	500.689074896204	0.0686383844770797
CPS1|ENSG00000021826.18|chr2	17	30	23	26	11	19	0.47948229230683	1	8798	-0.429654666272807	0.60759880042558	21.0937890518839	-0.707135474875632
ERBB4|ENSG00000178568.15|chr2	80	33	44	27	27	36	0.0574166460337149	0.187382870394248	3439	-0.863811040517421	0.454607350806223	40.904403907973	-1.90012554567254
IKZF2|ENSG00000030419.17|chr2	40	22	28	38	18	47	0.805551391919001	0.911150917334024	12477	0.127450342820936	0.517735090933998	31.9049517496964	0.246169025535847
SPAG16|ENSG00000144451.20|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
VWC2L|ENSG00000174453.10|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
BARD1|ENSG00000138376.11|chr2	515	476	440	790	684	573	0.000775220194016031	0.0076846968109061	1074	0.421830483706578	0.125488986182207	571.785172963055	3.36149407641314
ABCA12|ENSG00000144452.15|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ATIC|ENSG00000138363.15|chr2	3487	3142	3064	3325	3413	3186	0.324157675469328	0.567812261779247	7045	-0.0555345722750559	0.0563259549489577	3249.07983006032	-0.985949946616637
FN1|ENSG00000115414.21|chr2	29	30	46	49	35	24	0.881859656203063	0.951638866350287	13281	-0.0704692290990525	0.474182034877354	35.2594784311485	-0.148612186704372
MREG|ENSG00000118242.16|chr2	150	188	166	211	214	189	0.369233870862297	0.611625767193987	7573	0.185633455933528	0.206739636448829	185.169694383392	0.897909366206488
PECR|ENSG00000115425.14|chr2	108	76	98	116	72	97	0.808842736855698	0.912483255317671	12512	-0.0710196265187093	0.29356749283985	93.7703566905106	-0.241919246002665
TMEM169|ENSG00000163449.11|chr2	0	0	6	0	1	2	0.659240361607766	1	10914	-1.09736311861371	2.48856504103217	1.55730603339869	-0.440962201316854
XRCC5|ENSG00000079246.16|chr2	4145	3734	3735	3933	3947	3663	0.0541514787993513	0.180340266136751	3369	-0.0991897588380372	0.0515104798026068	3836.97780662319	-1.92562288718999
MARCHF4|ENSG00000144583.5|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SMARCAL1|ENSG00000138375.14|chr2	85	60	47	92	152	66	0.0875295641808468	0.250425727660486	3970	0.603811503403731	0.353400488200228	81.9436442041366	1.70857574781172
RPL37A|ENSG00000197756.10|chr2	15611	13066	12366	13441	13366	12254	0.000950987101671676	0.00893250387695439	1133	-0.158738826505695	0.0480351448323961	13262.119703378	-3.30463928150036
IGFBP2|ENSG00000115457.10|chr2	403	239	270	328	217	271	0.233581259045095	0.470158094430006	5981	-0.238950990326904	0.200599520383451	285.250893109392	-1.19118425542665
IGFBP5|ENSG00000115461.5|chr2	252	167	204	172	169	201	0.181679591876534	0.403698172496699	5318	-0.279364773308612	0.209167774931715	193.214808954044	-1.33560140131439
TNP1|ENSG00000118245.2|chr2	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
