rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PDE4B|ENSG00000184588.18|chr1	0	0	0	5	0	10	0.10681977820125	1	2036	4.42760228860718	2.74553827523338	2.09041576058735	1.61265363828549
SGIP1|ENSG00000118473.23|chr1	0	0	0	0	6	0	0.368207719231306	1	5306.5	3.49855525626934	3.88799360767386	1.11230974406917	0.899835650286081
DYNLT5|ENSG00000152760.10|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
INSL5|ENSG00000172410.5|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DNAI4|ENSG00000152763.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MIER1|ENSG00000198160.15|chr1	64	94	137	191	117	147	0.277175297841843	1	4211	0.376846290970015	0.346784675044635	121.48249654018	1.08668669087384
SLC35D1|ENSG00000116704.8|chr1	77	120	97	144	131	208	0.0922805346595942	1	1813	0.507136906022322	0.301241654280617	124.775849236737	1.68348865044376
C1orf141|ENSG00000203963.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IL23R|ENSG00000162594.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IL12RB2|ENSG00000081985.14|chr1	9	10	12	14	7	8	0.717729444838109	1	9709	-0.344955547762411	0.954247088615149	9.88179879981491	-0.361494996293914
SERBP1|ENSG00000142864.15|chr1	7316	8280	5527	7685	5248	6730	0.00116264820773268	0.0490731508515904	132	-0.316508398862537	0.0974505124346496	6674.54363406688	-3.24788850212345
GADD45A|ENSG00000116717.13|chr1	313	384	313	383	301	482	0.941629841685486	0.988632141255065	12537	-0.0135032591230396	0.184416536024468	353.86170298859	-0.0732215202287933
GNG12|ENSG00000172380.6|chr1	186	248	195	361	301	350	0.015957875246397	0.213119881023207	546	0.482913466909024	0.200389213211947	264.922784335548	2.40987755362988
DIRAS3|ENSG00000162595.8|chr1	0	7	0	7	3	0	0.835438414962216	1	11119	0.486407889711713	2.34151908954208	2.58034506741261	0.207731763488137
WLS|ENSG00000116729.14|chr1	146	241	93	152	105	136	0.12925756566212	1	2341	-0.46825001024119	0.308661082685163	141.438101201527	-1.51703611666136
RPE65|ENSG00000116745.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DEPDC1|ENSG00000024526.17|chr1	279	326	204	433	251	290	0.810461658384953	0.95682979671401	10823	0.0527718171562538	0.220037969842556	288.090057117136	0.239830503771752
LRRC7|ENSG00000033122.21|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LRRC40|ENSG00000066557.6|chr1	47	32	11	32	44	58	0.522019126607734	1	7203	0.387285003273275	0.604909677231407	36.4794135397734	0.640236084576838
SRSF11|ENSG00000116754.14|chr1	828	899	600	1019	901	1046	0.293983736334158	0.691600845644212	4413	0.151331316460255	0.144204384426398	861.967766964143	1.04942243651056
ANKRD13C|ENSG00000118454.13|chr1	93	76	77	152	93	98	0.479625201033842	1	6728	0.242803756911533	0.343474133755864	95.7910682558728	0.706905507720457
CTH|ENSG00000116761.12|chr1	12	31	15	20	38	42	0.322638739194392	1	4746	0.655498485910064	0.662755742777467	25.5617572854439	0.989049877052758
PTGER3|ENSG00000050628.21|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZRANB2|ENSG00000132485.14|chr1	191	118	199	251	282	299	0.100962050486734	0.461912302498943	1947	0.480567370601442	0.29299183113608	221.105965570685	1.64020740352397
NEGR1|ENSG00000172260.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LRRIQ3|ENSG00000162620.16|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FPGT|ENSG00000254685.8|chr1	20	42	21	33	30	22	0.845309023719645	1	11225	-0.118434701940503	0.607023728929507	27.3897177992989	-0.195107203056731
TNNI3K|ENSG00000116783.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LRRC53|ENSG00000162621.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CRYZ|ENSG00000116791.14|chr1	85	147	99	114	85	140	0.581949374303907	1	7979	-0.172274536393811	0.312919469513881	108.568526912094	-0.550539525908818
TYW3|ENSG00000162623.16|chr1	410	353	359	514	419	497	0.500045955946105	0.828886190715748	6963	0.124290630534624	0.184293321228522	418.201644205345	0.674417443378237
LHX8|ENSG00000162624.16|chr1	0	7	0	8	0	0	0.988588118732556	1	13058	0.0394963448087724	2.76137198744127	2.16144345504876	0.0143031598018673
SLC44A5|ENSG00000137968.17|chr1	7	7	6	11	27	0	0.482664802622856	1	6752	0.868570130861801	1.23723880324995	10.0557231630016	0.702023027874864
ACADM|ENSG00000117054.15|chr1	343	403	278	502	441	428	0.217065950854454	0.618865754264121	3480	0.229142114065962	0.185635228305173	390.237074412411	1.23436761523124
RABGGTB|ENSG00000137955.16|chr1	392	429	256	479	224	573	0.992968289680067	0.997307398499579	13100	-0.00210604460647699	0.238968707065059	376.029356770371	-0.00881305603709702
MSH4|ENSG00000057468.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ASB17|ENSG00000154007.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ST6GALNAC3|ENSG00000184005.11|chr1	37	54	30	37	27	58	0.691777906930935	1	9377	-0.201349265200506	0.507888975671992	39.1906396053881	-0.396443464704268
ST6GALNAC5|ENSG00000117069.15|chr1	0	0	7	0	0	12	0.895975791196183	1	12003	0.324880309276733	2.48480942877292	3.04913089636409	0.130746569742843
PIGK|ENSG00000142892.15|chr1	35	23	36	41	29	89	0.395638111857932	1	5629	0.472440249118116	0.556180374605501	40.5494664460714	0.849437108335975
AK5|ENSG00000154027.19|chr1	0	0	8	0	0	6	0.746584739922049	1	10029	-0.865268424354307	2.67764000122328	2.40152001069298	-0.323145913550368
ZZZ3|ENSG00000036549.13|chr1	155	127	135	178	153	239	0.435522064141051	0.795654408719291	6174	0.214803816036554	0.275468213910661	160.915826748012	0.779777140117586
USP33|ENSG00000077254.14|chr1	77	56	38	84	35	53	0.595556763857428	1	8133	-0.245756720545848	0.462992292541471	55.7588592109011	-0.530800889139715
MIGA1|ENSG00000180488.16|chr1	57	48	27	78	69	75	0.207751960976038	1	3367	0.550321230182136	0.436842253173697	57.2318323634764	1.25977106423201
NEXN|ENSG00000162614.19|chr1	19	19	11	39	14	49	0.239558103846713	1	3761	0.794811603146388	0.675807322284443	23.4085718115282	1.17609202643687
FUBP1|ENSG00000162613.17|chr1	435	390	276	495	428	528	0.331483212837497	0.72197607254223	4863	0.188041152087516	0.193631153805963	415.732045689185	0.971130669788553
DNAJB4|ENSG00000162616.9|chr1	55	53	33	118	70	43	0.280287521482916	1	4263	0.506846648966983	0.469444297516362	59.969253639544	1.07967367299699
GIPC2|ENSG00000137960.6|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PTGFR|ENSG00000122420.10|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFI44L|ENSG00000137959.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IFI44|ENSG00000137965.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ADGRL4|ENSG00000162618.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ADGRL2|ENSG00000117114.21|chr1	224	249	176	307	187	168	0.478092795674013	0.819094059249756	6712	-0.183470344431972	0.258637195494918	214.370697913225	-0.709373391096705
TTLL7|ENSG00000137941.17|chr1	9	32	8	43	23	32	0.232601648238815	1	3675	0.842481454214425	0.70578271839595	22.7609150917575	1.19368388068378
PRKACB|ENSG00000142875.20|chr1	43	64	35	61	19	72	0.763417660922638	1	10207	-0.153834130778631	0.511083897020382	46.5820262071306	-0.300995847600529
SAMD13|ENSG00000203943.9|chr1	3	5	0	0	11	0	0.784566348890513	1	10539	0.597190523085534	2.18452472657408	3.35932694225899	0.273373203709206
DNASE2B|ENSG00000137976.8|chr1	0	0	0	0	0	3	0.59589929695711	1	8149	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
RPF1|ENSG00000117133.11|chr1	538	780	555	737	582	783	0.79008763256056	0.946263796706835	10617	-0.0377106850499241	0.141664671869026	646.165279316054	-0.266196819237961
SPATA1|ENSG00000122432.19|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CTBS|ENSG00000117151.13|chr1	24	39	34	48	45	49	0.477157236900119	1	6703	0.353844514731408	0.497754078673114	38.8455133498921	0.710882200452616
SSX2IP|ENSG00000117155.17|chr1	177	198	147	158	169	198	0.465606569237839	0.811697499877261	6530	-0.186714599567494	0.255897501043554	172.614940303987	-0.729646045022202
LPAR3|ENSG00000171517.6|chr1	154	199	132	151	173	188	0.702405673541903	0.914851330256977	9497	-0.102135145874453	0.267316950370384	163.923060374622	-0.382075082530077
MCOLN2|ENSG00000153898.13|chr1	94	83	90	87	40	106	0.220729063862632	1	3521	-0.470156820382135	0.38392942474435	81.9512010672531	-1.22459178713692
DNAI3|ENSG00000162643.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MCOLN3|ENSG00000055732.13|chr1	0	16	14	23	5	32	0.492541970457737	1	6879	0.736473142036003	1.07315141641323	13.7359994135129	0.686271415917709
SYDE2|ENSG00000097096.10|chr1	10	19	0	15	14	39	0.28544335752825	1	4325	1.07869002181102	1.00984763996344	14.8851516980464	1.0681710578143
C1orf52|ENSG00000162642.14|chr1	536	675	410	675	556	608	0.95058300457777	0.989748777461639	12640	-0.0100436394482256	0.162060397281388	563.680594898975	-0.061974668806881
BCL10|ENSG00000142867.14|chr1	199	231	208	328	220	277	0.489447289888221	0.823687771417621	6845	0.146144497897996	0.211439520782549	237.506663849927	0.691188181646967
DDAH1|ENSG00000153904.21|chr1	219	356	236	381	257	324	0.831751503409366	0.963250066490919	11073	0.0432203264313792	0.203432142144865	286.422758505276	0.212455740649881
CCN1|ENSG00000142871.18|chr1	296	405	254	448	415	465	0.119160038267223	0.490981331842736	2203	0.289095515046467	0.185518746334973	370.046184111784	1.5583089081708
ZNHIT6|ENSG00000117174.11|chr1	199	249	201	243	190	253	0.532832299502465	0.84707430551989	7416	-0.133473549822373	0.214006815503713	218.278979634851	-0.623688313422231
COL24A1|ENSG00000171502.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ODF2L|ENSG00000122417.16|chr1	10	9	1	20	18	27	0.102183912404432	1	1970	1.5165008929179	0.927888396838213	13.3036895803641	1.63435699604111
CLCA2|ENSG00000137975.8|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLCA1|ENSG00000016490.16|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLCA4|ENSG00000016602.9|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SH3GLB1|ENSG00000097033.14|chr1	254	399	241	378	324	503	0.249755406781587	0.651454671444604	3881	0.233808452055474	0.203144998634948	337.612147888109	1.15094367878399
SELENOF|ENSG00000183291.18|chr1	577	735	477	709	605	681	0.807828651084524	0.95662723557844	10789	-0.0365741509767633	0.150369720999344	617.513528641839	-0.243228162782339
HS2ST1|ENSG00000153936.18|chr1	64	184	81	213	171	134	0.148643934896914	1	2593	0.510932422130457	0.353748526224271	135.446758456822	1.44433795268036
ENSG00000267561|ENSG00000267561.2|chr1	0	0	0	0	1	0	0.853865958661269	1	11392	0.751574209360629	4.0804728567969	0.185384957344862	0.184188018334376
LMO4|ENSG00000143013.13|chr1	1522	1542	1187	1739	1093	1644	0.203671721554607	0.605337489674495	3316	-0.156832181876772	0.123377212715869	1422.09281218815	-1.27116003372476
PKN2|ENSG00000065243.20|chr1	163	149	246	215	274	194	0.776510986680452	0.941542796980003	10443	0.0894884883720238	0.315246031921758	208.575508911767	0.283868722554561
GTF2B|ENSG00000137947.12|chr1	332	304	290	237	271	361	0.183972564944748	0.582925862289191	3053	-0.304226672666625	0.228979026358882	298.185303807336	-1.32862243981162
KYAT3|ENSG00000137944.18|chr1	45	41	10	53	41	41	0.59723785120906	1	8185	0.310453410463494	0.587560662795882	37.217222777346	0.528376778980088
RBMXL1|ENSG00000213516.10|chr1	258	292	288	401	350	427	0.149487349371036	0.539603122614482	2597	0.275250747668796	0.19096803439878	328.568999605602	1.44134461317236
GBP3|ENSG00000117226.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP1|ENSG00000117228.11|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP2|ENSG00000162645.13|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP7|ENSG00000213512.3|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP4|ENSG00000162654.9|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP5|ENSG00000154451.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GBP6|ENSG00000183347.15|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LRRC8B|ENSG00000197147.15|chr1	101	176	227	300	223	279	0.12782739150361	0.502643181949846	2325	0.43955525265029	0.288663484037086	211.537885503511	1.52272551589455
LRRC8C|ENSG00000171488.15|chr1	151	210	139	153	141	253	0.776343303922509	0.941542796980003	10441	-0.0778361358614544	0.273986458214636	169.866947185511	-0.284087528882464
LRRC8D|ENSG00000171492.14|chr1	83	143	81	42	84	76	0.0707164060312371	1	1512	-0.738163438552274	0.408435661563321	85.0251929969797	-1.80729428896314
ZNF326|ENSG00000162664.17|chr1	135	126	79	200	147	182	0.138312719029393	1	2465	0.425072866781828	0.286803738831563	140.017583878501	1.48210364520899
BARHL2|ENSG00000143032.8|chr1	56	75	47	74	62	80	0.832694822853491	1	11086	0.0814481430248566	0.385559482703321	63.8996917402815	0.211246634251579
ZNF644|ENSG00000122482.22|chr1	252	302	165	206	188	288	0.263347183680183	0.664044904477396	4038	-0.274465817842441	0.245384160057603	228.682632521471	-1.11851481276546
HFM1|ENSG00000162669.16|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CDC7|ENSG00000097046.13|chr1	133	130	90	180	110	244	0.23768741772924	1	3742	0.355908692370794	0.301416550134556	141.496663330321	1.18078682876541
TGFBR3|ENSG00000069702.11|chr1	101	155	211	248	195	356	0.0790926572567768	0.412201955084514	1634	0.52780259650977	0.300575213814214	203.713575254422	1.75597511788183
BRDT|ENSG00000137948.19|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EPHX4|ENSG00000172031.7|chr1	18	37	9	42	37	88	0.0448694657283118	1	1115	1.20806779739165	0.60226440715525	35.7182765670849	2.005876128556
BTBD8|ENSG00000189195.15|chr1	0	0	0	9	0	6	0.107537690984429	1	2047	4.41926916672323	2.74597959873123	2.07776901437683	1.60935979595957
C1orf146|ENSG00000203910.9|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GLMN|ENSG00000174842.17|chr1	12	11	22	26	31	45	0.164372669040806	1	2808	0.9386338925824	0.675026276405401	23.8346431575999	1.39051459978824
RPAP2|ENSG00000122484.9|chr1	145	141	97	179	114	220	0.516279285799998	1	7142	0.186711838897324	0.287651064961702	144.008261464051	0.649091422352922
GFI1|ENSG00000162676.13|chr1	48	56	42	66	52	68	0.738992939930244	1	9938	0.137991059013285	0.414154677171395	53.9073346591707	0.333187252539896
EVI5|ENSG00000067208.16|chr1	139	84	113	184	83	178	0.729510368371087	1	9849	0.118894892566872	0.343848545670201	126.387954079808	0.345776924358172
RPL5|ENSG00000122406.14|chr1	5134	5516	4167	6474	6461	5798	0.223444652509251	0.623466030987535	3567	0.152204958840729	0.125022607643747	5509.72548912667	1.21741948683744
DIPK1A|ENSG00000154511.12|chr1	42	48	79	75	36	110	0.839936000010811	1	11174	0.0950246530801052	0.470476502032083	62.9480464253774	0.201975343443667
MTF2|ENSG00000143033.18|chr1	253	493	403	474	448	473	0.657556812684374	0.900185870680722	8983	0.0939177401351193	0.211865780271037	415.227451415466	0.443288859649594
TMED5|ENSG00000117500.13|chr1	204	200	145	241	214	189	0.891057307979489	0.976517704552294	11931	0.0348420336729665	0.254383695304327	196.04420250668	0.136966457819885
CCDC18|ENSG00000122483.18|chr1	8	0	0	4	7	17	0.346402721091089	1	5051	1.5160091419129	1.61005272926002	5.72845134659677	0.941589746945528
DR1|ENSG00000117505.13|chr1	435	573	441	771	630	736	0.0136792576557091	0.197949670062512	506	0.357035454389319	0.144808043267433	580.223784769827	2.46557750752795
FNBP1L|ENSG00000137942.18|chr1	7	90	14	46	62	79	0.308094938860579	1	4567	0.693168560247156	0.680092040260356	46.6089636075003	1.01922757393513
BCAR3|ENSG00000137936.18|chr1	20	8	38	20	10	31	0.564296263666968	1	7766	-0.450763502422428	0.781934920110735	21.3092301308931	-0.576471891495257
DNTTIP2|ENSG00000067334.14|chr1	490	566	469	397	507	495	0.119482976681147	0.49183070850861	2206	-0.306013377532246	0.196547024956158	486.917893103604	-1.55694739007373
GCLM|ENSG00000023909.10|chr1	361	383	432	429	439	574	0.708225623707158	0.916993690569828	9577	0.0745763261455523	0.199273962671272	430.683448664182	0.374240192476001
ABCA4|ENSG00000198691.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ARHGAP29|ENSG00000137962.13|chr1	18	46	39	39	21	52	0.841221697635009	1	11187	-0.113949753141406	0.568807310340604	34.4990340707503	-0.200331027871587
ABCD3|ENSG00000117528.14|chr1	147	242	93	215	158	189	0.871868991694627	0.976251746704069	11659	0.0468901253462385	0.290728496691938	167.691204408227	0.161284930372423
F3|ENSG00000117525.14|chr1	33	7	1	9	0	10	0.261820757503571	1	4015	-1.47090369805549	1.3108513219705	10.0633192415203	-1.12209803919211
SLC44A3|ENSG00000143036.17|chr1	1	0	1	3	0	3	0.68533280130634	1	9293	1.16420907119736	2.87319360238487	1.21471959943923	0.405196875779973
CNN3|ENSG00000117519.16|chr1	641	806	542	805	431	772	0.180471520036841	0.576167983984185	3016	-0.217518259210288	0.16241133892513	646.62134726773	-1.33930463630105
ALG14|ENSG00000172339.10|chr1	173	165	122	187	133	189	0.766452414405046	0.93796312614346	10249	-0.0773498039467986	0.260420862385828	158.025123950001	-0.29701846172447
TLCD4|ENSG00000152078.10|chr1	96	144	71	144	142	182	0.177525905920391	1	2974	0.411985838819192	0.305534093636228	125.293336631765	1.34841200180333
TLCD4-RWDD3|ENSG00000271092.5|chr1	0	1	14	2	13	5	0.880409395597778	1	11786	0.233036652955548	1.5489282803007	6.26680554754929	0.15045025384281
RWDD3|ENSG00000122481.17|chr1	120	83	110	138	111	156	0.69526725702617	1	9417	0.12561647342448	0.320681621580994	117.889513368779	0.391717095620192
PTBP2|ENSG00000117569.19|chr1	33	74	43	69	82	58	0.452301733076556	1	6365	0.338097020577147	0.449846415299588	58.6033314649743	0.751583227248753
DPYD|ENSG00000188641.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SNX7|ENSG00000162627.17|chr1	79	152	87	122	51	131	0.416961935763336	1	5903	-0.294626096696238	0.362972676223413	99.3997511243703	-0.811703238275966
PLPPR5|ENSG00000117598.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLPPR4|ENSG00000117600.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PALMD|ENSG00000099260.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FRRS1|ENSG00000156869.14|chr1	7	13	3	13	13	12	0.552063329364626	1	7635	0.58884658337183	0.990205447165638	9.74668386863054	0.59467112108638
AGL|ENSG00000162688.17|chr1	17	8	22	52	11	60	0.153274438420936	1	2649	1.03707206970774	0.726210165312488	26.2801836012101	1.42806052468501
SLC35A3|ENSG00000117620.15|chr1	24	54	41	113	63	86	0.0315165601773406	1	849	0.923987759461354	0.42966403766529	59.9421605362519	2.1504889366169
ENSG00000283761|ENSG00000283761.1|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MFSD14A|ENSG00000156875.14|chr1	122	205	127	176	116	237	0.986074541458292	0.996486655646956	13029	0.00491639894334055	0.281679748016098	157.626130230965	0.0174538602010521
SASS6|ENSG00000156876.10|chr1	50	55	22	84	62	62	0.253040254481929	1	3920	0.524768263009019	0.459116450052147	53.7134330079057	1.14299599360775
TRMT13|ENSG00000122435.11|chr1	20	41	1	14	19	59	0.629884747557435	1	8599	0.426753856601184	0.885585249601879	23.8885317434036	0.481889074815817
LRRC39|ENSG00000122477.13|chr1	0	0	0	0	3	0	0.531994843151808	1	7390	2.48799893097939	3.98102912243512	0.556154872034587	0.624963760490536
DBT|ENSG00000137992.15|chr1	115	168	125	261	211	242	0.0113820293848536	0.176609568949916	454	0.607638300293891	0.240102460255743	180.287771643008	2.53074583095347
RTCA|ENSG00000137996.13|chr1	127	140	123	170	173	192	0.339204565553049	0.724329563002601	4957	0.254529300378382	0.266316995067155	151.330956509682	0.955738105689422
CDC14A|ENSG00000079335.20|chr1	20	18	31	12	5	10	0.0382386559494972	1	996	-1.63851944044139	0.790681600592467	16.4905815368326	-2.07228730150496
GPR88|ENSG00000181656.7|chr1	0	3	0	0	4	0	0.849769498054532	1	11270.5	0.652685802330578	3.44584264352067	1.19729013410068	0.189412538485425
VCAM1|ENSG00000162692.12|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EXTL2|ENSG00000162694.14|chr1	119	131	76	162	129	91	0.893133294275776	1	11963	0.0455513126871168	0.339073456984959	115.872839097268	0.134340544058385
SLC30A7|ENSG00000162695.12|chr1	174	189	90	235	152	184	0.65090184946794	0.898198160753243	8889	0.12993263322813	0.287137798434037	165.030237167078	0.452509679800929
DPH5|ENSG00000117543.22|chr1	260	455	279	450	204	361	0.393630773808528	0.767753213759941	5605	-0.194141248275693	0.227584454068909	322.343015584716	-0.853051448834509
S1PR1|ENSG00000170989.10|chr1	11	11	21	46	7	18	0.636456369898191	1	8677	0.390117164117069	0.825366774640896	17.9575508449501	0.472659157241704
OLFM3|ENSG00000118733.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
COL11A1|ENSG00000060718.22|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
AMY2B|ENSG00000240038.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
AMY2A|ENSG00000243480.8|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
AMY1A|ENSG00000237763.10|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
AMY1B|ENSG00000174876.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
AMY1C|ENSG00000187733.7|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PRMT6|ENSG00000198890.9|chr1	450	640	400	521	430	465	0.118348836099131	0.490657059488268	2185	-0.262825898389398	0.168290241467673	475.77196382163	-1.5617417629048
NTNG1|ENSG00000162631.20|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
VAV3|ENSG00000134215.16|chr1	47	35	32	31	17	81	0.856903879347956	1	11504	-0.106328709628198	0.589677271579101	39.1145151247011	-0.180316784710829
SLC25A24|ENSG00000085491.17|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NBPF4|ENSG00000196427.14|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NBPF6|ENSG00000186086.19|chr1	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
