RIBO-DMSO-1	RIBO-DMSO-2	RIBO-DMSO-3	RIBO-TPG-1	RIBO-TPG-2	RIBO-TPG-3
ORC2|ENSG00000115942.9|chr2	185	222	208	182	235	174
FAM126B|ENSG00000155744.10|chr2	163	119	82	70	18	93
NDUFB3|ENSG00000119013.10|chr2	2553	3193	2768	1997	1345	1358
CFLAR|ENSG00000003402.21|chr2	95	147	122	154	101	187
CASP10|ENSG00000003400.16|chr2	0	22	7	0	0	14
CASP8|ENSG00000064012.24|chr2	275	319	236	273	195	245
FLACC1|ENSG00000155749.13|chr2	0	0	0	0	0	0
TRAK2|ENSG00000115993.13|chr2	162	164	157	100	64	27
STRADB|ENSG00000082146.13|chr2	161	175	185	81	39	110
C2CD6|ENSG00000155754.15|chr2	0	0	0	0	0	0
TMEM237|ENSG00000155755.20|chr2	438	420	365	246	244	121
MPP4|ENSG00000082126.18|chr2	0	0	0	0	0	0
ALS2|ENSG00000003393.16|chr2	41	52	25	32	79	12
FZD7|ENSG00000155760.3|chr2	230	330	211	356	355	182
SUMO1|ENSG00000116030.17|chr2	1021	1279	956	786	700	790
NOP58|ENSG00000055044.11|chr2	1337	1632	1297	1983	1485	1295
BMPR2|ENSG00000204217.16|chr2	174	277	184	174	107	64
FAM117B|ENSG00000138439.12|chr2	192	107	86	146	66	134
ICA1L|ENSG00000163596.17|chr2	175	226	194	211	159	143
WDR12|ENSG00000138442.11|chr2	531	661	563	668	556	516
CARF|ENSG00000138380.18|chr2	13	0	8	10	7	0
NBEAL1|ENSG00000144426.19|chr2	35	19	24	28	16	0
CYP20A1|ENSG00000119004.17|chr2	371	348	349	323	314	202
ABI2|ENSG00000138443.17|chr2	764	931	728	795	721	242
RAPH1|ENSG00000173166.18|chr2	104	79	42	103	57	101
CD28|ENSG00000178562.18|chr2	0	0	0	0	0	0
CTLA4|ENSG00000163599.18|chr2	0	0	0	0	0	0
ICOS|ENSG00000163600.13|chr2	0	0	0	0	0	0
PARD3B|ENSG00000116117.19|chr2	10	18	39	51	1	9
NRP2|ENSG00000118257.17|chr2	66	83	68	90	58	10
INO80D|ENSG00000114933.16|chr2	0	0	0	0	0	0
NDUFS1|ENSG00000023228.14|chr2	11	7	0	0	0	0
EEF1B2|ENSG00000114942.14|chr2	11	10	0	11	0	3
CMKLR2|ENSG00000183671.13|chr2	0	0	0	0	0	0
ZDBF2|ENSG00000204186.10|chr2	0	0	0	0	0	0
ADAM23|ENSG00000114948.13|chr2	113	165	99	47	72	2
FAM237A|ENSG00000235118.9|chr2	2	0	0	0	0	0
DYTN|ENSG00000232125.5|chr2	0	0	0	0	0	0
MDH1B|ENSG00000138400.13|chr2	0	6	0	0	0	0
FASTKD2|ENSG00000118246.14|chr2	251	320	236	310	369	260
CPO|ENSG00000144410.5|chr2	0	0	0	0	0	0
KLF7|ENSG00000118263.15|chr2	51	68	49	52	57	66
CREB1|ENSG00000118260.15|chr2	310	338	192	188	256	267
METTL21A|ENSG00000144401.14|chr2	93	151	110	142	129	215
CCNYL1|ENSG00000163249.13|chr2	155	257	293	139	286	62
FZD5|ENSG00000163251.4|chr2	147	140	111	74	66	33
PLEKHM3|ENSG00000178385.15|chr2	38	90	74	65	31	67
CRYGD|ENSG00000118231.5|chr2	0	0	0	0	0	0
CRYGC|ENSG00000163254.5|chr2	0	0	0	0	0	0
CRYGB|ENSG00000182187.4|chr2	0	0	0	0	0	0
CRYGA|ENSG00000168582.5|chr2	0	0	0	0	0	0
C2orf80|ENSG00000188674.11|chr2	0	0	0	0	0	0
IDH1|ENSG00000138413.14|chr2	284	452	375	372	177	222
PIKFYVE|ENSG00000115020.17|chr2	52	65	28	101	37	29
PTH2R|ENSG00000144407.10|chr2	0	0	0	0	0	0
MAP2|ENSG00000078018.21|chr2	4	42	2	11	38	0
UNC80|ENSG00000144406.19|chr2	0	0	0	0	0	0
RPE|ENSG00000197713.15|chr2	323	341	285	278	506	281
KANSL1L|ENSG00000144445.17|chr2	4	0	0	0	0	0
ACADL|ENSG00000115361.8|chr2	19	37	38	45	8	1
LANCL1|ENSG00000115365.12|chr2	388	450	293	271	345	254
CPS1|ENSG00000021826.18|chr2	1	49	27	14	28	1
ERBB4|ENSG00000178568.15|chr2	0	9	27	4	0	0
IKZF2|ENSG00000030419.17|chr2	25	13	8	4	22	23
SPAG16|ENSG00000144451.20|chr2	0	0	0	0	0	0
VWC2L|ENSG00000174453.10|chr2	0	0	0	0	0	0
BARD1|ENSG00000138376.11|chr2	247	302	289	397	445	267
ABCA12|ENSG00000144452.15|chr2	0	0	4	0	0	0
ATIC|ENSG00000138363.15|chr2	3175	4223	2890	4756	3713	3161
FN1|ENSG00000115414.21|chr2	22	56	49	46	35	17
MREG|ENSG00000118242.16|chr2	107	118	74	102	69	15
PECR|ENSG00000115425.14|chr2	175	240	127	69	151	86
TMEM169|ENSG00000163449.11|chr2	0	6	10	0	3	0
XRCC5|ENSG00000079246.16|chr2	4358	4772	4096	5437	4943	3647
MARCHF4|ENSG00000144583.5|chr2	0	0	0	0	0	0
SMARCAL1|ENSG00000138375.14|chr2	102	92	57	113	98	138
RPL37A|ENSG00000197756.10|chr2	23791	27901	19572	25566	22346	18547
IGFBP2|ENSG00000115457.10|chr2	354	599	369	398	351	209
IGFBP5|ENSG00000115461.5|chr2	202	278	207	71	100	76
TNP1|ENSG00000118245.2|chr2	0	0	0	0	0	0
TNS1|ENSG00000079308.20|chr2	5	0	0	0	0	0
RUFY4|ENSG00000188282.13|chr2	0	0	0	0	0	0
CXCR2|ENSG00000180871.8|chr2	0	0	0	0	0	0
CXCR1|ENSG00000163464.8|chr2	0	0	0	0	0	0
ARPC2|ENSG00000163466.16|chr2	5158	6590	4598	3174	3148	2769
GPBAR1|ENSG00000179921.15|chr2	0	10	0	0	0	0
AAMP|ENSG00000127837.10|chr2	2611	3883	2794	3214	3066	2231
PNKD|ENSG00000127838.15|chr2	75	114	66	22	36	71
TMBIM1|ENSG00000135926.15|chr2	135	195	141	107	82	66
CATIP|ENSG00000158428.4|chr2	0	0	0	0	0	0
SLC11A1|ENSG00000018280.17|chr2	7	2	0	0	0	0
CTDSP1|ENSG00000144579.8|chr2	399	648	286	296	281	190
VIL1|ENSG00000127831.11|chr2	0	0	0	0	0	0
USP37|ENSG00000135913.11|chr2	141	231	145	258	195	221
CNOT9|ENSG00000144580.14|chr2	801	1056	869	772	496	636
PLCD4|ENSG00000115556.14|chr2	0	0	0	0	0	0
ZNF142|ENSG00000115568.16|chr2	97	142	159	117	82	40
BCS1L|ENSG00000074582.15|chr2	537	617	334	425	396	318
RNF25|ENSG00000163481.8|chr2	8	10	8	30	13	0
STK36|ENSG00000163482.12|chr2	84	72	88	156	73	122
TTLL4|ENSG00000135912.11|chr2	77	184	123	193	76	114
CYP27A1|ENSG00000135929.9|chr2	18	5	0	0	0	0
WNT6|ENSG00000115596.4|chr2	0	2	0	12	0	0
WNT10A|ENSG00000135925.9|chr2	0	0	0	0	0	0
CDK5R2|ENSG00000171450.6|chr2	7	6	0	39	0	0
FEV|ENSG00000163497.3|chr2	0	0	0	0	0	0
CRYBA2|ENSG00000163499.12|chr2	0	0	0	0	0	0
CFAP65|ENSG00000181378.14|chr2	17	19	8	25	0	0
IHH|ENSG00000163501.7|chr2	0	0	0	0	0	0
NHEJ1|ENSG00000187736.14|chr2	174	204	218	221	206	273
SLC23A3|ENSG00000213901.11|chr2	0	0	0	0	0	0
CNPPD1|ENSG00000115649.16|chr2	219	229	183	376	347	244
RETREG2|ENSG00000144567.11|chr2	204	141	103	109	96	79
ZFAND2B|ENSG00000158552.13|chr2	112	170	93	130	202	100
ABCB6|ENSG00000115657.14|chr2	251	208	215	144	147	74
ATG9A|ENSG00000198925.12|chr2	456	551	351	271	402	185
ANKZF1|ENSG00000163516.14|chr2	87	60	39	83	141	124
GLB1L|ENSG00000163521.16|chr2	102	135	105	29	60	107
STK16|ENSG00000115661.14|chr2	174	266	189	95	142	160
TUBA4A|ENSG00000127824.15|chr2	0	3	0	13	0	0
TUBA4B|ENSG00000243910.8|chr2	0	0	0	0	0	0
DNAJB2|ENSG00000135924.17|chr2	133	169	99	175	79	66
PTPRN|ENSG00000054356.14|chr2	0	0	0	0	0	0
RESP18|ENSG00000182698.12|chr2	0	0	0	0	0	0
DNPEP|ENSG00000123992.20|chr2	380	371	278	249	341	225
DES|ENSG00000175084.13|chr2	0	0	4	0	0	0
SPEG|ENSG00000072195.15|chr2	0	0	2	0	0	0
ENSG00000286143|ENSG00000286143.1|chr2	0	0	0	0	0	0
SPEGNB|ENSG00000286095.3|chr2	0	0	0	0	0	0
GMPPA|ENSG00000144591.20|chr2	207	205	226	190	210	110
ASIC4|ENSG00000072182.14|chr2	0	0	0	0	0	0
CHPF|ENSG00000123989.15|chr2	290	460	322	357	367	335
TMEM198|ENSG00000188760.11|chr2	41	69	96	40	42	47
OBSL1|ENSG00000124006.15|chr2	5	13	15	12	14	0
INHA|ENSG00000123999.5|chr2	0	6	0	0	0	13
STK11IP|ENSG00000144589.22|chr2	110	73	85	121	58	104
SLC4A3|ENSG00000114923.17|chr2	15	15	8	0	3	0
PAX3|ENSG00000135903.20|chr2	55	97	45	16	61	31
ENSG00000288658|ENSG00000288658.2|chr2	126	101	58	55	95	39
SGPP2|ENSG00000163082.10|chr2	336	375	277	200	238	275
FARSB|ENSG00000116120.11|chr2	1624	1992	1668	1717	1680	1365
MOGAT1|ENSG00000124003.13|chr2	0	0	0	0	0	0
ACSL3|ENSG00000123983.15|chr2	1346	1318	1195	1267	1232	864
KCNE4|ENSG00000152049.7|chr2	0	0	0	0	0	0
SCG2|ENSG00000171951.5|chr2	0	0	0	0	0	0
AP1S3|ENSG00000152056.18|chr2	457	564	364	377	238	145
WDFY1|ENSG00000085449.15|chr2	159	196	120	145	151	52
MRPL44|ENSG00000135900.4|chr2	364	573	361	463	445	304
SERPINE2|ENSG00000135919.14|chr2	548	640	584	477	403	327
FAM124B|ENSG00000124019.10|chr2	0	0	0	0	0	0
CUL3|ENSG00000036257.14|chr2	683	560	376	432	362	311
DOCK10|ENSG00000135905.21|chr2	0	0	0	0	0	0
NYAP2|ENSG00000144460.13|chr2	0	0	0	0	0	0
RHBDD1|ENSG00000144468.17|chr2	122	102	85	142	98	80
COL4A4|ENSG00000081052.14|chr2	27	28	68	9	17	46
COL4A3|ENSG00000169031.21|chr2	9	4	11	0	1	0
MFF|ENSG00000168958.20|chr2	1007	1004	777	587	428	469
TM4SF20|ENSG00000168955.4|chr2	0	0	0	0	0	0
AGFG1|ENSG00000173744.18|chr2	406	453	461	387	276	475
SLC19A3|ENSG00000135917.16|chr2	8	6	4	14	0	8
CCL20|ENSG00000115009.13|chr2	0	0	0	0	0	0
DAW1|ENSG00000123977.10|chr2	0	0	0	0	0	0
SPHKAP|ENSG00000153820.13|chr2	0	0	0	0	0	0
PID1|ENSG00000153823.19|chr2	0	0	0	0	0	0
DNER|ENSG00000187957.8|chr2	1	0	0	0	0	0
TRIP12|ENSG00000153827.14|chr2	581	647	628	685	580	352
FBXO36|ENSG00000153832.12|chr2	12	0	0	1	0	24
SLC16A14|ENSG00000163053.11|chr2	53	89	69	70	0	0
SP110|ENSG00000135899.20|chr2	43	23	23	34	43	37
SP140|ENSG00000079263.19|chr2	0	0	0	0	0	0
SP140L|ENSG00000185404.17|chr2	0	0	0	0	0	0
SP100|ENSG00000067066.17|chr2	0	0	0	0	0	0
CAB39|ENSG00000135932.12|chr2	175	216	120	199	125	210
ITM2C|ENSG00000135916.16|chr2	761	1121	757	789	600	643
GPR55|ENSG00000135898.10|chr2	0	0	0	0	0	0
C2orf72|ENSG00000204128.6|chr2	38	47	55	23	27	27
HTR2B|ENSG00000135914.6|chr2	0	0	0	0	0	0
ARMC9|ENSG00000135931.19|chr2	18	31	42	20	28	1
B3GNT7|ENSG00000156966.7|chr2	0	0	0	0	0	0
NCL|ENSG00000115053.17|chr2	5925	7136	5753	6727	5505	4903
NMUR1|ENSG00000171596.7|chr2	7	0	0	8	0	0
TEX44|ENSG00000177673.4|chr2	0	0	0	0	0	0
PTMA|ENSG00000187514.17|chr2	6153	9237	6987	5440	4501	3898
PDE6D|ENSG00000156973.14|chr2	408	524	349	450	201	302
COPS7B|ENSG00000144524.18|chr2	305	425	346	285	259	271
DIS3L2|ENSG00000144535.20|chr2	24	31	49	14	55	0
ALPP|ENSG00000163283.7|chr2	40	13	15	18	12	18
ALPG|ENSG00000163286.9|chr2	16	0	0	0	6	1
ALPI|ENSG00000163295.5|chr2	0	0	0	0	0	0
ECEL1|ENSG00000171551.12|chr2	67	34	78	56	35	14
PRSS56|ENSG00000237412.7|chr2	0	1	0	0	0	0
CHRND|ENSG00000135902.10|chr2	0	0	0	0	0	0
CHRNG|ENSG00000196811.13|chr2	0	0	0	0	0	0
TIGD1|ENSG00000221944.9|chr2	139	108	104	144	101	155
EIF4E2|ENSG00000135930.15|chr2	1304	1693	1097	810	417	509
EFHD1|ENSG00000115468.13|chr2	327	551	372	534	311	199
GIGYF2|ENSG00000204120.16|chr2	74	70	76	59	88	16
KCNJ13|ENSG00000115474.7|chr2	0	0	0	0	0	0
SNORC|ENSG00000182600.10|chr2	0	13	0	0	0	0
NGEF|ENSG00000066248.15|chr2	62	53	30	46	44	17
INPP5D|ENSG00000168918.14|chr2	0	0	0	0	0	0
ATG16L1|ENSG00000085978.22|chr2	0	0	0	0	0	0
SAG|ENSG00000130561.17|chr2	0	0	0	0	0	0
DGKD|ENSG00000077044.11|chr2	113	222	117	122	123	57
USP40|ENSG00000085982.15|chr2	52	101	103	15	5	0
UGT1A8|ENSG00000242366.4|chr2	0	0	0	0	0	0
UGT1A10|ENSG00000242515.6|chr2	0	0	0	0	0	0
UGT1A9|ENSG00000241119.2|chr2	0	0	0	0	0	0
UGT1A7|ENSG00000244122.3|chr2	0	0	0	0	0	0
UGT1A6|ENSG00000167165.19|chr2	0	0	0	0	0	0
UGT1A5|ENSG00000288705.1|chr2	0	0	0	0	0	0
UGT1A4|ENSG00000244474.6|chr2	0	0	0	0	0	0
UGT1A3|ENSG00000288702.1|chr2	0	0	0	0	0	0
UGT1A1|ENSG00000241635.8|chr2	0	0	0	0	0	0
MROH2A|ENSG00000185038.15|chr2	0	0	0	0	0	0
HJURP|ENSG00000123485.12|chr2	186	231	218	291	283	221
ARL4C|ENSG00000188042.8|chr2	493	693	392	478	513	378
SH3BP4|ENSG00000130147.16|chr2	138	142	120	128	126	114
AGAP1|ENSG00000157985.20|chr2	158	179	168	145	157	53
GBX2|ENSG00000168505.7|chr2	25	78	40	58	2	22
ASB18|ENSG00000182177.15|chr2	4	0	0	0	0	0
IQCA1|ENSG00000132321.17|chr2	0	0	0	0	0	0
ACKR3|ENSG00000144476.6|chr2	0	0	0	0	0	0
COPS8|ENSG00000198612.11|chr2	1542	1639	1298	1151	1096	1076
COL6A3|ENSG00000163359.17|chr2	0	0	0	0	0	0
MLPH|ENSG00000115648.14|chr2	0	0	0	0	0	0
RAB17|ENSG00000124839.13|chr2	0	4	7	4	3	23
LRRFIP1|ENSG00000124831.20|chr2	23	7	10	7	19	17
RAMP1|ENSG00000132329.11|chr2	205	307	228	240	206	103
UBE2F|ENSG00000184182.19|chr2	349	373	333	281	139	74
SCLY|ENSG00000132330.18|chr2	171	233	226	151	132	208
ESPNL|ENSG00000144488.15|chr2	0	0	0	0	0	0
KLHL30|ENSG00000168427.9|chr2	0	0	0	0	0	0
ERFE|ENSG00000178752.16|chr2	384	405	250	210	450	172
ILKAP|ENSG00000132323.9|chr2	544	569	482	812	562	374
HES6|ENSG00000144485.11|chr2	805	709	608	363	435	328
PER2|ENSG00000132326.12|chr2	13	18	49	80	18	18
TRAF3IP1|ENSG00000204104.12|chr2	169	117	118	182	181	121
ASB1|ENSG00000065802.12|chr2	250	258	176	278	205	62
HDAC4|ENSG00000068024.18|chr2	34	58	24	56	77	86
NDUFA10|ENSG00000130414.13|chr2	1124	1222	960	1195	773	866
COPS9|ENSG00000172428.11|chr2	3713	3992	3024	3485	2810	2041
OTOS|ENSG00000178602.8|chr2	0	0	0	0	0	0
GPC1|ENSG00000063660.9|chr2	57	121	111	68	4	85
ANKMY1|ENSG00000144504.16|chr2	17	3	8	0	0	0
DUSP28|ENSG00000188542.10|chr2	106	125	75	173	113	57
RNPEPL1|ENSG00000142327.13|chr2	85	132	105	114	39	11
CAPN10|ENSG00000142330.20|chr2	176	142	127	119	51	130
GPR35|ENSG00000178623.13|chr2	0	0	0	0	6	0
AQP12B|ENSG00000185176.13|chr2	0	0	0	0	0	0
AQP12A|ENSG00000184945.15|chr2	0	0	0	0	0	0
KIF1A|ENSG00000130294.18|chr2	624	874	663	549	589	513
AGXT|ENSG00000172482.5|chr2	0	0	0	0	0	0
MAB21L4|ENSG00000172478.18|chr2	0	0	0	0	0	0
CROCC2|ENSG00000226321.6|chr2	0	0	0	0	0	0
MTERF4|ENSG00000122085.17|chr2	131	192	105	296	99	50
PASK|ENSG00000115687.14|chr2	128	59	39	64	45	82
PPP1R7|ENSG00000115685.15|chr2	703	743	712	767	663	512
ANO7|ENSG00000146205.15|chr2	14	37	20	15	0	0
HDLBP|ENSG00000115677.18|chr2	3102	3487	2436	2097	2078	1608
FARP2|ENSG00000006607.14|chr2	1	8	8	0	13	0
STK25|ENSG00000115694.15|chr2	665	959	825	920	999	939
BOK|ENSG00000176720.6|chr2	1	0	12	20	1	8
THAP4|ENSG00000176946.13|chr2	1061	1082	894	572	407	460
ATG4B|ENSG00000168397.17|chr2	470	396	399	528	425	402
DTYMK|ENSG00000168393.13|chr2	2806	3394	2443	2404	2165	2005
ING5|ENSG00000168395.16|chr2	71	132	31	175	73	79
D2HGDH|ENSG00000180902.18|chr2	152	155	106	183	215	136
GAL3ST2|ENSG00000154252.12|chr2	0	0	0	0	0	0
NEU4|ENSG00000204099.12|chr2	0	0	0	0	0	0
PDCD1|ENSG00000188389.11|chr2	0	0	0	0	0	0
RTP5|ENSG00000188011.5|chr2	0	0	0	0	0	0
FAM240C|ENSG00000216921.9|chr2	0	0	0	0	0	0
CHL1|ENSG00000134121.10|chr3	0	0	0	0	0	0
CNTN6|ENSG00000134115.13|chr3	0	0	0	0	0	0
CNTN4|ENSG00000144619.15|chr3	0	0	0	0	0	0
IL5RA|ENSG00000091181.20|chr3	0	0	0	0	0	0
TRNT1|ENSG00000072756.18|chr3	178	125	59	153	216	173
CRBN|ENSG00000113851.16|chr3	334	483	322	400	450	201
SUMF1|ENSG00000144455.14|chr3	100	143	108	77	94	50
LRRN1|ENSG00000175928.6|chr3	0	0	0	0	0	3
SETMAR|ENSG00000170364.13|chr3	81	81	97	60	74	89
ITPR1|ENSG00000150995.21|chr3	61	86	94	104	73	67
BHLHE40|ENSG00000134107.5|chr3	41	74	21	87	92	102
ARL8B|ENSG00000134108.14|chr3	856	860	705	607	566	461
EDEM1|ENSG00000134109.11|chr3	70	78	76	49	40	44
GRM7|ENSG00000196277.16|chr3	0	0	0	0	0	0
LMCD1|ENSG00000071282.12|chr3	198	154	120	224	264	179
SSUH2|ENSG00000125046.16|chr3	0	0	0	7	0	0
CAV3|ENSG00000182533.7|chr3	0	0	0	0	0	0
OXTR|ENSG00000180914.11|chr3	55	59	21	39	147	15
RAD18|ENSG00000070950.10|chr3	280	287	360	389	378	424
SRGAP3|ENSG00000196220.17|chr3	6	13	10	5	1	1
THUMPD3|ENSG00000134077.16|chr3	339	404	389	453	358	137
SETD5|ENSG00000168137.20|chr3	1078	1358	860	1200	1135	836
LHFPL4|ENSG00000156959.9|chr3	137	149	170	140	167	173
MTMR14|ENSG00000163719.20|chr3	316	351	301	240	305	240
CPNE9|ENSG00000144550.14|chr3	9	5	8	0	0	0
BRPF1|ENSG00000156983.17|chr3	359	624	469	684	542	674
OGG1|ENSG00000114026.22|chr3	126	176	159	127	136	91
CAMK1|ENSG00000134072.11|chr3	1306	1630	1194	1399	898	1025
TADA3|ENSG00000171148.14|chr3	336	383	276	255	157	199
ARPC4|ENSG00000241553.13|chr3	1165	2002	1372	1612	1173	1133
ARPC4-TTLL3|ENSG00000250151.9|chr3	14	11	4	8	23	33
TTLL3|ENSG00000214021.17|chr3	13	19	0	49	27	15
RPUSD3|ENSG00000156990.14|chr3	2115	2501	1993	2618	1920	1769
CIDEC|ENSG00000187288.12|chr3	0	1	0	0	0	0
JAGN1|ENSG00000171135.15|chr3	1358	1602	1206	1486	1252	943
IL17RE|ENSG00000163701.19|chr3	0	0	0	0	0	0
IL17RC|ENSG00000163702.21|chr3	3	0	0	0	0	9
CRELD1|ENSG00000163703.20|chr3	114	119	125	117	119	161
PRRT3|ENSG00000163704.12|chr3	54	97	75	130	139	22
EMC3|ENSG00000125037.13|chr3	1808	1632	1277	1255	1268	1135
FANCD2|ENSG00000144554.13|chr3	485	588	400	547	578	416
FANCD2OS|ENSG00000163705.13|chr3	0	0	0	0	0	0
BRK1|ENSG00000254999.4|chr3	3185	3582	2783	2642	2229	1929
VHL|ENSG00000134086.9|chr3	1341	1437	1251	1177	899	885
IRAK2|ENSG00000134070.5|chr3	18	31	20	38	23	85
GHRL|ENSG00000157017.16|chr3	0	0	0	0	0	0
SEC13|ENSG00000157020.18|chr3	2788	3243	2364	3238	2594	2895
ATP2B2|ENSG00000157087.20|chr3	0	0	0	0	0	0
SLC6A11|ENSG00000132164.10|chr3	11	3	0	8	1	0
SLC6A1|ENSG00000157103.13|chr3	0	0	0	0	0	0
HRH1|ENSG00000196639.7|chr3	2	4	0	16	0	1
ATG7|ENSG00000197548.13|chr3	200	187	208	152	103	166
VGLL4|ENSG00000144560.16|chr3	407	482	354	308	210	138
TAMM41|ENSG00000144559.11|chr3	286	263	263	471	248	253
SYN2|ENSG00000157152.17|chr3	1	8	19	17	9	0
TIMP4|ENSG00000157150.5|chr3	0	0	0	0	0	0
PPARG|ENSG00000132170.24|chr3	149	154	54	50	54	0
TSEN2|ENSG00000154743.19|chr3	83	77	89	66	24	15
MKRN2OS|ENSG00000225526.6|chr3	0	6	0	15	0	0
MKRN2|ENSG00000075975.17|chr3	565	515	398	687	474	632
RAF1|ENSG00000132155.14|chr3	259	422	282	298	387	219
TMEM40|ENSG00000088726.16|chr3	7	11	0	0	0	0
CAND2|ENSG00000144712.13|chr3	99	143	127	104	44	97
ENSG00000289809|ENSG00000289809.1|chr3	0	0	0	0	0	0
RPL32|ENSG00000144713.13|chr3	51705	63102	48678	57703	52101	40533
IQSEC1|ENSG00000144711.16|chr3	110	68	68	114	53	71
NUP210|ENSG00000132182.13|chr3	598	612	438	337	198	199
HDAC11|ENSG00000163517.15|chr3	32	63	34	128	57	35
FBLN2|ENSG00000163520.14|chr3	0	0	0	0	0	0
WNT7A|ENSG00000154764.6|chr3	0	0	0	0	0	0
CHCHD4|ENSG00000163528.13|chr3	818	1142	937	996	882	917
TMEM43|ENSG00000170876.8|chr3	626	876	590	633	544	590
XPC|ENSG00000154767.15|chr3	178	274	235	411	437	322
LSM3|ENSG00000170860.4|chr3	7369	8014	6316	4834	3902	4384
SLC6A6|ENSG00000131389.18|chr3	36	90	11	14	57	32
GRIP2|ENSG00000144596.13|chr3	0	0	4	0	0	0
CCDC174|ENSG00000154781.17|chr3	61	101	28	166	110	150
C3orf20|ENSG00000131379.10|chr3	0	0	0	0	0	0
FGD5|ENSG00000154783.12|chr3	0	0	0	0	0	0
NR2C2|ENSG00000177463.16|chr3	63	93	53	82	6	33
MRPS25|ENSG00000131368.9|chr3	1283	1145	988	1154	1362	869
RBSN|ENSG00000131381.12|chr3	202	153	132	233	135	217
CAPN7|ENSG00000131375.10|chr3	260	223	254	178	190	121
SH3BP5|ENSG00000131370.16|chr3	780	826	644	754	647	537
METTL6|ENSG00000206562.12|chr3	276	314	157	357	316	343
EAF1|ENSG00000144597.14|chr3	225	279	185	293	309	179
COLQ|ENSG00000206561.14|chr3	0	1	0	0	0	0
HACL1|ENSG00000131373.15|chr3	461	547	402	433	466	539
BTD|ENSG00000169814.17|chr3	88	75	86	142	149	65
ANKRD28|ENSG00000206560.12|chr3	159	182	132	151	150	137
GALNT15|ENSG00000131386.20|chr3	0	0	0	0	0	0
DPH3|ENSG00000154813.10|chr3	804	1077	839	706	607	707
OXNAD1|ENSG00000154814.14|chr3	119	230	126	239	126	131
RFTN1|ENSG00000131378.14|chr3	135	170	156	104	172	101
DAZL|ENSG00000092345.14|chr3	0	0	0	0	0	0
PLCL2|ENSG00000154822.18|chr3	0	0	0	0	0	0
TBC1D5|ENSG00000131374.15|chr3	173	183	145	87	172	10
SATB1|ENSG00000182568.18|chr3	424	497	370	335	286	207
KCNH8|ENSG00000183960.9|chr3	0	0	0	0	0	0
EFHB|ENSG00000163576.18|chr3	0	0	0	0	0	0
RAB5A|ENSG00000144566.11|chr3	205	389	350	387	572	367
PP2D1|ENSG00000183977.14|chr3	0	0	0	0	0	0
KAT2B|ENSG00000114166.8|chr3	153	168	83	110	54	64
SGO1|ENSG00000129810.15|chr3	198	270	178	185	151	273
ZNF385D|ENSG00000151789.12|chr3	0	0	0	0	0	0
UBE2E2|ENSG00000182247.10|chr3	312	506	336	240	276	282
UBE2E1|ENSG00000170142.12|chr3	3397	3765	3069	3333	2813	2576
NKIRAS1|ENSG00000197885.11|chr3	146	210	149	127	215	19
RPL15|ENSG00000174748.22|chr3	19261	25094	18426	23754	19859	16396
NR1D2|ENSG00000174738.13|chr3	197	190	215	223	151	108
THRB|ENSG00000151090.20|chr3	175	139	77	151	77	42
RARB|ENSG00000077092.20|chr3	1	16	9	28	30	0
TOP2B|ENSG00000077097.17|chr3	1256	1092	1121	1222	962	663
NGLY1|ENSG00000151092.18|chr3	307	330	315	419	410	199
OXSM|ENSG00000151093.8|chr3	117	118	48	86	106	39
LRRC3B|ENSG00000179796.13|chr3	0	0	0	0	0	0
NEK10|ENSG00000163491.17|chr3	0	0	0	0	0	0
SLC4A7|ENSG00000033867.17|chr3	48	145	84	68	87	39
EOMES|ENSG00000163508.13|chr3	74	136	70	65	62	41
CMC1|ENSG00000187118.14|chr3	315	386	376	297	213	276
AZI2|ENSG00000163512.14|chr3	266	282	194	220	299	143
ZCWPW2|ENSG00000206559.8|chr3	0	0	0	0	0	0
RBMS3|ENSG00000144642.22|chr3	72	58	70	25	1	56
TGFBR2|ENSG00000163513.19|chr3	21	43	61	48	21	18
GADL1|ENSG00000144644.15|chr3	1	3	6	0	0	0
STT3B|ENSG00000163527.10|chr3	495	739	502	521	443	298
OSBPL10|ENSG00000144645.16|chr3	53	32	52	64	88	46
ZNF860|ENSG00000197385.6|chr3	0	0	0	0	0	0
GPD1L|ENSG00000152642.11|chr3	323	315	211	286	152	235
CMTM8|ENSG00000170293.9|chr3	562	684	367	365	350	345
CMTM7|ENSG00000153551.14|chr3	360	363	324	249	319	147
CMTM6|ENSG00000091317.8|chr3	1804	2599	1780	1290	1068	891
DYNC1LI1|ENSG00000144635.9|chr3	706	843	692	1086	913	622
CNOT10|ENSG00000182973.20|chr3	182	208	182	295	296	277
TRIM71|ENSG00000206557.6|chr3	13	6	14	2	0	0
CCR4|ENSG00000183813.7|chr3	0	2	1	0	0	0
GLB1|ENSG00000170266.16|chr3	323	404	264	355	264	286
TMPPE|ENSG00000188167.9|chr3	0	2	9	0	0	0
CRTAP|ENSG00000170275.15|chr3	1253	1529	1328	862	927	689
SUSD5|ENSG00000173705.9|chr3	175	187	95	185	139	211
FBXL2|ENSG00000153558.16|chr3	22	46	28	27	1	49
UBP1|ENSG00000153560.12|chr3	286	368	273	336	314	231
CLASP2|ENSG00000163539.18|chr3	177	217	173	174	164	171
PDCD6IP|ENSG00000170248.15|chr3	508	530	516	558	467	470
ARPP21|ENSG00000172995.17|chr3	0	0	0	0	0	0
