gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
SH3BP5	785	832	654	769	647	544
SH3BP5L	9	26	12	33	0	14
SH3D19	52	138	54	158	93	95
SH3D21	50	3	28	52	28	1
SH3GL1	581	646	508	522	450	383
SH3GL2	74	89	87	105	87	34
SH3GL3	424	613	479	399	343	265
SH3GLB1	600	683	560	488	548	327
SH3GLB2	610	738	571	586	556	416
SH3KBP1	508	538	382	170	186	176
SH3PXD2A	15	29	15	30	21	60
SH3PXD2B	13	30	52	23	46	1
SH3RF1	320	335	289	342	147	231
SH3RF2	5	25	18	0	0	0
SH3RF3	51	62	66	69	29	96
SH3TC1	0	3	0	0	0	0
SH3TC2	0	0	0	0	0	0
SH3YL1	27	33	17	10	17	27
SHANK1	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0
SHANK3	9	3	1	0	0	0
SHARPIN	235	208	247	104	190	128
SHB	166	245	188	192	223	112
SHBG	2	12	0	9	20	0
SHC1	261	348	315	201	286	172
SHC2	72	52	19	13	60	33
SHC3	14	7	10	34	20	17
SHC4	0	5	0	8	10	4
SHCBP1	555	612	316	785	717	590
SHCBP1L	0	0	0	0	0	0
SHD	0	0	3	0	1	4
SHE	0	0	0	0	0	0
SHF	15	27	8	19	8	2
SHFL	0	0	0	0	9	0
SHH	0	5	5	0	0	0
SHISA2	117	108	128	311	210	151
SHISA3	6	4	1	0	0	0
SHISA4	19	0	0	0	37	0
SHISA5	781	1009	673	708	748	467
SHISA6	0	0	0	0	0	0
SHISA7	0	0	0	0	0	0
SHISA8	34	139	108	92	37	7
SHISA9	0	0	0	0	0	0
SHISAL1	21	14	20	8	0	0
SHISAL2A	0	0	0	0	0	0
SHISAL2B	14	38	17	48	9	48
SHKBP1	736	957	777	860	579	529
SHLD1	62	59	47	79	66	38
SHLD2	220	265	212	124	80	139
SHLD3	49	78	65	105	160	73
SHMT1	2	0	0	0	10	0
SHMT2	2852	3139	2724	4836	3884	2676
SHOC1	0	0	0	4	0	0
SHOC2	167	279	170	224	134	87
SHOX	0	0	0	0	0	0
SHOX2	177	187	136	55	136	60
SHPK	124	154	151	186	117	106
SHPRH	362	410	185	303	410	210
SHQ1	394	473	261	386	324	154
SHROOM1	28	62	80	71	117	41
SHROOM2	0	0	0	0	0	0
SHROOM3	114	159	174	122	131	47
SHROOM4	0	0	0	0	0	0
SHTN1	330	449	234	325	279	310
SI	0	0	0	0	0	0
SIAE	62	79	95	146	81	51
SIAH1	177	337	307	352	390	291
SIAH2	224	363	294	363	327	378
SIAH3	0	0	0	0	0	0
SIDT1	2	0	0	1	5	0
SIDT2	46	80	79	28	19	19
SIGIRR	266	345	361	344	265	204
SIGLEC1	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
SIGLEC15	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	8167	9975	8084	7056	5733	4753
SIK1	0	0	0	0	0	0
SIK1B	0	0	0	0	0	0
SIK2	95	70	61	80	83	26
SIK3	145	195	183	206	64	98
SIKE1	336	519	421	273	305	213
SIL1	145	127	169	227	327	202
SIM1	45	90	17	14	84	35
SIM2	443	524	380	259	322	275
SIMC1	135	174	158	161	175	102
SIN3A	638	962	646	648	847	567
SIN3B	603	717	556	536	528	443
SINHCAF	7	3	0	2	0	0
SIPA1	13	35	40	16	14	16
SIPA1L1	235	243	168	200	170	66
SIPA1L2	194	251	253	278	280	128
SIPA1L3	202	269	179	151	136	34
SIRPA	64	121	90	30	66	47
SIRPB1	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0
SIRT1	269	196	261	195	267	232
SIRT2	0	0	0	0	0	6
SIRT3	93	148	128	124	69	99
SIRT4	7	17	9	0	1	0
SIRT5	180	233	155	165	166	191
SIRT6	215	178	98	192	147	76
SIRT7	248	290	247	415	337	395
SIT1	0	0	0	0	0	0
SIVA1	5753	7107	5147	4490	3912	3190
SIX1	1043	1341	1236	1045	967	1291
SIX2	43	47	36	22	54	13
SIX3	37	10	21	8	3	0
SIX4	87	51	73	35	32	10
SIX5	346	417	400	393	305	207
SIX6	2	9	0	7	4	0
SKA1	0	1	0	0	0	0
SKA2	1628	2090	1451	1406	1435	1178
SKA3	429	485	458	654	722	662
SKAP1	13	0	12	2	0	0
SKAP2	886	1067	649	729	592	491
SKI	1115	1387	969	976	619	308
SKIDA1	170	217	219	243	186	38
SKIL	381	529	323	432	422	351
SKIV2L	0	0	0	0	0	0
SKOR1	26	9	23	13	12	9
SKOR2	0	0	0	0	0	0
SKP1	7479	8581	6539	5891	5300	4532
SKP2	2241	2488	1966	1419	1415	720
SLA	0	0	0	0	0	0
SLA2	0	0	0	0	0	0
SLAIN1	446	408	335	277	186	364
SLAIN2	364	634	412	577	433	370
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	0
SLAMF8	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0
SLBP	911	906	861	1221	732	1071
SLC10A1	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
SLC10A3	207	332	230	161	104	108
SLC10A4	46	98	43	19	45	9
SLC10A5	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0
SLC10A7	128	94	58	114	128	59
SLC11A1	17	16	6	34	51	0
SLC11A2	334	495	453	327	325	204
SLC12A1	0	0	0	0	0	0
SLC12A2	730	1134	765	837	954	748
SLC12A3	0	0	0	0	0	0
SLC12A4	0	53	68	9	56	36
SLC12A5	51	84	90	48	93	17
SLC12A6	101	191	91	108	113	24
SLC12A7	0	0	0	0	0	0
SLC12A8	0	2	0	0	0	0
SLC12A9	171	212	175	125	263	225
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	0	0	0	0	4	0
SLC13A4	101	98	77	66	64	33
SLC13A5	0	0	0	0	0	0
SLC14A1	0	0	0	0	0	0
SLC14A2	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0
SLC15A2	0	0	0	0	0	0
SLC15A3	0	3	0	0	0	0
SLC15A4	367	389	364	343	350	453
SLC15A5	0	0	0	0	0	0
SLC16A1	0	0	0	1	0	0
SLC16A10	617	812	635	441	472	495
SLC16A11	8	7	14	0	0	0
SLC16A12	0	0	0	0	0	0
SLC16A13	9	15	9	14	14	6
SLC16A14	53	89	69	70	0	0
SLC16A2	145	136	82	64	77	101
SLC16A3	0	0	1	0	0	0
SLC16A4	11	21	0	7	35	19
SLC16A5	2	2	0	0	0	0
SLC16A6	22	19	53	96	20	18
SLC16A7	6	5	0	5	3	0
SLC16A8	0	0	0	0	0	0
SLC16A9	153	190	157	120	86	25
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	295	270	276	225	267	193
SLC17A6	0	0	0	0	0	0
SLC17A7	8	0	0	0	0	0
SLC17A8	0	0	0	0	0	0
SLC17A9	2	0	0	0	0	0
SLC18A1	0	0	0	0	0	0
SLC18A2	0	0	0	0	0	0
SLC18A3	0	0	0	0	7	0
SLC18B1	180	175	157	157	130	27
SLC19A1	1143	1565	1081	1411	1453	918
SLC19A2	99	76	83	118	66	97
SLC19A3	8	6	4	14	0	8
SLC1A1	66	55	14	7	7	62
SLC1A2	0	0	0	0	0	0
SLC1A3	266	349	264	275	298	186
SLC1A4	75	238	185	252	200	78
SLC1A5	2045	2787	2111	2214	2087	1850
SLC1A6	0	3	0	0	0	0
SLC1A7	0	0	0	0	0	0
SLC20A1	1022	1187	817	1360	994	753
SLC20A2	133	174	109	81	45	111
SLC22A1	0	0	2	0	0	0
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	0	1	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0
SLC22A15	33	60	43	46	30	13
SLC22A16	0	0	0	0	0	0
SLC22A17	123	170	127	117	50	69
SLC22A18	0	0	0	0	0	0
SLC22A18AS	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0
SLC22A23	145	277	160	86	61	115
SLC22A24	0	0	0	0	0	0
SLC22A25	0	1	0	0	0	0
SLC22A3	0	0	0	0	0	0
SLC22A31	0	6	13	17	0	0
SLC22A4	0	0	0	1	0	0
SLC22A5	179	118	185	79	103	221
SLC22A6	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0
SLC23A2	151	378	255	264	196	355
SLC23A3	0	0	0	0	0	0
SLC24A1	63	62	14	22	23	46
SLC24A2	0	0	7	0	0	0
SLC24A3	0	0	0	0	0	0
SLC24A4	0	7	8	25	0	26
SLC24A5	0	0	0	0	0	0
SLC25A1	4514	5703	4900	4144	2832	2522
SLC25A10	553	597	466	420	405	221
SLC25A11	1537	1893	1547	1700	1574	1277
SLC25A12	70	77	56	44	13	94
SLC25A13	970	1236	1008	853	1032	1029
SLC25A14	356	389	358	275	344	178
SLC25A15	243	374	272	186	191	171
SLC25A16	125	127	108	98	83	65
SLC25A17	584	756	599	751	694	634
SLC25A18	0	0	0	0	0	0
SLC25A19	520	485	501	744	408	427
SLC25A2	0	0	0	0	0	0
SLC25A20	131	126	120	104	141	17
SLC25A21	105	190	127	111	95	68
SLC25A22	279	191	273	208	210	131
SLC25A23	72	151	147	58	84	17
SLC25A24	0	0	0	0	0	0
SLC25A25	172	294	215	282	445	485
SLC25A26	0	0	0	0	0	0
SLC25A27	9	24	30	13	24	0
SLC25A28	284	358	247	289	356	222
SLC25A29	50	79	27	69	48	0
SLC25A3	7651	9306	6950	7613	6548	5219
SLC25A30	133	100	85	102	39	64
SLC25A31	0	0	0	0	0	0
SLC25A32	217	276	215	266	344	453
SLC25A33	561	714	623	414	357	332
SLC25A34	0	0	0	0	0	0
SLC25A35	35	50	28	50	30	80
SLC25A36	444	575	386	436	353	317
SLC25A37	316	370	329	432	486	217
SLC25A38	353	404	381	526	450	532
SLC25A39	2904	3254	2528	1767	1644	1422
SLC25A4	1324	1721	1342	1200	1246	1139
SLC25A40	93	142	67	46	145	50
SLC25A41	0	0	0	0	0	0
SLC25A42	35	52	18	80	96	22
SLC25A43	0	0	0	0	0	0
SLC25A44	227	349	203	177	233	101
SLC25A45	13	6	11	7	16	6
SLC25A46	339	518	335	382	302	267
SLC25A47	0	0	0	0	0	0
SLC25A48	125	169	145	188	233	275
SLC25A5	10076	11509	9547	11854	11089	9557
SLC25A51	13	23	2	0	0	0
SLC25A52	0	0	0	0	0	0
SLC25A53	6	13	8	0	6	0
SLC25A6	0	0	0	0	0	0
SLC26A1	2	4	0	0	0	10
SLC26A11	125	207	159	155	156	87
SLC26A2	315	334	234	311	177	116
SLC26A3	10	23	15	8	5	4
SLC26A4	0	0	1	0	0	0
SLC26A5	0	0	0	0	0	0
SLC26A6	11	76	57	71	19	30
SLC26A7	0	6	0	0	0	0
SLC26A8	0	1	0	0	0	0
SLC26A9	0	0	0	0	0	0
SLC27A1	15	2	11	19	26	0
SLC27A2	143	291	244	311	245	329
SLC27A3	0	0	0	0	0	0
SLC27A4	203	271	205	154	229	134
SLC27A5	47	116	102	35	86	49
SLC27A6	8	30	18	25	8	36
SLC28A1	0	0	0	19	0	0
SLC28A2	0	0	1	0	0	0
SLC28A3	0	0	0	0	0	0
SLC29A1	1187	1478	1195	1408	1122	831
SLC29A2	51	118	108	128	82	55
SLC29A3	87	124	47	57	24	25
SLC29A4	2	12	7	20	2	4
SLC2A1	784	690	566	677	615	463
SLC2A10	1	16	0	1	0	0
SLC2A11	0	0	0	0	0	0
SLC2A12	47	94	23	15	28	12
SLC2A13	168	226	195	204	278	152
SLC2A14	0	0	0	0	0	0
SLC2A2	0	0	0	0	0	0
SLC2A3	33	24	63	19	31	0
SLC2A4	0	0	0	0	0	0
SLC2A4RG	817	1262	1057	543	510	250
SLC2A5	0	0	0	3	0	0
SLC2A6	0	0	0	0	1	0
SLC2A7	0	0	0	0	0	0
SLC2A8	313	378	387	356	399	186
SLC2A9	0	0	0	0	0	0
SLC30A1	195	243	231	341	279	208
SLC30A10	73	87	54	36	67	72
SLC30A2	0	0	0	0	0	0
SLC30A3	205	178	180	102	120	76
SLC30A4	21	36	27	33	6	0
SLC30A5	398	425	342	356	387	253
SLC30A6	167	135	166	188	249	48
SLC30A7	272	287	201	171	191	94
SLC30A8	0	0	0	0	3	0
SLC30A9	674	927	604	610	484	421
SLC31A1	942	898	977	925	771	600
SLC31A2	25	41	33	61	18	0
SLC32A1	0	0	0	0	0	0
SLC33A1	226	380	269	249	244	162
SLC34A1	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	0
SLC34A3	2	0	0	0	0	0
SLC35A1	167	210	139	186	139	173
SLC35A2	317	468	332	440	309	317
SLC35A3	256	372	252	170	208	129
SLC35A4	1372	1267	829	846	743	586
SLC35A5	150	172	184	166	128	84
SLC35B1	1817	2334	1890	1829	1592	1360
SLC35B2	689	1013	753	546	623	522
SLC35B3	165	172	114	119	147	73
SLC35B4	951	1204	989	806	727	451
SLC35C1	96	115	41	126	97	79
SLC35C2	736	858	740	591	629	479
SLC35D1	126	145	131	232	166	156
SLC35D2	112	206	151	61	94	18
SLC35D3	35	24	53	9	35	114
SLC35E1	770	885	767	576	582	487
SLC35E2B	176	190	134	114	154	151
SLC35E3	797	946	723	786	700	567
SLC35E4	63	96	55	63	76	63
SLC35F1	379	594	624	289	212	191
SLC35F2	440	492	334	447	461	186
SLC35F3	0	0	0	0	0	0
SLC35F4	0	0	0	0	0	0
SLC35F5	266	298	257	148	191	92
SLC35F6	421	382	394	203	286	186
SLC35G1	149	148	109	219	152	119
SLC35G2	132	100	69	106	121	74
SLC35G3	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0
SLC35G6	0	0	0	0	0	0
SLC36A1	134	154	176	109	30	50
SLC36A2	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0
SLC36A4	403	469	288	344	205	318
SLC37A1	59	122	117	131	60	20
SLC37A2	0	0	6	8	2	30
SLC37A3	435	545	356	492	538	270
SLC37A4	0	0	0	0	0	0
SLC38A1	1247	1374	1195	1380	1313	997
SLC38A10	494	697	513	305	436	190
SLC38A11	0	10	0	0	0	0
SLC38A2	629	758	470	1289	1388	1120
SLC38A3	0	3	1	0	0	0
SLC38A4	0	0	6	0	2	0
SLC38A5	0	0	0	0	0	9
SLC38A6	236	235	232	230	256	165
SLC38A7	189	280	143	169	115	114
SLC38A8	0	0	0	0	0	0
SLC38A9	53	185	209	138	235	114
SLC39A1	980	1170	932	684	707	774
SLC39A10	316	340	260	139	207	114
SLC39A11	127	281	124	194	169	92
SLC39A12	0	0	0	0	0	0
SLC39A13	190	231	209	199	151	117
SLC39A14	137	326	293	340	416	183
SLC39A2	0	0	0	2	0	0
SLC39A3	408	486	396	265	330	192
SLC39A4	0	0	0	0	0	0
SLC39A5	0	0	0	0	0	0
SLC39A6	703	854	783	699	483	490
SLC39A7	0	0	0	0	0	0
SLC39A8	602	656	560	528	250	307
SLC39A9	290	400	372	301	294	84
SLC3A1	0	0	6	0	0	0
SLC3A2	1789	2311	1734	4746	4183	2825
SLC40A1	79	17	5	8	52	1
SLC41A1	325	365	248	215	158	247
SLC41A2	101	95	87	188	54	130
SLC41A3	469	612	282	512	464	294
SLC43A1	70	77	83	122	84	1
SLC43A2	28	5	6	13	20	0
SLC43A3	0	0	0	0	0	0
SLC44A1	879	892	583	626	348	330
SLC44A2	146	157	100	25	125	56
SLC44A3	19	33	13	29	41	19
SLC44A4	0	0	0	0	0	0
SLC44A5	128	173	102	170	83	160
SLC45A1	0	0	0	18	0	0
SLC45A2	0	0	0	0	0	0
SLC45A3	99	74	78	46	43	37
SLC45A4	13	47	35	35	11	1
SLC46A1	231	337	271	355	169	223
SLC46A2	0	0	0	0	0	0
SLC46A3	46	71	80	45	37	111
SLC47A1	187	177	141	131	104	142
SLC47A2	0	0	0	0	0	0
SLC48A1	253	429	250	177	205	91
SLC49A3	0	0	0	0	0	0
SLC49A4	99	119	199	131	146	85
SLC4A1	1	0	0	0	0	0
SLC4A10	0	1	4	0	0	0
SLC4A11	26	55	16	22	24	75
SLC4A1AP	310	304	368	504	457	461
SLC4A2	288	426	433	226	252	209
SLC4A3	15	15	8	0	3	0
SLC4A4	26	55	38	47	25	16
SLC4A5	0	4	0	0	0	0
SLC4A7	223	334	241	288	284	161
SLC4A8	25	37	39	1	18	1
SLC4A9	0	0	0	0	0	0
SLC50A1	285	347	355	305	248	329
SLC51A	0	0	0	0	0	0
SLC51B	0	0	0	0	0	0
SLC52A1	0	0	0	0	0	0
SLC52A2	0	0	0	0	0	0
SLC52A3	0	0	0	0	0	0
SLC5A1	0	0	0	0	0	0
SLC5A10	0	0	0	9	8	0
SLC5A11	0	0	0	0	0	0
SLC5A12	0	0	0	0	0	0
SLC5A2	0	0	0	0	0	0
SLC5A3	471	581	370	369	487	348
SLC5A4	0	0	0	0	0	0
SLC5A5	0	0	0	7	0	0
SLC5A6	760	881	641	467	664	413
SLC5A7	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0
SLC66A1	202	276	233	284	242	305
SLC66A2	325	341	246	255	190	201
SLC66A3	26	62	43	10	21	34
SLC6A1	0	0	0	0	0	0
SLC6A11	53	100	31	74	19	27
SLC6A12	0	2	0	2	3	11
SLC6A13	0	1	0	0	0	0
SLC6A14	0	0	0	0	0	0
SLC6A15	371	628	451	490	443	237
SLC6A16	11	19	0	9	0	0
SLC6A17	7	19	0	9	0	0
SLC6A18	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0
SLC6A20	1	0	0	0	0	0
SLC6A3	0	0	0	0	0	0
SLC6A4	0	0	0	6	1	0
SLC6A5	0	0	0	0	0	0
SLC6A6	87	122	101	66	80	42
SLC6A7	0	0	0	1	0	0
SLC6A8	399	582	509	418	388	168
SLC6A9	43	88	24	158	79	73
SLC7A1	1166	1587	1103	2051	1708	1596
SLC7A10	0	3	0	0	0	0
SLC7A11	321	255	146	452	534	308
SLC7A13	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
SLC7A2	117	177	179	113	99	26
SLC7A3	0	0	0	0	0	0
SLC7A4	0	0	0	0	0	0
SLC7A5	169	198	181	120	94	88
SLC7A6	338	371	289	290	208	179
SLC7A6OS	602	748	565	727	702	267
SLC7A7	0	10	0	0	0	0
SLC7A8	69	108	110	88	101	103
SLC7A9	0	1	0	0	0	0
SLC8A1	0	0	0	0	0	0
SLC8A2	28	0	0	6	0	0
SLC8A3	0	0	0	0	0	0
SLC8B1	21	30	27	26	23	0
SLC9A1	151	211	197	174	85	61
SLC9A2	15	33	8	4	0	0
SLC9A3	296	458	330	272	214	41
SLC9A3R1	667	1012	599	476	664	419
SLC9A3R2	140	232	216	128	271	173
SLC9A4	0	0	0	0	0	0
SLC9A5	5	41	44	24	10	13
SLC9A6	106	104	158	81	99	46
SLC9A7	101	189	186	139	120	209
SLC9A8	36	17	28	43	49	81
SLC9A9	2090	2405	2122	2139	1930	1711
SLC9B1	0	0	0	0	0	0
SLC9B2	161	304	245	132	226	192
SLC9C1	22	28	12	8	3	0
SLC9C2	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0
SLCO1B3-SLCO1B7	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0
SLCO2A1	0	4	1	25	0	0
SLCO2B1	0	0	0	0	0	0
SLCO3A1	63	104	114	117	52	48
SLCO4A1	187	242	189	116	80	26
SLCO4C1	85	36	58	73	51	0
SLCO5A1	4	8	14	17	14	0
SLCO6A1	0	0	0	0	0	0
SLF1	232	270	217	365	495	274
SLF2	427	459	418	358	503	282
SLFN11	930	985	695	1322	1199	827
SLFN12	4	20	1	0	0	0
SLFN12L	0	0	0	0	0	0
SLFN13	0	0	0	0	0	0
SLFN14	0	0	0	0	0	0
SLFN5	32	45	8	6	27	51
SLFNL1	0	0	0	0	0	0
SLIRP	10525	12547	9829	9647	8811	6661
SLIT1	36	55	25	13	12	7
SLIT2	1220	1212	962	1073	971	758
SLIT3	4	17	13	0	0	0
SLITRK1	0	0	0	0	0	0
SLITRK2	0	0	0	0	0	0
SLITRK3	0	0	0	0	0	0
SLITRK4	0	0	0	0	0	0
SLITRK5	0	0	0	0	0	0
SLITRK6	0	0	0	0	0	0
SLK	400	425	345	484	354	387
SLMAP	355	497	372	292	425	240
SLN	0	0	0	0	0	0
SLPI	0	0	0	0	0	0
SLTM	2050	2628	1962	2506	2422	2215
SLU7	497	498	375	489	504	293
SLURP1	0	0	0	0	0	0
SLURP2	0	0	0	0	0	0
SLX1A	0	0	1	0	0	0
SLX1B	6	0	0	0	5	1
SLX4	42	25	18	33	30	39
SLX4IP	23	41	36	40	18	6
SLX9	1064	1074	876	1177	925	1046
SMAD1	421	417	426	500	430	434
SMAD2	289	397	357	342	280	331
SMAD3	251	207	226	200	153	125
SMAD4	270	335	222	335	293	233
SMAD5	1272	1511	1004	1303	1182	857
SMAD6	327	287	282	385	186	238
SMAD7	374	466	244	551	497	421
SMAD9	680	850	525	1063	1011	932
SMAGP	287	352	314	283	264	274
SMAP1	545	530	664	422	370	411
SMAP2	268	269	207	201	164	134
SMARCA1	197	261	147	201	158	175
SMARCA2	599	767	629	730	427	576
SMARCA4	1103	1617	1006	1311	1338	907
SMARCA5	762	1005	776	683	758	518
SMARCAD1	300	269	260	384	372	173
SMARCAL1	102	92	57	113	98	138
SMARCB1	0	0	0	0	0	0
SMARCC1	3501	4328	3213	3847	3936	2551
SMARCC2	931	1141	997	1175	1161	841
SMARCD1	481	630	421	639	396	223
SMARCD2	395	579	354	494	215	331
SMARCD3	80	157	129	89	70	61
SMARCE1	3070	3934	2894	2941	2731	2347
SMC1A	11665	13683	11079	12303	11799	11018
SMC1B	0	0	0	0	0	0
SMC2	303	424	380	347	463	260
SMC3	341	574	548	833	884	534
SMC4	6221	8005	5987	7828	7344	5245
SMC5	192	99	85	180	118	110
SMC6	458	766	547	820	637	599
SMCHD1	316	494	244	517	510	248
SMCO1	0	0	0	0	0	0
SMCO2	0	0	0	1	0	0
SMCO3	0	0	0	0	0	0
SMCO4	191	280	286	254	118	300
SMCP	0	0	0	0	0	0
SMCR8	0	0	2	0	0	25
SMDT1	0	0	0	0	0	0
SMG1	347	483	363	714	539	453
SMG5	492	514	526	360	360	407
SMG6	140	142	105	153	249	159
SMG7	428	525	525	358	393	159
SMG8	363	520	558	394	377	331
SMG9	426	425	334	729	558	694
SMIM1	34	14	27	8	1	1
SMIM10	1089	1372	964	889	919	332
SMIM10L1	7	0	0	0	0	0
SMIM10L2A	33	14	10	54	30	22
SMIM10L2B	8	18	9	5	0	41
SMIM11A	0	1	5	0	0	0
SMIM11B	0	0	0	0	0	11
SMIM12	916	1056	838	911	710	722
SMIM13	346	458	467	394	353	234
SMIM14	107	70	64	74	29	72
SMIM15	523	754	480	551	407	631
SMIM17	0	2	8	5	15	0
SMIM18	0	0	7	0	0	0
SMIM19	304	223	210	127	186	157
SMIM2	0	0	0	0	0	0
SMIM20	282	300	347	356	322	216
SMIM21	0	0	0	0	0	0
SMIM22	0	0	0	0	0	0
SMIM23	0	0	0	0	0	0
SMIM24	0	0	0	0	0	0
SMIM26	2952	3422	2760	2769	2385	2263
SMIM27	268	319	187	290	122	209
SMIM28	0	0	0	0	0	0
SMIM29	63	87	50	51	60	18
SMIM3	99	111	60	49	57	44
SMIM30	1761	1943	1631	1029	734	485
SMIM31	0	0	0	0	0	0
SMIM32	26	23	2	34	4	15
SMIM33	0	0	0	0	0	0
SMIM34A	0	0	0	0	0	0
SMIM34B	0	0	0	0	0	0
SMIM35	0	0	0	0	0	0
SMIM36	0	7	0	0	0	0
SMIM38	0	0	0	0	0	0
SMIM4	1561	2038	1625	1301	1139	1082
SMIM40	0	0	0	0	0	0
SMIM41	0	0	0	0	0	0
SMIM42	0	0	0	0	0	0
SMIM43	0	11	0	0	0	13
SMIM5	0	0	0	0	0	0
SMIM6	0	0	0	0	0	0
SMIM7	1216	1522	1305	1437	1413	971
SMIM8	199	354	182	198	308	272
SMIM9	0	0	0	0	0	0
SMKR1	15	17	6	23	19	4
SMLR1	0	0	0	0	0	0
SMN1	0	0	0	0	0	0
SMN2	5	0	0	0	0	0
SMNDC1	970	1440	1018	1200	1400	1090
SMO	243	332	158	103	135	163
SMOC1	230	280	272	250	292	96
SMOC2	0	0	0	4	0	0
SMOX	107	157	73	172	158	149
SMPD1	80	114	122	55	122	20
SMPD2	36	67	45	37	39	4
SMPD3	0	21	8	1	5	0
SMPD4	963	1350	1171	1290	1286	975
SMPDL3A	18	24	65	35	54	0
SMPDL3B	232	330	154	116	181	74
SMPX	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0
SMS	1369	1617	1561	1424	1123	1102
SMTN	57	97	42	51	66	5
SMTNL1	0	0	0	0	0	0
SMTNL2	31	25	22	32	14	0
SMU1	246	376	249	326	354	216
SMUG1	355	565	454	418	220	264
SMURF1	31	43	18	46	19	1
SMURF2	271	335	286	230	68	64
SMYD1	0	0	0	0	0	0
SMYD2	653	875	712	435	533	382
SMYD3	347	461	271	264	339	241
SMYD4	270	309	245	572	351	363
SMYD5	42	220	143	148	189	94
SNAI1	19	14	18	14	21	0
SNAI2	4	23	3	8	0	0
SNAI3	4	0	18	8	1	0
SNAP23	846	816	799	579	630	608
SNAP25	14	33	22	21	59	2
SNAP29	722	962	801	622	520	364
SNAP47	820	1241	781	1221	1110	815
SNAP91	96	56	40	88	54	52
SNAPC1	272	276	225	345	279	392
SNAPC2	283	262	250	243	217	219
SNAPC3	462	653	564	587	517	483
SNAPC4	155	133	123	265	259	89
SNAPC5	503	779	441	666	470	385
SNAPIN	1451	1852	1249	1237	1225	847
SNCA	292	456	401	276	262	174
SNCAIP	4	9	8	3	26	0
SNCB	20	37	6	25	15	21
SNCG	0	4	10	8	0	0
SND1	2056	2646	2169	2738	2375	2087
SNED1	1	2	29	0	13	0
SNF8	2413	3209	2708	2217	1527	2022
SNIP1	251	194	137	248	218	212
SNN	25	48	46	15	18	32
SNORC	0	0	0	0	0	0
SNPH	12	5	13	6	16	0
SNRK	63	50	79	47	80	10
SNRNP200	1884	2056	1777	1842	1724	1650
SNRNP25	1196	1337	1062	810	910	737
SNRNP27	666	807	539	456	469	482
SNRNP35	162	155	164	115	126	133
SNRNP40	391	476	360	339	380	208
SNRNP48	1695	1965	1529	1687	1426	1464
SNRNP70	1816	2403	1985	2635	1858	1914
SNRPA	2459	2930	2070	2871	2526	1870
SNRPA1	3118	4061	3294	3491	2944	2470
SNRPB	12787	16518	12769	15869	14020	12147
SNRPB2	1400	1401	1221	1016	1051	937
SNRPC	3587	4140	3347	4087	3203	2778
SNRPD1	5671	7012	5072	4625	5201	4266
SNRPD2	9401	10329	7836	6600	6052	4663
SNRPD3	6567	8412	6430	6170	5382	5429
SNRPE	9165	10242	7787	6861	5830	5959
SNRPF	5390	6908	5227	4161	3625	3374
SNRPG	965	1217	956	670	547	531
